date,close,ROI,SMA_5,SMA_10,SMA_15,SMA_20,SMA_50,Entry_signal_short_5,Exit_signal_short_5
2021-05-13,13109.15,-0.021202677195455655,13254.154,13417.881999999996,13492.216,13577.152500000002,,0,0
2021-05-14,13393.12,0.0060249787612176595,13331.141999999998,13472.751999999995,13536.324,13621.61,,0,0
2021-05-17,13312.91,0.007204743949013714,13334.866000000002,13502.090999999995,13563.642,13658.364,,0,0
2021-05-18,13217.68,-0.0015281868512476706,13400.633999999998,13536.258999999995,13596.838666666668,13694.239,,0,0
2021-05-19,13237.91,-0.018984607335507664,13488.643999999995,13582.069999999998,13636.656,13732.505500000005,,0,0
2021-05-20,13494.09,0.006140142889736966,13581.609999999995,13611.246999999998,13684.818666666668,13778.800500000005,,0,0
2021-05-21,13411.74,-0.016860740007697,13614.362,13638.914999999995,13718.432666666668,13806.575000000004,,0,0
2021-05-24,13641.75,-0.0011700333803640328,13669.315999999995,13678.03,13766.196666666667,13842.849500000002,,0,0
2021-05-25,13657.73,-0.0032847445109518425,13671.883999999995,13694.941,13792.107333333335,13874.283,,0,0
2021-05-26,13702.74,0.0032867545038202106,13675.495999999996,13710.662,13813.79266666667,13905.108500000002,,0,0
2021-05-27,13657.85,-0.0020940327373449863,13640.883999999995,13736.423,13844.53066666667,13938.269500000006,,0,0
2021-05-28,13686.51,0.002337675462976252,13663.467999999995,13770.468,13870.646000000002,13972.636000000004,,0,0
2021-06-01,13654.59,-0.0015501846694049304,13686.743999999995,13814.637,13900.694,14014.559500000005,,0,0
2021-06-02,13675.79,0.010799220676320552,13717.997999999998,13852.219,13941.749333333335,14060.467500000002,,0,0
2021-06-03,13529.68,-0.017507372499867446,13745.827999999998,13882.941,13981.646000000002,14104.418,,0,0
2021-06-04,13770.77,-0.0023270489006287365,13831.961999999996,13946.354,14037.398000000005,14155.936500000002,,0,0
2021-06-07,13802.89,-0.0005770820933671539,13877.467999999995,13974.235,14075.692000000005,14203.7795,,0,0
2021-06-08,13810.86,-0.0002953324444405769,13942.529999999995,14007.669000000005,14123.831333333335,14252.953000000001,,0,0
2021-06-09,13814.94,-0.010415927967421969,13986.439999999995,14053.625000000005,14174.624000000002,14303.1155,,0,0
2021-06-10,13960.35,-0.0027110434838515385,14020.053999999995,14099.555000000002,14223.948,,,0,0
2021-06-11,13998.3,-0.009194377203040838,14060.745999999996,14140.116000000002,14263.927999999998,,,0,0
2021-06-14,14128.2,0.00696986046737047,14071.001999999993,14174.803999999998,14312.55,,,0,0
2021-06-15,14030.41,0.003389828084225055,14072.807999999995,14214.482,14356.427333333333,,,0,0
2021-06-16,13983.01,-0.012764926951152169,14120.809999999992,14268.716,14408.674,,,0,0
2021-06-17,14163.81,0.008130492157060853,14179.055999999993,14325.895,,,,0,0
2021-06-18,14049.58,-0.0061999415727126425,14219.485999999995,14365.518999999995,,,,0,0
2021-06-21,14137.23,-0.009333292222653557,14278.605999999994,14433.324,,,,0,0
2021-06-22,14270.42,-0.0002676149483265,14356.155999999995,14498.237,,,,0,0
2021-06-23,14274.24,-0.0063845367799993955,14416.621999999996,14552.605999999994,,,,0,0
2021-06-24,14365.96,0.001448570181761255,14472.733999999993,,,,,0,0
2021-06-25,14345.18,-0.012378674531737688,14511.551999999994,,,,,0,0
2021-06-28,14524.98,-0.003278036060455292,14588.041999999998,,,,,0,0
2021-06-29,14572.75,0.0012332701239454735,14640.318000000001,,,,,0,0
2021-06-30,14554.8,-0.00036057568483627284,14688.59,,,,,0,0
2021-07-01,14560.05,-0.011378612852169678,,,,,,0,0
2021-07-02,14727.63,-0.0039719038356973435,,,,,,0,0
2021-07-06,14786.36,-0.001873214118161659,,,,,,0,0
2021-07-07,14814.11,,,,,,,0,0
