,date,close,ROI,SMA_5,SMA_10,SMA_15,SMA_20,SMA_50,Entry_signal_long_7,Exit_signal_long_7,LONG,SHORT,account_value,cash_flow,shares_long,shares_short
49,2020-10-26 19:00:00,1902.29,-0.00014191405264485368,1902.291999999999,1902.996,1903.2126666666666,1901.9930000000006,1903.1113999999993,0,0,1,0,99000.0,0,0.5259006047856956,0
50,2020-10-26 20:00:00,1905.41,0.0016401284767306734,1902.875999999999,1903.17,1903.385333333333,1902.385000000001,1903.142,0,0,1,0,99000.0,0,0.5259006047856956,0
51,2020-10-26 21:00:00,1907.05,0.0008607071443940129,1903.869999999999,1903.4270000000001,1903.5379999999998,1902.876500000001,1903.1539999999993,0,0,1,0,99000.0,0,0.5259006047856956,0
52,2020-10-26 22:00:00,1908.94,0.0009910594897879488,1905.2499999999993,1903.9,1903.872,1903.4305000000006,1903.234,0,0,1,0,99000.0,0,0.5259006047856956,0
53,2020-10-26 23:00:00,1907.7,-0.000649575156893345,1906.2779999999998,1904.402,1904.285333333333,1903.7910000000006,1903.3218,0,0,1,0,99000.0,0,0.5259006047856956,0
54,2020-10-27 00:00:00,1907.74,2.0967657388348826e-05,1907.3679999999995,1904.83,1904.4533333333331,1904.251500000001,1903.3852,0,0,1,0,99000.0,0,0.5259006047856956,0
55,2020-10-27 01:00:00,1907.78,2.0967217755130108e-05,1907.8419999999994,1905.359,1904.727333333333,1904.4995000000006,1903.4003999999993,0,0,1,0,99000.0,0,0.5259006047856956,0
56,2020-10-27 02:00:00,1908.53,0.0003931270901256223,1908.138,1906.0039999999995,1904.997333333333,1904.6880000000006,1903.4399999999994,0,0,1,0,99000.0,0,0.5259006047856956,0
57,2020-10-27 03:00:00,1904.27,-0.0022320843790770697,1907.204,1906.2269999999994,1905.0013333333332,1904.7050000000006,1903.4064,0,0,1,0,99000.0,0,0.5259006047856956,0
58,2020-10-27 04:00:00,1901.37,-0.0015228932871914624,1905.9379999999999,1906.107999999999,1904.914,1904.6985000000006,1903.3353999999995,0,0,1,0,99000.0,0,0.5259006047856956,0
59,2020-10-27 05:00:00,1900.93,-0.00023141208707400107,1904.576,1905.971999999999,1904.745333333333,1904.4840000000006,1903.2241999999994,0,0,1,0,99000.0,0,0.5259006047856956,0
60,2020-10-27 06:00:00,1900.92,-5.2605829777840896e-06,1903.204,1905.5229999999995,1904.640666666667,1904.3465000000006,1903.0657999999994,0,0,1,0,99000.0,0,0.5259006047856956,0
61,2020-10-27 07:00:00,1903.0,0.001094207015550408,1902.0979999999995,1905.1179999999995,1904.702,1904.2725000000007,1902.9033999999995,0,0,1,0,99000.0,0,0.5259006047856956,0
62,2020-10-27 08:00:00,1905.73,0.0014345769837098565,1902.3899999999994,1904.7969999999993,1904.9479999999999,1904.3485000000005,1902.8329999999994,0,0,1,0,99000.0,0,0.5259006047856956,0
63,2020-10-27 09:00:00,1906.79,0.0005562173025559503,1903.474,1904.7059999999994,1905.23,1904.5540000000005,1902.7551999999994,0,0,1,0,99000.0,0,0.5259006047856956,0
64,2020-10-27 10:00:00,1905.78,-0.0005296860168135797,1904.444,1904.509999999999,1905.4626666666666,1904.6700000000005,1902.6551999999995,0,1,0,0,100002.25085458848,1002,0.0,0
65,2020-10-27 11:00:00,1908.72,0.0015426754399774367,1906.004,1904.6039999999994,1905.6833333333327,1904.981500000001,1902.6151999999993,0,0,0,0,100002.25085458848,0,0.0,0
66,2020-10-27 12:00:00,1909.45,0.00038245525797386826,1907.2939999999999,1904.6959999999995,1905.8433333333328,1905.3500000000006,1902.7349999999994,0,0,0,0,100002.25085458848,0,0.0,0
67,2020-10-27 13:00:00,1908.71,-0.00038754615203329124,1907.89,1905.1399999999994,1905.828,1905.6835000000005,1902.9487999999994,0,0,0,0,100002.25085458848,0,0.0,0
68,2020-10-27 14:00:00,1908.02,-0.00036150069942531005,1908.136,1905.805,1905.849333333333,1905.9565000000007,1903.1335999999994,0,0,0,0,100002.25085458848,0,0.0,0
69,2020-10-27 15:00:00,1908.0,-1.0482070418538214e-05,1908.58,1906.5119999999995,1905.8666666666666,1906.2420000000006,1903.274399999999,1,0,1,0,99002.25085458848,-1000,0.5241090146750524,0
70,2020-10-27 16:00:00,1907.99,-5.2410901467681015e-06,1908.434,1907.219,1905.880666666667,1906.3710000000005,1903.3691999999994,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
71,2020-10-27 17:00:00,1907.96,-1.572335284771853e-05,1908.136,1907.7149999999995,1905.842666666667,1906.4165,1903.4835999999993,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
72,2020-10-27 18:00:00,1905.04,-0.0015304304073461286,1907.4020000000005,1907.6459999999993,1905.894,1906.2215,1903.509999999999,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
73,2020-10-27 19:00:00,1905.29,0.00013123084029742493,1906.8560000000007,1907.496,1906.155333333333,1906.101,1903.5747999999994,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
74,2020-10-27 20:00:00,1906.51,0.0006403224705950894,1906.5580000000007,1907.5689999999993,1906.5273333333328,1906.0395000000005,1903.8301999999987,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
75,2020-10-27 21:00:00,1906.74,0.00012063928329775207,1906.3080000000007,1907.371,1906.9153333333331,1905.9875000000006,1903.9921999999988,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
76,2020-10-27 22:00:00,1905.74,-0.0005244553531157381,1905.8640000000007,1906.9999999999993,1907.0980000000006,1905.8480000000006,1904.1027999999988,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
77,2020-10-27 23:00:00,1906.86,0.000587698216965471,1906.2280000000005,1906.815,1907.1733333333332,1905.9775000000006,1904.2869999999994,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
78,2020-10-28 00:00:00,1908.28,0.0007446797352717027,1906.826000000001,1906.8410000000001,1907.272666666667,1906.3230000000005,1904.4705999999987,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
79,2020-10-28 01:00:00,1908.43,7.860481690324939e-05,1907.210000000001,1906.884,1907.4493333333332,1906.6980000000005,1904.6707999999987,0,0,1,0,99002.25085458848,0,0.5241090146750524,0
80,2020-10-28 02:00:00,1906.43,-0.0010479818489543824,1907.1480000000006,1906.7279999999998,1907.2966666666669,1906.9735000000005,1904.8479999999984,0,1,0,0,100001.42800343543,999,0.0,0
81,2020-10-28 03:00:00,1906.13,-0.0001573621900620159,1907.2260000000006,1906.545,1907.0753333333332,1907.1300000000006,1905.0261999999984,0,0,0,0,100001.42800343543,0,0.0,0
82,2020-10-28 04:00:00,1904.18,-0.0010230152193188011,1906.6900000000005,1906.4589999999998,1906.773333333333,1907.0525,1905.1525999999985,0,0,0,0,100001.42800343543,0,0.0,0
83,2020-10-28 05:00:00,1899.93,-0.002231931855181779,1905.0200000000007,1905.9229999999993,1906.2340000000006,1906.7095,1905.1413999999984,0,0,0,0,100001.42800343543,0,0.0,0
84,2020-10-28 06:00:00,1896.58,-0.0017632228555789495,1902.650000000001,1904.93,1905.4726666666668,1906.2495000000006,1905.1023999999984,0,0,0,0,100001.42800343543,0,0.0,0
85,2020-10-28 07:00:00,1891.23,-0.0028208670343460307,1899.6100000000006,1903.379,1904.3553333333327,1905.3750000000007,1904.870599999998,0,0,0,0,100001.42800343543,0,0.0,0
86,2020-10-28 08:00:00,1882.15,-0.004801108273451593,1894.8140000000005,1901.02,1902.6346666666668,1904.0100000000007,1904.418399999998,0,0,0,0,100001.42800343543,0,0.0,0
87,2020-10-28 09:00:00,1876.18,-0.003171904470950837,1889.2140000000006,1897.9520000000002,1900.7106666666668,1902.3835000000006,1903.863399999998,0,0,0,0,100001.42800343543,0,0.0,0
88,2020-10-28 10:00:00,1871.78,-0.0023451907599484345,1883.5840000000005,1894.3020000000001,1898.476666666667,1900.5715000000007,1903.268999999998,0,0,0,0,100001.42800343543,0,0.0,0
89,2020-10-28 11:00:00,1882.73,0.005850046479821458,1880.8140000000005,1891.7319999999993,1896.891333333333,1899.308000000001,1902.8191999999976,0,0,0,0,100001.42800343543,0,0.0,0
90,2020-10-28 12:00:00,1880.64,-0.0011100901350697967,1878.6960000000006,1889.1529999999998,1895.1513333333328,1897.9405000000006,1902.3585999999973,0,0,0,0,100001.42800343543,0,0.0,0
91,2020-10-28 13:00:00,1881.13,0.0002605496001362173,1878.4920000000006,1886.6529999999998,1893.5106666666666,1896.5990000000006,1901.8915999999977,0,0,0,0,100001.42800343543,0,0.0,0
92,2020-10-28 14:00:00,1877.01,-0.0021901729279741877,1878.6580000000006,1883.9359999999995,1891.5206666666666,1895.197500000001,1901.3475999999976,0,0,0,0,100001.42800343543,0,0.0,0
93,2020-10-28 15:00:00,1876.99,-1.0655244244817121e-05,1879.7000000000005,1881.6419999999994,1889.4346666666668,1893.7825000000007,1900.8337999999976,0,0,0,0,100001.42800343543,0,0.0,0
94,2020-10-28 16:00:00,1877.19,0.00010655357780287034,1878.592000000001,1879.702999999999,1887.352,1892.3165000000006,1900.3083999999976,0,0,0,0,100001.42800343543,0,0.0,0
95,2020-10-28 17:00:00,1877.08,-5.859822394116421e-05,1877.880000000001,1878.2879999999993,1885.395333333333,1890.8335000000006,1899.8001999999976,0,0,0,0,100001.42800343543,0,0.0,0
96,2020-10-28 18:00:00,1878.19,0.0005913440023868066,1877.2920000000013,1877.8919999999994,1883.5326666666665,1889.4560000000013,1899.322399999998,0,0,0,0,100001.42800343543,0,0.0,0
97,2020-10-28 19:00:00,1879.4,0.0006442372709896116,1877.7700000000007,1878.2139999999995,1881.880666666667,1888.0830000000005,1898.869599999998,0,0,0,0,100001.42800343543,0,0.0,0
98,2020-10-28 20:00:00,1878.4,-0.0005320847078854607,1878.0520000000006,1878.8759999999993,1880.445333333333,1886.5890000000013,1898.3863999999976,0,0,0,0,100001.42800343543,0,0.0,0
99,2020-10-28 21:00:00,1878.43,1.5971039182272048e-05,1878.3000000000006,1878.4459999999995,1879.235333333333,1885.0890000000013,1897.9091999999976,0,0,0,0,100001.42800343543,0,0.0,0
100,2020-10-28 22:00:00,1878.6,9.050110996944304e-05,1878.6040000000007,1878.2419999999993,1878.3933333333327,1883.6975000000007,1897.3729999999973,0,0,0,0,100001.42800343543,0,0.0,0
101,2020-10-28 23:00:00,1881.9,0.0017566272756308619,1879.346000000001,1878.3189999999993,1878.3766666666666,1882.4860000000006,1896.8699999999976,0,0,0,0,100001.42800343543,0,0.0,0
102,2020-10-29 00:00:00,1882.42,0.000276316488655004,1879.9500000000005,1878.8599999999994,1878.792666666667,1881.3980000000013,1896.3395999999973,0,0,0,0,100001.42800343543,0,0.0,0
103,2020-10-29 01:00:00,1882.78,0.00019124318696150944,1880.8260000000007,1879.4389999999994,1879.526,1880.5405000000005,1895.8411999999976,0,0,0,0,100001.42800343543,0,0.0,0
104,2020-10-29 02:00:00,1882.95,9.029201499921592e-05,1881.7300000000007,1880.0149999999994,1879.5406666666668,1879.8590000000006,1895.3453999999967,1,0,1,0,99001.42800343543,-1000,0.5310815475716296,0
105,2020-10-29 03:00:00,1881.35,-0.0008497304761146963,1882.2800000000009,1880.441999999999,1879.588,1879.365000000001,1894.8167999999976,0,0,1,0,99001.42800343543,0,0.5310815475716296,0
106,2020-10-29 04:00:00,1877.73,-0.0019241502112843367,1881.4460000000013,1880.3959999999993,1879.361333333333,1879.144000000001,1894.2007999999976,0,0,1,0,99001.42800343543,0,0.5310815475716296,0
107,2020-10-29 05:00:00,1877.35,-0.00020237201301576133,1880.4320000000007,1880.1909999999993,1879.384,1879.2025000000006,1893.6623999999977,0,0,1,0,99001.42800343543,0,0.5310815475716296,0
108,2020-10-29 06:00:00,1877.99,0.0003409060643992934,1879.4740000000013,1880.1499999999994,1879.4506666666666,1879.5130000000006,1893.1947999999973,0,0,1,0,99001.42800343543,0,0.5310815475716296,0
109,2020-10-29 07:00:00,1872.24,-0.003061784141555557,1877.332000000001,1879.530999999999,1879.120666666667,1878.9885000000006,1892.6209999999976,0,0,1,0,99001.42800343543,0,0.5310815475716296,0
110,2020-10-29 08:00:00,1864.08,-0.00435841558774519,1873.8780000000006,1878.0789999999995,1878.254,1878.1605000000006,1891.884199999998,0,1,0,0,99991.40649463276,989,0.0,0
111,2020-10-29 09:00:00,1871.86,0.004173640616282448,1872.7040000000006,1877.0749999999994,1877.832,1877.6970000000006,1891.2613999999976,0,0,0,0,99991.40649463276,0,0.0,0
112,2020-10-29 10:00:00,1873.8,0.001036402295043537,1871.9940000000006,1876.212999999999,1877.4586666666669,1877.5365000000006,1890.6227999999985,0,0,0,0,99991.40649463276,0,0.0,0
113,2020-10-29 11:00:00,1868.77,-0.002684384672857254,1870.150000000001,1874.8119999999994,1876.8166666666666,1877.1255000000006,1889.8623999999984,0,0,0,0,99991.40649463276,0,0.0,0
114,2020-10-29 12:00:00,1868.53,-0.00012842671917889792,1869.4080000000013,1873.369999999999,1876.1566666666665,1876.6925000000006,1889.1173999999985,0,0,0,0,99991.40649463276,0,0.0,0
115,2020-10-29 13:00:00,1867.73,-0.00042814404906532655,1870.1380000000013,1872.0079999999994,1875.432,1876.2250000000006,1888.2975999999985,0,0,0,0,99991.40649463276,0,0.0,0
116,2020-10-29 14:00:00,1869.16,0.0007656352898974816,1869.5980000000006,1871.1509999999994,1874.5826666666665,1875.7735000000007,1887.4917999999984,0,0,0,0,99991.40649463276,0,0.0,0
117,2020-10-29 15:00:00,1869.52,0.00019259988444009224,1868.7420000000013,1870.3679999999995,1873.7226666666666,1875.2795000000006,1886.7079999999985,0,0,0,0,99991.40649463276,0,0.0,0
118,2020-10-29 16:00:00,1867.59,-0.0010323505498738283,1868.5060000000005,1869.327999999999,1872.71,1874.7390000000007,1885.8993999999984,0,0,0,0,99991.40649463276,0,0.0,0
119,2020-10-29 17:00:00,1868.23,0.0003426876348664454,1868.4460000000006,1868.926999999999,1871.7286666666666,1874.2290000000007,1885.1039999999985,0,0,0,0,99991.40649463276,0,0.0,0
120,2020-10-29 18:00:00,1866.7,-0.0008189569806715813,1868.2400000000007,1869.1889999999994,1870.752,1873.6340000000007,1884.278199999998,0,0,0,0,99991.40649463276,0,0.0,0
121,2020-10-29 19:00:00,1868.39,0.000905340976053992,1868.0860000000007,1868.8419999999994,1870.129333333333,1872.9585,1883.4867999999976,0,0,0,0,99991.40649463276,0,0.0,0
122,2020-10-29 20:00:00,1867.39,-0.0005352201628139318,1867.660000000001,1868.200999999999,1869.465333333333,1872.2070000000006,1882.733799999998,0,0,0,0,99991.40649463276,0,0.0,0
123,2020-10-29 21:00:00,1874.68,0.0039038444031509467,1869.0780000000007,1868.791999999999,1869.2446666666665,1871.8020000000006,1882.121599999998,0,0,0,0,99991.40649463276,0,0.0,0
124,2020-10-29 22:00:00,1874.64,-2.1336974843633165e-05,1870.3600000000006,1869.402999999999,1869.4046666666666,1871.3865000000005,1881.4841999999976,0,0,0,0,99991.40649463276,0,0.0,0
125,2020-10-29 23:00:00,1876.28,0.0008748346349165548,1872.276000000001,1870.2579999999994,1870.2179999999998,1871.1330000000007,1880.874999999998,0,0,0,0,99991.40649463276,0,0.0,0
126,2020-10-30 00:00:00,1873.86,-0.0012897861726395288,1873.3700000000013,1870.7279999999994,1870.351333333333,1870.9395000000006,1880.237399999998,0,0,0,0,99991.40649463276,0,0.0,0
127,2020-10-30 01:00:00,1868.6,-0.002807040013661611,1873.6120000000005,1870.635999999999,1870.0046666666665,1870.5020000000006,1879.4721999999977,1,0,1,0,98991.40649463276,-1000,0.5351600128438403,0
128,2020-10-30 02:00:00,1870.46,0.0009953976238896713,1872.7680000000007,1870.9229999999989,1870.117333333333,1870.1255000000006,1878.715799999998,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
129,2020-10-30 03:00:00,1871.66,0.0006415534146679835,1872.1720000000016,1871.2659999999994,1870.326,1870.0965000000006,1877.9803999999986,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
130,2020-10-30 04:00:00,1869.47,-0.0011700843101846161,1870.8100000000013,1871.542999999999,1870.442,1870.3660000000007,1877.2411999999986,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
131,2020-10-30 05:00:00,1874.11,0.002481986873284825,1870.8600000000013,1872.114999999999,1870.772,1870.4785000000006,1876.6007999999986,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
132,2020-10-30 06:00:00,1876.36,0.0012005698704984358,1872.4120000000007,1873.0119999999995,1871.2279999999998,1870.6065000000006,1876.0443999999984,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
133,2020-10-30 07:00:00,1879.28,0.0015562045662880222,1874.1760000000013,1873.471999999999,1872.0073333333328,1871.1320000000005,1875.6313999999984,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
134,2020-10-30 08:00:00,1887.9,0.0045868630539356295,1877.4240000000016,1874.7979999999993,1873.3186666666666,1872.100500000001,1875.4577999999985,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
135,2020-10-30 09:00:00,1885.2,-0.0014301604957890346,1880.5700000000024,1875.6899999999994,1874.552,1872.9740000000006,1875.3371999999986,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
136,2020-10-30 10:00:00,1879.54,-0.0030023339698705964,1881.6560000000025,1876.2579999999994,1875.2953333333328,1873.4930000000006,1875.2849999999985,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
137,2020-10-30 11:00:00,1879.45,-4.788405673727958e-05,1882.2740000000024,1877.3429999999998,1876.099333333333,1873.9895000000006,1875.3503999999987,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
138,2020-10-30 12:00:00,1881.66,0.0011758759211470964,1882.7500000000016,1878.463,1876.5646666666669,1874.6930000000007,1875.5479999999984,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
139,2020-10-30 13:00:00,1879.69,-0.0010469479076985477,1881.1080000000024,1879.266,1876.9013333333328,1875.2660000000005,1875.4871999999993,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
140,2020-10-30 14:00:00,1879.86,9.044044496686608e-05,1880.0400000000025,1880.305,1877.14,1875.924000000001,1875.4715999999994,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
141,2020-10-30 15:00:00,1877.48,-0.0012660517272562455,1879.6280000000024,1880.6419999999994,1877.381333333333,1876.3785000000007,1875.3985999999984,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
142,2020-10-30 16:00:00,1878.81,0.0007083963610796662,1879.5000000000016,1880.8869999999995,1878.0620000000006,1876.9495000000006,1875.4345999999987,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
143,2020-11-01 18:00:00,1877.18,-0.0008675704302190113,1878.6040000000016,1880.6770000000001,1878.5100000000007,1877.0745000000006,1875.4383999999984,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
144,2020-11-01 19:00:00,1875.15,-0.0010814093480646658,1877.6960000000013,1879.402,1878.7426666666672,1877.1000000000006,1875.3975999999984,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
145,2020-11-01 20:00:00,1881.27,0.003263738900887825,1877.9780000000012,1879.009,1879.5293333333332,1877.349500000001,1875.4813999999985,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
146,2020-11-01 21:00:00,1884.0,0.0014511473632174974,1879.2820000000013,1879.4549999999995,1880.1886666666671,1877.856500000001,1875.5975999999985,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
147,2020-11-01 22:00:00,1882.46,-0.0008174097664542801,1880.0120000000024,1879.7559999999994,1880.5953333333332,1878.549500000001,1875.6587999999986,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
148,2020-11-01 23:00:00,1880.53,-0.0010252541886680566,1880.682000000002,1879.6429999999993,1880.678666666667,1879.053000000001,1875.7013999999988,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
149,2020-11-02 00:00:00,1884.27,0.001988801029497056,1882.5060000000024,1880.1009999999994,1880.436666666667,1879.6835000000005,1875.8181999999988,0,0,1,0,98991.40649463276,0,0.5351600128438403,0
