Date,Open,High,Low,Close
2021-07-01 9:00,1777.92,1782.8,1777.38,1780.43
2021-07-01 8:00,1776.94,1779.56,1772.49,1777.91
2021-07-01 7:00,1777.05,1779.88,1775.2,1776.94
2021-07-01 6:00,1775.66,1777.13,1774.23,1777.06
2021-07-01 5:00,1774.53,1775.76,1773.1,1775.66
2021-07-01 4:00,1776.99,1778.26,1773.86,1774.53
2021-07-01 3:00,1777.8,1778.47,1774.84,1776.99
2021-07-01 2:00,1776.97,1779.14,1776.12,1777.79
2021-07-01 1:00,1774.63,1777.35,1773.2,1776.97
2021-07-01 0:00,1776.15,1776.72,1774.42,1774.62
2021-06-30 23:00,1774.59,1776.21,1773.59,1776.1
2021-06-30 22:00,1771.43,1775.36,1770.33,1774.59
2021-06-30 21:00,1766.55,1772.21,1765.78,1771.43
2021-06-30 20:00,1768.32,1768.7,1766.41,1766.55
2021-06-30 19:00,1769.37,1770.28,1767.76,1768.32
2021-06-30 18:00,1770.11,1770.29,1768.68,1769.36
2021-06-30 17:00,1770.1,1770.23,1769.76,1770.11
2021-06-30 16:00,1770,1770.6,1769.55,1770.11
2021-06-30 15:00,1769.46,1772.04,1768.71,1770.01
2021-06-30 14:00,1769.44,1770.07,1768.25,1769.46
2021-06-30 13:00,1772.3,1772.94,1768.84,1769.44
2021-06-30 12:00,1765.5,1774.49,1765.5,1772.3
2021-06-30 11:00,1766.08,1767.81,1763.91,1765.51
2021-06-30 10:00,1760.53,1767.84,1760.33,1766.08
2021-06-30 9:00,1757.25,1762.51,1755.01,1760.52
2021-06-30 8:00,1760.81,1761.62,1755.17,1757.24
2021-06-30 7:00,1756.9,1761.92,1756.58,1760.81
2021-06-30 6:00,1757.22,1760.21,1756.56,1756.9
2021-06-30 5:00,1756.69,1759.32,1755.95,1757.22
2021-06-30 4:00,1755.51,1757.42,1753.44,1756.69
2021-06-30 3:00,1760.15,1760.42,1755.51,1755.51
2021-06-30 2:00,1756.83,1761.1,1755.93,1760.15
2021-06-30 1:00,1759.08,1760.22,1756.76,1756.83
2021-06-30 0:00,1761.17,1762.64,1757.73,1759.08
2021-06-29 23:00,1763.69,1763.99,1760.98,1761.2
2021-06-29 22:00,1763.44,1764.68,1763.01,1763.69
2021-06-29 21:00,1762.56,1764.16,1759.09,1763.44
2021-06-29 20:00,1761.55,1762.99,1761.25,1762.58
2021-06-29 19:00,1761.69,1762.09,1760.95,1761.55
2021-06-29 18:00,1761.66,1762.49,1761.07,1761.69
2021-06-29 17:00,1761.24,1761.92,1761.24,1761.67
2021-06-29 16:00,1761.19,1761.86,1760.59,1761.24
2021-06-29 15:00,1763.99,1764.11,1760.26,1761.18
2021-06-29 14:00,1762.02,1765.49,1761.7,1763.99
2021-06-29 13:00,1763.14,1764.42,1761.54,1762.02
2021-06-29 12:00,1762.73,1765.95,1761.8,1763.14
2021-06-29 11:00,1755.03,1764.13,1754.78,1762.73
2021-06-29 10:00,1756.96,1757.11,1752.53,1755.06
2021-06-29 9:00,1754.38,1759.31,1751.43,1756.93
2021-06-29 8:00,1770.55,1776.03,1750.75,1754.54
2021-06-29 7:00,1768.98,1773.29,1764.51,1770.55
2021-06-29 6:00,1772.07,1772.55,1768.5,1768.98
2021-06-29 5:00,1769.42,1772.33,1768.28,1772.07
2021-06-29 4:00,1773.42,1773.47,1767.69,1769.42
2021-06-29 3:00,1776.34,1776.93,1772.46,1773.41
2021-06-29 2:00,1778.4,1778.54,1773.88,1776.34
2021-06-29 1:00,1774.7,1779.04,1774.45,1778.4
2021-06-29 0:00,1775.27,1775.55,1773.9,1774.69
2021-06-28 23:00,1775.88,1776.29,1774.21,1775.29
2021-06-28 22:00,1774.48,1776.58,1774.17,1775.88
2021-06-28 21:00,1775.83,1777.69,1774.42,1774.48
2021-06-28 20:00,1778.02,1778.18,1775.33,1775.84
2021-06-28 19:00,1777.76,1778.45,1776.94,1778.02
2021-06-28 18:00,1778.59,1778.93,1777.76,1777.76
2021-06-28 17:00,1778.49,1778.66,1778.06,1778.42
2021-06-28 16:00,1779.45,1779.55,1778.17,1778.48
2021-06-28 15:00,1779.11,1779.58,1777.88,1779.45
2021-06-28 14:00,1779.76,1780.25,1778.14,1779.11
2021-06-28 13:00,1779.77,1780.57,1777.78,1779.76
2021-06-28 12:00,1781.07,1781.27,1779.55,1779.76
2021-06-28 11:00,1777.94,1782.54,1777.94,1781.07
2021-06-28 10:00,1780.61,1782.71,1777.09,1777.95
2021-06-28 9:00,1777.54,1782.93,1777.08,1780.61
2021-06-28 8:00,1774.62,1778.57,1773.49,1777.55
2021-06-28 7:00,1778.2,1778.72,1773.8,1774.62
2021-06-28 6:00,1776.19,1779.08,1775.92,1778.2
2021-06-28 5:00,1779.24,1779.62,1774.34,1776.19
2021-06-28 4:00,1783.36,1783.43,1774.25,1779.24
2021-06-28 3:00,1782.61,1784.64,1781.63,1783.36
2021-06-28 2:00,1785.86,1785.94,1782.31,1782.61
2021-06-28 1:00,1780.88,1785.86,1780.49,1785.86
2021-06-28 0:00,1779.27,1781.72,1779.07,1780.86
2021-06-27 23:00,1779.39,1780.29,1778.63,1779.28
2021-06-27 22:00,1773.33,1779.94,1771.83,1779.38
2021-06-27 21:00,1780.46,1781.73,1770.76,1773.34
2021-06-27 20:00,1782,1782.11,1780.09,1780.46
2021-06-27 19:00,1782.81,1782.87,1781.58,1782.01
2021-06-27 18:00,1781.08,1782.91,1780.83,1782.81
2021-06-27 17:00,1782,1782,1781.05,1781.09
2021-06-25 16:00,1779.27,1781.64,1779.13,1781.44
2021-06-25 15:00,1778.22,1779.63,1777.74,1779.3
2021-06-25 14:00,1777.19,1778.73,1776.92,1778.21
2021-06-25 13:00,1777.21,1778.32,1776.71,1777.19
2021-06-25 12:00,1779.32,1779.32,1776.36,1777.21
2021-06-25 11:00,1782.05,1782.24,1778.38,1779.32
2021-06-25 10:00,1788.16,1788.31,1781.36,1782.05
2021-06-25 9:00,1785.6,1789.72,1785.26,1788.17
2021-06-25 8:00,1785.19,1790.46,1783.42,1785.6
2021-06-25 7:00,1783.11,1785.44,1782.36,1785.19
2021-06-25 6:00,1782.7,1783.52,1781.43,1783.12
2021-06-25 5:00,1782.73,1785.1,1782.15,1782.71
2021-06-25 4:00,1782.78,1783.79,1781.85,1782.73
2021-06-25 3:00,1779.81,1783.44,1779.58,1782.78
2021-06-25 2:00,1780.75,1781.36,1777.03,1779.81
2021-06-25 1:00,1776.32,1780.83,1775.84,1780.76
2021-06-25 0:00,1777.85,1778.07,1775.96,1776.32
2021-06-24 23:00,1777.57,1778.85,1777.03,1777.89
2021-06-24 22:00,1777.59,1779.65,1777.17,1777.57
2021-06-24 21:00,1774.06,1779.05,1773.78,1777.59
2021-06-24 20:00,1775.31,1775.8,1773.75,1774.07
2021-06-24 19:00,1776.19,1776.19,1774.68,1775.31
2021-06-24 18:00,1775.18,1777.31,1774.98,1776.2
2021-06-24 17:00,1775.18,1775.79,1774.85,1775.18
2021-06-24 16:00,1774.23,1775.45,1773.73,1775.17
2021-06-24 15:00,1776.68,1776.82,1773.88,1774.22
2021-06-24 14:00,1775.59,1777.92,1775.58,1776.68
2021-06-24 13:00,1776.81,1777.89,1774.61,1775.6
2021-06-24 12:00,1778.49,1779.85,1776.48,1776.81
2021-06-24 11:00,1778.6,1782.3,1778.3,1778.48
2021-06-24 10:00,1783.69,1785.42,1775.93,1778.59
2021-06-24 9:00,1783.65,1786.78,1781.68,1783.67
2021-06-24 8:00,1787.6,1788.08,1782.58,1783.66
2021-06-24 7:00,1782.26,1787.8,1782.07,1787.59
2021-06-24 6:00,1781.4,1783.54,1780.33,1782.27
2021-06-24 5:00,1779.81,1782.41,1779.56,1781.4
2021-06-24 4:00,1777.3,1782.4,1776.9,1779.81
2021-06-24 3:00,1776.94,1778.32,1775.15,1777.3
2021-06-24 2:00,1776.55,1778.17,1775.32,1776.94
2021-06-24 1:00,1775.19,1777.38,1774,1776.55
2021-06-24 0:00,1776.01,1776.01,1772.98,1775.2
2021-06-23 23:00,1776.1,1776.75,1774.81,1776.05
2021-06-23 22:00,1777.54,1778.3,1774.93,1776.1
2021-06-23 21:00,1778.84,1780.1,1774.36,1777.54
2021-06-23 20:00,1777.28,1779.32,1776.78,1778.85
2021-06-23 19:00,1779.71,1779.72,1774.3,1777.28
2021-06-23 18:00,1778.52,1780.19,1778.32,1779.71
2021-06-23 17:00,1778.67,1779.08,1778.22,1778.48
2021-06-23 16:00,1775.16,1779.11,1775.16,1778.68
2021-06-23 15:00,1778.61,1778.9,1773.38,1775.16
2021-06-23 14:00,1782.76,1782.87,1777.45,1778.63
2021-06-23 13:00,1783.36,1783.94,1781.09,1782.76
2021-06-23 12:00,1786.89,1787.69,1782.47,1783.36
2021-06-23 11:00,1790.05,1790.73,1785.79,1786.89
2021-06-23 10:00,1794.59,1794.98,1789.53,1790.05
2021-06-23 9:00,1782.47,1794.78,1781.43,1794.59
2021-06-23 8:00,1783.7,1787.07,1780.08,1782.46
2021-06-23 7:00,1783.11,1784.4,1781.07,1783.69
2021-06-23 6:00,1782.55,1784.2,1781.85,1783.11
2021-06-23 5:00,1782.97,1785.7,1781.67,1782.56
2021-06-23 4:00,1781.8,1784.59,1781.6,1782.96
2021-06-23 3:00,1782.77,1783.46,1779.21,1781.8
2021-06-23 2:00,1781.6,1783.06,1779.63,1782.76
2021-06-23 1:00,1782.15,1782.53,1777.68,1781.59
2021-06-23 0:00,1781.82,1782.59,1781.1,1782.15
2021-06-22 23:00,1782.73,1783.94,1781.23,1781.73
2021-06-22 22:00,1779.27,1782.77,1778.89,1782.73
2021-06-22 21:00,1778.91,1782.03,1777.92,1779.27
2021-06-22 20:00,1777.7,1779.09,1777.28,1778.93
2021-06-22 19:00,1779.18,1779.65,1777.55,1777.7
2021-06-22 18:00,1779.08,1779.84,1778.74,1779.18
2021-06-22 17:00,1778.74,1778.86,1778.66,1778.78
2021-06-22 16:00,1776.4,1778.96,1775.27,1778.74
2021-06-22 15:00,1780.27,1780.87,1775.97,1776.39
2021-06-22 14:00,1778.42,1783.24,1777.73,1780.26
2021-06-22 13:00,1778.32,1779.59,1776.98,1778.42
2021-06-22 12:00,1776.47,1780.34,1776.32,1778.32
2021-06-22 11:00,1779.91,1781.44,1774.77,1776.49
2021-06-22 10:00,1775.71,1780.11,1774.3,1779.92
2021-06-22 9:00,1774.66,1781,1773.11,1775.71
2021-06-22 8:00,1781.18,1783.34,1772.41,1774.64
2021-06-22 7:00,1784.87,1787.58,1780.65,1781.19
2021-06-22 6:00,1779.77,1786.43,1779.2,1784.89
2021-06-22 5:00,1778.56,1780.35,1777.71,1779.77
2021-06-22 4:00,1777.72,1779,1776.54,1778.56
2021-06-22 3:00,1783,1783.24,1777.1,1777.73
2021-06-22 2:00,1780.82,1784.63,1780.1,1783
2021-06-22 1:00,1788.19,1788.19,1779.56,1780.83
2021-06-22 0:00,1789.04,1789.25,1787.69,1788.19
2021-06-21 23:00,1786.66,1790.18,1786.29,1789.08
2021-06-21 22:00,1785.47,1787.49,1784.43,1786.67
2021-06-21 21:00,1785.88,1786.49,1782.95,1785.47
2021-06-21 20:00,1783.67,1786.06,1783.17,1785.9
2021-06-21 19:00,1785.17,1786.74,1783.53,1783.67
2021-06-21 18:00,1782.9,1787.6,1782.81,1785.16
2021-06-21 17:00,1783.25,1783.42,1782.39,1782.9
2021-06-21 16:00,1782.99,1783.7,1782.61,1783.27
2021-06-21 15:00,1783.94,1785.14,1782.6,1783
2021-06-21 14:00,1782.89,1784.44,1782.42,1783.93
2021-06-21 13:00,1783.28,1783.63,1782.18,1782.89
2021-06-21 12:00,1783.57,1784.19,1782.13,1783.28
2021-06-21 11:00,1782.92,1786.52,1781.76,1783.56
2021-06-21 10:00,1775.75,1783.69,1773.56,1782.92
2021-06-21 9:00,1775.01,1779.78,1773.79,1775.74
2021-06-21 8:00,1782.99,1783.14,1773.93,1775
2021-06-21 7:00,1783.18,1784.57,1782.19,1782.99
2021-06-21 6:00,1784.02,1784.88,1781.93,1783.18
2021-06-21 5:00,1784.97,1785.9,1782.24,1784.02
2021-06-21 4:00,1778.72,1785.74,1777.9,1784.97
2021-06-21 3:00,1778.62,1780.11,1774.26,1778.71
2021-06-21 2:00,1773.28,1780.18,1772.56,1778.63
2021-06-21 1:00,1773.1,1773.61,1766.61,1773.27
2021-06-21 0:00,1774.65,1775.48,1772.86,1773.1
2021-06-20 23:00,1775.94,1776.89,1773.89,1774.66
2021-06-20 22:00,1771.54,1776.08,1771.32,1775.94
2021-06-20 21:00,1773.2,1774.01,1770.8,1771.54
2021-06-20 20:00,1769.18,1773.38,1768.68,1773.2
2021-06-20 19:00,1768.59,1770.2,1767.68,1769.17
2021-06-20 18:00,1767.27,1769.9,1766.85,1768.59
2021-06-18 16:00,1762.53,1765.78,1761.05,1764.16
2021-06-18 15:00,1770.78,1772.6,1761.67,1762.5
2021-06-18 14:00,1773.1,1774.8,1769.64,1770.77
2021-06-18 13:00,1772.11,1774.3,1768.56,1773.1
2021-06-18 12:00,1774.22,1776.54,1771.94,1772.09
2021-06-18 11:00,1778.02,1778.78,1773.59,1774.22
2021-06-18 10:00,1773.11,1780.94,1769.04,1778.02
2021-06-18 9:00,1777.53,1779.14,1772.56,1773.09
2021-06-18 8:00,1794.2,1794.28,1775.34,1777.55
2021-06-18 7:00,1791.71,1794.53,1790.71,1794.17
2021-06-18 6:00,1794.5,1795,1791.32,1791.71
2021-06-18 5:00,1791.23,1797.27,1790.44,1794.49
2021-06-18 4:00,1793.04,1794.74,1790.29,1791.23
2021-06-18 3:00,1784.05,1793.66,1783.73,1793.03
2021-06-18 2:00,1785.28,1786.74,1782.8,1784.04
2021-06-18 1:00,1784.8,1785.96,1782.27,1785.31
2021-06-18 0:00,1785.95,1787.24,1783.83,1784.8
2021-06-17 23:00,1784.44,1786.47,1783.2,1785.93
2021-06-17 22:00,1784.66,1785.09,1781.45,1784.44
2021-06-17 21:00,1779.33,1786.05,1777.39,1784.67
2021-06-17 20:00,1776.81,1779.75,1776.09,1779.32
2021-06-17 19:00,1775.83,1776.9,1773.84,1776.82
2021-06-17 18:00,1773.48,1777.06,1773.18,1775.83
2021-06-17 17:00,1773.5,1773.76,1773.33,1773.51
2021-06-17 16:00,1772.57,1774.74,1769.71,1773.5
2021-06-17 15:00,1778.42,1778.93,1771.38,1772.56
2021-06-17 14:00,1779.07,1781.99,1777.85,1778.41
2021-06-17 13:00,1770.66,1779.24,1770.41,1779.08
2021-06-17 12:00,1776.11,1776.58,1769.6,1770.65
2021-06-17 11:00,1778.87,1779.82,1767.34,1776.1
2021-06-17 10:00,1782.98,1783.6,1775.1,1778.79
2021-06-17 9:00,1784.89,1790.55,1779.4,1782.95
2021-06-17 8:00,1788.43,1790.3,1776.08,1784.92
2021-06-17 7:00,1798.64,1800.29,1785.86,1788.45
2021-06-17 6:00,1806.13,1806.53,1795.41,1798.63
2021-06-17 5:00,1804.7,1808.49,1804.59,1806.13
2021-06-17 4:00,1810.39,1811.76,1802.86,1804.69
2021-06-17 3:00,1815.2,1815.27,1805.38,1810.38
2021-06-17 2:00,1818.19,1818.46,1809.84,1815.19
2021-06-17 1:00,1821.51,1821.55,1817.2,1818.19
2021-06-17 0:00,1822.25,1822.26,1820.73,1821.51
2021-06-16 23:00,1824.42,1824.59,1821.75,1822.3
2021-06-16 22:00,1821.86,1825.35,1821.34,1824.42
2021-06-16 21:00,1817.69,1822.12,1816.09,1821.88
2021-06-16 20:00,1819.1,1819.11,1814.57,1817.7
2021-06-16 19:00,1818.33,1819.88,1816.78,1819.11
2021-06-16 18:00,1811.85,1819.38,1809.9,1818.33
2021-06-16 17:00,1811.48,1812.26,1811.41,1811.83
2021-06-16 16:00,1828.34,1830.76,1803.87,1811.47
2021-06-16 15:00,1834.91,1840.25,1827.28,1828.33
2021-06-16 14:00,1858.07,1858.07,1831.04,1834.94
2021-06-16 13:00,1859.3,1863.31,1857.65,1862.06
2021-06-16 12:00,1860.02,1860.96,1857.75,1859.3
2021-06-16 11:00,1856.5,1860.03,1855.57,1860.02
2021-06-16 10:00,1859.62,1861.65,1855.07,1856.49
2021-06-16 9:00,1858.01,1859.72,1856.07,1859.61
2021-06-16 8:00,1855.08,1859.47,1854.11,1858.01
2021-06-16 7:00,1855.26,1856.17,1852.85,1855.08
2021-06-16 6:00,1860.53,1860.58,1855.06,1855.26
2021-06-16 5:00,1860.01,1860.63,1857.89,1860.52
2021-06-16 4:00,1860.38,1860.58,1858.6,1860.01
2021-06-16 3:00,1860.77,1861.09,1856.93,1860.38
2021-06-16 2:00,1860.05,1861.62,1858.27,1860.77
2021-06-16 1:00,1860.04,1861.06,1858.95,1860.05
2021-06-16 0:00,1858.06,1860.54,1857.57,1860.04
2021-06-15 23:00,1856.46,1858.46,1855.74,1858.05
2021-06-15 22:00,1853.68,1856.6,1853.27,1856.46
2021-06-15 21:00,1854.67,1856.39,1853.54,1853.68
2021-06-15 20:00,1857.98,1858.06,1854.6,1854.66
2021-06-15 19:00,1859.92,1859.99,1857.26,1857.99
2021-06-15 18:00,1859.4,1860.84,1858.63,1859.92
2021-06-15 17:00,1859.02,1859.42,1858.88,1859.4
2021-06-15 16:00,1859.19,1859.34,1858.42,1859.02
2021-06-15 15:00,1857.53,1859.39,1856.79,1859.19
2021-06-15 14:00,1856.54,1858.1,1856.31,1857.54
2021-06-15 13:00,1852.39,1856.78,1852.24,1856.54
2021-06-15 12:00,1855.93,1857.04,1851.69,1852.39
2021-06-15 11:00,1859.68,1861.51,1855.91,1855.93
2021-06-15 10:00,1865.31,1865.52,1857.69,1859.68
2021-06-15 9:00,1865.75,1868.16,1863.77,1865.29
2021-06-15 8:00,1864.16,1867.74,1861.28,1865.75
2021-06-15 7:00,1864.9,1865.39,1862.97,1864.16
2021-06-15 6:00,1863.84,1866.03,1863.15,1864.9
2021-06-15 5:00,1864.14,1865.99,1862.76,1863.85
2021-06-15 4:00,1865.96,1866.52,1862.22,1864.14
2021-06-15 3:00,1866.91,1868.13,1865.91,1865.96
2021-06-15 2:00,1866.02,1869.22,1865.51,1866.92
2021-06-15 1:00,1864.68,1867.04,1863.9,1866.02
2021-06-15 0:00,1863.52,1865.97,1863.5,1864.68
2021-06-14 23:00,1862.19,1863.75,1860.45,1863.6
2021-06-14 22:00,1860.13,1863.93,1859.62,1862.18
2021-06-14 21:00,1866.01,1867.95,1858.75,1860.13
2021-06-14 20:00,1866.9,1867.66,1865.71,1866.01
2021-06-14 19:00,1867.09,1867.76,1865.93,1866.9
2021-06-14 18:00,1866.47,1867.59,1866.28,1867.1
2021-06-14 17:00,1866.18,1866.63,1866.01,1866.5
2021-06-14 16:00,1866.14,1866.52,1865.53,1866.18
2021-06-14 15:00,1864.7,1866.2,1864.54,1866.15
2021-06-14 14:00,1863.64,1865.74,1863.38,1864.7
2021-06-14 13:00,1864.2,1864.83,1863.28,1863.64
2021-06-14 12:00,1864.79,1865.01,1862.95,1864.2
2021-06-14 11:00,1866.73,1866.89,1862.66,1864.81
2021-06-14 10:00,1865.47,1869.83,1862.45,1866.69
2021-06-14 9:00,1848.26,1866.93,1847.19,1865.47
2021-06-14 8:00,1853.79,1854.62,1844.92,1848.26
2021-06-14 7:00,1854.83,1857.19,1853.52,1853.78
2021-06-14 6:00,1858.31,1858.44,1852.83,1854.82
2021-06-14 5:00,1857.96,1861.61,1856.96,1858.31
2021-06-14 4:00,1858.38,1858.92,1854.99,1857.96
2021-06-14 3:00,1861.16,1862.61,1857.02,1858.38
2021-06-14 2:00,1863.74,1866.15,1858.86,1861.16
2021-06-14 1:00,1865.44,1865.8,1863.65,1863.74
2021-06-14 0:00,1865.5,1865.63,1860.4,1865.45
2021-06-13 23:00,1866.47,1866.53,1863.55,1865.57
2021-06-13 22:00,1864.83,1866.64,1863.33,1866.47
2021-06-13 21:00,1870.97,1871.86,1864.02,1864.83
2021-06-13 20:00,1873.62,1873.91,1870.7,1870.97
2021-06-13 19:00,1875.46,1875.68,1873.36,1873.62
2021-06-13 18:00,1876.78,1877.72,1873.45,1875.46
2021-06-11 16:00,1876.89,1877.75,1875.65,1877.53
2021-06-11 15:00,1877.22,1877.22,1875.31,1876.89
2021-06-11 14:00,1875.44,1877.38,1874.56,1877.22
2021-06-11 13:00,1879.21,1879.27,1875.09,1875.44
2021-06-11 12:00,1880.32,1880.63,1876.15,1879.21
2021-06-11 11:00,1883.85,1884.42,1875.35,1880.32
2021-06-11 10:00,1881.17,1884.27,1878.55,1883.86
2021-06-11 9:00,1884.28,1886.77,1881.1,1881.15
2021-06-11 8:00,1889.25,1891.74,1883.77,1884.28
2021-06-11 7:00,1891.12,1891.57,1887.44,1889.24
2021-06-11 6:00,1892.6,1895.18,1890.83,1891.1
2021-06-11 5:00,1895.25,1896.18,1889.27,1892.59
2021-06-11 4:00,1899.43,1899.44,1893.77,1895.24
2021-06-11 3:00,1901.02,1903.09,1899.3,1899.43
2021-06-11 2:00,1900.36,1902.1,1898.42,1901.02
2021-06-11 1:00,1900.35,1900.73,1898.77,1900.37
2021-06-11 0:00,1899.02,1900.59,1898.63,1900.34
2021-06-10 23:00,1899.61,1900.96,1898.92,1899.04
2021-06-10 22:00,1900.04,1900.76,1899.03,1899.6
2021-06-10 21:00,1899.77,1900.15,1897.66,1900.04
2021-06-10 20:00,1898.38,1899.76,1897.45,1899.76
2021-06-10 19:00,1898.61,1898.93,1897.66,1898.38
2021-06-10 18:00,1898.81,1899.53,1897.44,1898.61
2021-06-10 17:00,1898.51,1898.96,1898.32,1898.8
2021-06-10 16:00,1898.05,1899.93,1897.98,1898.51
