date,close,ROI,SMA_5,SMA_10,SMA_15,SMA_20,SMA_50,Entry_signal_long_4,Exit_signal_long_4,Entry_signal_short_4,Exit_signal_short_4
2020-10-23 06:00:00,1910.68,-5.233464867748783e-05,1906.732000000004,1904.2610000000063,1902.3266666666682,1901.2534999999991,1902.833000000001,0,0,0,0
2020-10-23 07:00:00,1910.78,3.140177524696419e-05,1904.352000000004,1903.398000000006,1901.554666666668,1900.7439999999988,1902.755200000001,0,0,0,0
2020-10-23 08:00:00,1910.72,0.0038141069420949405,1902.388000000004,1901.6940000000063,1900.7306666666675,1900.1314999999988,1902.6552000000008,0,0,0,0
2020-10-23 09:00:00,1903.46,0.002866144719233743,1900.8940000000046,1900.4860000000065,1899.8540000000007,1899.7364999999984,1902.6152000000009,0,0,0,0
2020-10-23 10:00:00,1898.02,-0.00040025700713086637,1900.650000000004,1900.1610000000064,1899.438000000001,1899.8014999999991,1902.7350000000006,0,1,1,0
2020-10-23 11:00:00,1898.78,-0.0011467889908257645,1901.790000000004,1900.1240000000064,1899.4273333333344,1900.096999999999,1902.948800000001,0,0,0,0
2020-10-23 12:00:00,1900.96,-0.001203205044003619,1902.444000000004,1900.1560000000063,1899.5413333333343,1900.232999999999,1903.133600000001,0,0,0,0
2020-10-23 13:00:00,1903.25,0.0005309529817478786,1901.0000000000039,1899.9020000000064,1899.3793333333344,1900.4459999999995,1903.274400000001,0,0,0,1
2020-10-23 14:00:00,1902.24,-0.0007774252516126179,1900.078000000004,1899.3340000000067,1899.350666666668,1900.4669999999994,1903.369200000001,0,0,0,0
2020-10-23 15:00:00,1903.72,0.0008780000525749897,1899.672000000004,1898.8320000000065,1899.5186666666675,1900.5789999999995,1903.483600000001,1,0,0,0
2020-10-23 16:00:00,1902.05,0.004388141983588056,1898.458000000004,1898.2460000000065,1899.5326666666674,1900.6034999999995,1903.510000000001,0,0,0,0
2020-10-25 18:00:00,1893.74,-0.002580794674082565,1897.868000000004,1898.0900000000067,1899.4960000000005,1900.634999999999,1903.5748000000006,0,1,1,0
2020-10-25 19:00:00,1898.64,-0.0008262244699269727,1898.804000000004,1898.5690000000063,1900.2613333333343,1901.1209999999994,1903.8302000000006,0,0,0,0
2020-10-25 20:00:00,1900.21,0.001349036966774575,1898.590000000004,1898.9870000000064,1900.5966666666682,1901.313499999999,1903.9922000000006,0,0,0,1
2020-10-25 21:00:00,1897.65,-0.0007635195618976852,1897.9920000000045,1899.4420000000064,1900.8813333333344,1901.4069999999995,1904.1028000000006,0,0,0,0
2020-10-25 22:00:00,1899.1,0.0003581926022691029,1898.0340000000047,1900.0700000000063,1901.3186666666675,1901.6264999999994,1904.2870000000007,0,0,0,1
2020-10-25 23:00:00,1898.42,0.0004479413144180544,1898.312000000004,1900.3100000000063,1901.5573333333343,1901.7994999999994,1904.4706000000006,0,0,0,0
2020-10-26 00:00:00,1897.57,0.00018448045034302749,1898.3340000000046,1900.9900000000064,1901.893333333334,1901.9929999999995,1904.6708000000006,0,0,0,0
2020-10-26 01:00:00,1897.22,-0.00033722192364027403,1899.3840000000046,1901.600000000007,1902.2213333333343,1902.3849999999993,1904.848,0,0,0,0
2020-10-26 02:00:00,1897.86,-0.0013838536377460686,1900.8920000000048,1902.3260000000066,1902.5453333333344,1902.8765,1905.0262,0,0,0,0
2020-10-26 03:00:00,1900.49,0.0010323776816800745,1902.1060000000045,1902.9610000000064,1902.824000000001,1903.4305,1905.1526,0,0,0,0
2020-10-26 04:00:00,1898.53,-0.002254548512208188,1902.3080000000045,1903.1800000000064,1902.962000000001,1903.791,1905.1414,0,0,0,0
2020-10-26 05:00:00,1902.82,-0.0010185010185010943,1903.6460000000045,1903.6730000000064,1903.2126666666682,1904.2515,1905.1024,0,0,0,0
2020-10-26 06:00:00,1904.76,0.00043594039696825965,1903.8160000000046,1903.6400000000067,1903.3853333333343,1904.4994999999994,1904.8706,0,0,0,1
2020-10-26 07:00:00,1903.93,0.0012779384696293141,1903.7600000000045,1903.3720000000067,1903.5380000000007,1904.6879999999994,1904.4184,0,1,0,0
2020-10-26 08:00:00,1901.5,-0.0019525304164348392,1903.816000000004,1903.1830000000068,1903.872000000001,1904.7049999999995,1903.8634,0,0,1,0
2020-10-26 09:00:00,1905.22,0.0008142167497517949,1904.052000000004,1903.2890000000068,1904.2853333333344,1904.6984999999993,1903.269,1,0,0,1
2020-10-26 10:00:00,1903.67,-0.00042531294631598094,1903.700000000004,1902.996000000007,1904.4533333333343,1904.4839999999995,1902.8191999999995,0,1,1,0
2020-10-26 11:00:00,1904.48,0.00014179108396650264,1903.464000000004,1903.1700000000071,1904.7273333333344,1904.3464999999994,1902.3586,0,0,0,1
2020-10-26 12:00:00,1904.21,0.0008041289129017137,1902.984000000004,1903.427000000007,1904.9973333333344,1904.2724999999994,1901.8916,0,1,0,0
2020-10-26 13:00:00,1902.68,-0.00040978008468783855,1902.550000000004,1903.900000000007,1905.0013333333343,1904.3484999999994,1901.3476,0,0,0,0
2020-10-26 14:00:00,1903.46,0.000509858133288521,1902.526000000004,1904.4020000000066,1904.914000000001,1904.5539999999994,1900.8338,0,0,0,0
2020-10-26 15:00:00,1902.49,0.00021555349932711465,1902.292000000004,1904.8300000000074,1904.7453333333344,1904.6699999999994,1900.3084,0,0,0,0
2020-10-26 16:00:00,1902.08,2.1030051944315176e-05,1902.876000000004,1905.359000000007,1904.640666666668,1904.9814999999994,1899.8002,0,0,0,0
2020-10-26 17:00:00,1902.04,-0.00027331595324198155,1903.870000000004,1906.004000000007,1904.702000000001,1905.3499999999995,1899.3224,0,0,0,0
2020-10-26 18:00:00,1902.56,0.0001419341951016673,1905.2500000000039,1906.227000000007,1904.9480000000005,1905.6834999999994,1898.8695999999993,0,0,0,0
2020-10-26 19:00:00,1902.29,-0.001637442860066951,1906.2780000000039,1906.1080000000068,1905.2300000000007,1905.956499999999,1898.3864,0,0,0,0
2020-10-26 20:00:00,1905.41,-0.0008599669646836006,1907.368000000004,1905.9720000000063,1905.4626666666672,1906.241999999999,1897.9092,0,0,0,0
2020-10-26 21:00:00,1907.05,-0.0009900782633294194,1907.842000000004,1905.523000000007,1905.683333333334,1906.3709999999987,1897.373,0,0,0,0
2020-10-26 22:00:00,1908.94,0.0006499973790428103,1908.1380000000045,1905.118000000007,1905.8433333333344,1906.4164999999987,1896.8699999999994,0,0,0,1
2020-10-26 23:00:00,1907.7,-2.0967217755019085e-05,1907.2040000000045,1904.797000000007,1905.8280000000007,1906.2214999999985,1896.3395999999993,0,0,0,0
2020-10-27 00:00:00,1907.74,-2.0966778140008028e-05,1905.938000000004,1904.706000000007,1905.8493333333342,1906.1009999999987,1895.8411999999994,0,0,0,0
2020-10-27 01:00:00,1907.78,-0.0003929726019501478,1904.576000000004,1904.5100000000068,1905.8666666666675,1906.0394999999992,1895.3453999999995,0,0,0,0
2020-10-27 02:00:00,1908.53,0.002237077725322667,1903.204000000004,1904.604000000007,1905.880666666668,1905.9874999999988,1894.8167999999994,0,0,0,0
2020-10-27 03:00:00,1904.27,0.0015252160284426886,1902.098000000004,1904.6960000000074,1905.842666666668,1905.8479999999988,1894.2007999999994,0,1,1,0
2020-10-27 04:00:00,1901.37,0.0002314656510233881,1902.390000000004,1905.1400000000074,1905.894000000001,1905.977499999999,1893.6623999999995,0,0,0,0
2020-10-27 05:00:00,1900.93,5.260610651758313e-06,1903.474000000004,1905.805000000007,1906.1553333333343,1906.3229999999992,1893.1947999999993,0,0,0,0
2020-10-27 06:00:00,1900.92,-0.0010930110352075364,1904.444000000004,1906.5120000000072,1906.5273333333344,1906.6979999999992,1892.621,0,0,0,0
2020-10-27 07:00:00,1903.0,-0.0014325219207338427,1906.004000000004,1907.219000000008,1906.9153333333343,1906.9734999999991,1891.8842,0,0,0,0
2020-10-27 08:00:00,1905.73,-0.0005559080968537966,1907.294000000004,1907.7150000000076,1907.0980000000009,1907.1299999999987,1891.2614,0,0,0,0
2020-10-27 09:00:00,1906.79,0.000529966732781384,1907.890000000004,1907.6460000000077,1907.1733333333343,1907.0524999999984,1890.6228,0,0,0,0
2020-10-27 10:00:00,1905.78,-0.0015402992581415866,1908.136000000004,1907.4960000000078,1907.272666666668,1906.7094999999986,1889.8624,0,0,0,0
2020-10-27 11:00:00,1908.72,-0.0003823090418707542,1908.580000000004,1907.5690000000077,1907.4493333333344,1906.2494999999988,1889.1174,0,0,0,1
2020-10-27 12:00:00,1909.45,0.0003876964022822005,1908.434000000004,1907.3710000000078,1907.296666666668,1905.3749999999989,1888.2976,0,0,0,0
2020-10-27 13:00:00,1908.71,0.0003616314294399015,1908.136000000004,1907.000000000008,1907.0753333333344,1904.009999999999,1887.4918,0,0,0,0
2020-10-27 14:00:00,1908.02,1.0482180293536203e-05,1907.402000000004,1906.815000000008,1906.7733333333344,1902.3834999999995,1886.7079999999999,0,0,0,0
2020-10-27 15:00:00,1908.0,5.241117615906177e-06,1906.8560000000039,1906.8410000000079,1906.2340000000008,1900.5714999999993,1885.8994,0,0,0,0
2020-10-27 16:00:00,1907.99,1.5723600075512326e-05,1906.5580000000039,1906.884000000008,1905.4726666666681,1899.3079999999993,1885.104,0,0,0,0
2020-10-27 17:00:00,1907.96,0.0015327762146726265,1906.3080000000039,1906.728000000008,1904.3553333333343,1897.9404999999995,1884.2782,0,0,0,0
2020-10-27 18:00:00,1905.04,-0.0001312136210235293,1905.8640000000046,1906.545000000008,1902.6346666666682,1896.5989999999995,1883.4868,0,0,0,0
2020-10-27 19:00:00,1905.29,-0.0006399127201011101,1906.2280000000048,1906.459000000008,1900.7106666666682,1895.1974999999993,1882.7338,0,0,0,0
2020-10-27 20:00:00,1906.51,-0.0001206247312166564,1906.8260000000048,1905.9230000000077,1898.476666666668,1893.7824999999993,1882.1216,0,0,0,0
2020-10-27 21:00:00,1906.74,0.000524730550862218,1907.2100000000048,1904.930000000008,1896.8913333333344,1892.3164999999995,1881.4842,0,0,0,0
2020-10-27 22:00:00,1905.74,-0.0005873530306367282,1907.148000000005,1903.3790000000079,1895.1513333333344,1890.8334999999993,1880.875,0,0,0,0
2020-10-27 23:00:00,1906.86,-0.0007441256000167983,1907.226000000005,1901.020000000008,1893.5106666666682,1889.456,1880.2373999999993,0,0,0,0
2020-10-28 00:00:00,1908.28,-7.859863867165641e-05,1906.6900000000048,1897.952000000008,1891.5206666666675,1888.083,1879.4722,0,0,0,1
2020-10-28 01:00:00,1908.43,0.0010490812670802538,1905.020000000005,1894.3020000000079,1889.4346666666681,1886.589,1878.7158,0,0,0,0
2020-10-28 02:00:00,1906.43,0.00015738695681832837,1902.6500000000049,1891.732000000008,1887.352000000001,1885.089,1877.9804,0,0,0,0
2020-10-28 03:00:00,1906.13,0.0010240628512010463,1899.610000000005,1889.1530000000075,1885.3953333333343,1883.6975,1877.2412,0,0,0,0
2020-10-28 04:00:00,1904.18,0.0022369245182716213,1894.8140000000046,1886.6530000000075,1883.5326666666674,1882.486,1876.6008,0,0,0,0
2020-10-28 05:00:00,1899.93,0.001766337301880361,1889.2140000000045,1883.9360000000077,1881.880666666668,1881.398,1876.0444,0,0,0,0
2020-10-28 06:00:00,1896.58,0.002828846835128518,1883.5840000000046,1881.642000000008,1880.4453333333342,1880.5405,1875.6314000000007,0,0,0,0
2020-10-28 07:00:00,1891.23,0.004824270116621897,1880.8140000000046,1879.7030000000077,1879.2353333333344,1879.859,1875.4578000000006,0,0,0,0
2020-10-28 08:00:00,1882.15,0.003181997462929909,1878.696000000004,1878.2880000000077,1878.3933333333343,1879.3649999999993,1875.3372000000006,0,0,0,0
2020-10-28 09:00:00,1876.18,0.002350703608330118,1878.4920000000045,1877.892000000007,1878.3766666666681,1879.144,1875.2850000000005,0,1,1,0
2020-10-28 10:00:00,1871.78,-0.005816022477997396,1878.658000000004,1878.2140000000072,1878.792666666668,1879.2024999999994,1875.3504000000007,0,0,0,0
2020-10-28 11:00:00,1882.73,0.0011113238046622786,1879.700000000004,1878.8760000000077,1879.5260000000005,1879.5129999999995,1875.5480000000007,1,0,0,1
2020-10-28 12:00:00,1880.64,-0.000260481731725104,1878.592000000004,1878.4460000000079,1879.5406666666681,1878.988499999999,1875.4872000000007,0,0,0,0
2020-10-28 13:00:00,1881.13,0.0021949803144363234,1877.880000000004,1878.2420000000077,1879.5880000000009,1878.1604999999995,1875.4716000000005,0,0,0,0
2020-10-28 14:00:00,1877.01,1.0655357780331444e-05,1877.2920000000047,1878.3190000000077,1879.3613333333344,1877.6969999999994,1875.3986000000007,0,1,1,0
2020-10-28 15:00:00,1876.99,-0.00010654222534745016,1877.7700000000045,1878.8600000000076,1879.3840000000007,1877.5364999999995,1875.4346000000005,0,0,0,0
2020-10-28 16:00:00,1877.19,5.8601657894286057e-05,1878.0520000000047,1879.4390000000074,1879.450666666668,1877.1254999999994,1875.4384,0,0,0,0
2020-10-28 17:00:00,1877.08,-0.0005909945213211643,1878.3000000000045,1880.0150000000076,1879.120666666668,1876.6924999999994,1875.3976,0,0,0,0
2020-10-28 18:00:00,1878.19,-0.0006438224965414907,1878.6040000000046,1880.442000000007,1878.2540000000013,1876.2249999999995,1875.4814,0,0,0,0
2020-10-28 19:00:00,1879.4,0.0005323679727426979,1879.3460000000046,1880.3960000000072,1877.8320000000012,1875.7734999999993,1875.5976,0,0,0,1
2020-10-28 20:00:00,1878.4,-1.597078411219588e-05,1879.9500000000046,1880.1910000000066,1877.458666666668,1875.2794999999994,1875.6588000000006,0,0,0,0
2020-10-28 21:00:00,1878.43,-9.049292025964384e-05,1880.8260000000048,1880.150000000007,1876.8166666666682,1874.7389999999991,1875.7014000000006,0,0,0,0
2020-10-28 22:00:00,1878.6,-0.0017535469472342855,1881.7300000000048,1879.531000000007,1876.1566666666681,1874.2289999999991,1875.8182000000006,0,0,0,0
2020-10-28 23:00:00,1881.9,-0.00027624015894434084,1882.280000000005,1878.079000000007,1875.4320000000007,1873.6339999999989,1875.9284000000007,0,0,0,0
2020-10-29 00:00:00,1882.42,-0.00019120661999805225,1881.446000000005,1877.0750000000066,1874.582666666668,1872.9584999999988,1875.9904000000006,0,0,0,1
2020-10-29 01:00:00,1882.78,-9.028386308718162e-05,1880.4320000000048,1876.2130000000063,1873.7226666666681,1872.2069999999992,1876.0288000000005,0,0,0,0
2020-10-29 02:00:00,1882.95,0.0008504531320594477,1879.4740000000045,1874.8120000000067,1872.7100000000007,1871.801999999999,1876.1150000000007,0,0,0,0
2020-10-29 03:00:00,1881.35,0.0019278597029390718,1877.3320000000047,1873.3700000000067,1871.728666666668,1871.3864999999994,1876.2254000000007,0,0,0,0
2020-10-29 04:00:00,1877.73,0.0002024129757371984,1873.878000000004,1872.0080000000064,1870.7520000000009,1871.1329999999994,1876.3696000000007,0,0,0,0
2020-10-29 05:00:00,1877.35,-0.00034078988706010005,1872.7040000000045,1871.1510000000067,1870.1293333333344,1870.939499999999,1876.5904000000005,0,0,0,0
2020-10-29 06:00:00,1877.99,0.0030711874545998885,1871.994000000004,1870.368000000007,1869.4653333333345,1870.501999999999,1876.8356000000006,0,0,0,0
2020-10-29 07:00:00,1872.24,0.004377494528131853,1870.1500000000046,1869.3280000000068,1869.244666666668,1870.1254999999992,1877.0520000000006,0,0,0,0
2020-10-29 08:00:00,1864.08,-0.004156293739916439,1869.4080000000047,1868.9270000000065,1869.4046666666682,1870.0964999999994,1877.4310000000007,0,1,1,0
2020-10-29 09:00:00,1871.86,-0.00103532927740424,1870.1380000000045,1869.1890000000071,1870.2180000000005,1870.3659999999993,1878.0116000000005,0,0,0,1
2020-10-29 10:00:00,1873.8,0.002691609989458277,1869.5980000000045,1868.8420000000067,1870.3513333333344,1870.4784999999995,1878.4479999999999,0,0,0,0
2020-10-29 11:00:00,1868.77,0.00012844321471949804,1868.7420000000045,1868.2010000000066,1870.0046666666674,1870.6064999999994,1878.8218,0,1,1,0
2020-10-29 12:00:00,1868.53,0.00042832743490750497,1868.5060000000046,1868.7920000000067,1870.117333333334,1871.1319999999994,1879.3340000000005,0,0,0,0
2020-10-29 13:00:00,1867.73,-0.0007650495409703418,1868.446000000004,1869.4030000000066,1870.3260000000007,1872.1004999999993,1879.8730000000005,0,0,0,0
2020-10-29 14:00:00,1869.16,-0.00019256279686763467,1868.2400000000048,1870.2580000000064,1870.4420000000007,1872.973999999999,1880.4279999999999,0,0,0,1
2020-10-29 15:00:00,1869.52,0.0010334173988937325,1868.0860000000046,1870.7280000000071,1870.7720000000006,1873.492999999999,1880.9512,0,0,0,0
2020-10-29 16:00:00,1867.59,-0.0003425702402809483,1867.660000000004,1870.6360000000063,1871.2280000000005,1873.989499999999,1881.4576,0,0,0,0
2020-10-29 17:00:00,1868.23,0.0008196282209245176,1869.0780000000045,1870.9230000000064,1872.0073333333341,1874.6929999999993,1881.9768,0,0,0,0
2020-10-29 18:00:00,1866.7,-0.0009045220751556783,1870.360000000004,1871.2660000000064,1873.3186666666675,1875.2659999999994,1882.5664000000006,0,0,0,0
2020-10-29 19:00:00,1868.39,0.0005355067768382238,1872.276000000004,1871.5430000000065,1874.5520000000006,1875.9239999999993,1883.1476000000007,0,0,0,0
2020-10-29 20:00:00,1867.39,-0.003888663665265524,1873.3700000000047,1872.1150000000064,1875.2953333333344,1876.3785,1883.6406,0,0,0,0
2020-10-29 21:00:00,1874.68,2.1337430119894307e-05,1873.6120000000049,1873.0120000000068,1876.0993333333342,1876.9494999999995,1884.128,0,0,0,1
2020-10-29 22:00:00,1874.64,-0.000874069968234914,1872.7680000000046,1873.4720000000063,1876.564666666668,1877.0744999999995,1884.4768,0,0,0,0
2020-10-29 23:00:00,1876.28,0.0012914518694033814,1872.1720000000048,1874.7980000000068,1876.9013333333344,1877.1,1884.8534,0,0,0,0
2020-10-30 00:00:00,1873.86,0.0028149416675586907,1870.8100000000045,1875.690000000007,1877.140000000001,1877.3495,1885.139,0,0,0,0
2020-10-30 01:00:00,1868.6,-0.0009944077927355188,1870.860000000004,1876.258000000007,1877.3813333333344,1877.8564999999994,1885.5748,0,0,0,0
2020-10-30 02:00:00,1870.46,-0.0006411420877723284,1872.4120000000046,1877.3430000000076,1878.0620000000013,1878.5495,1886.1896,0,0,0,0
2020-10-30 03:00:00,1871.66,0.0011714550113133269,1874.1760000000045,1878.4630000000077,1878.5100000000011,1879.0529999999994,1886.7258,0,0,0,0
2020-10-30 04:00:00,1869.47,-0.002475841866272477,1877.4240000000045,1879.2660000000076,1878.7426666666681,1879.6834999999994,1887.2778,0,0,0,0
2020-10-30 05:00:00,1874.11,-0.0011991302308725913,1880.570000000005,1880.305000000007,1879.5293333333348,1880.4154999999994,1887.8966,0,0,0,0
2020-10-30 06:00:00,1876.36,-0.0015537865565535824,1881.6560000000045,1880.642000000007,1880.188666666668,1880.9599999999994,1888.549,0,0,0,0
2020-10-30 07:00:00,1879.28,-0.004565919805074481,1882.2740000000047,1880.8870000000072,1880.5953333333343,1881.358999999999,1889.0398,0,0,0,0
2020-10-30 08:00:00,1887.9,0.0014322087842137956,1882.7500000000045,1880.6770000000076,1880.678666666668,1881.7494999999988,1889.6037999999994,0,0,0,1
2020-10-30 09:00:00,1885.2,0.0030113751237004216,1881.1080000000045,1879.4020000000075,1880.436666666668,1881.7779999999989,1889.9791999999993,0,0,0,0
2020-10-30 10:00:00,1879.54,4.78863497299642e-05,1880.0400000000045,1879.0090000000075,1880.3640000000007,1881.9459999999988,1890.4572,0,1,1,0
2020-10-30 11:00:00,1879.45,-0.001174494860920694,1879.628000000005,1879.4550000000074,1880.7280000000005,1882.407499999999,1890.9854,0,0,0,0
2020-10-30 12:00:00,1881.66,0.001048045156382127,1879.5000000000045,1879.7560000000074,1881.054000000001,1882.9154999999987,1891.5316,0,0,0,1
2020-10-30 13:00:00,1879.69,-9.043226623250966e-05,1878.6040000000046,1879.6430000000066,1881.4160000000008,1883.2729999999985,1892.0188,0,0,1,0
2020-10-30 14:00:00,1879.86,0.0012676566461427008,1877.696000000004,1880.1010000000074,1882.0013333333343,1883.8479999999984,1892.6084,0,0,0,0
2020-10-30 15:00:00,1877.48,-0.0007078948909149396,1877.978000000004,1880.5260000000073,1882.5813333333347,1884.5104999999985,1893.196,0,0,0,0
2020-10-30 16:00:00,1878.81,0.0008683237622391092,1879.282000000004,1881.278000000007,1883.3340000000012,1885.3204999999984,1893.9316,0,0,0,0
2020-11-01 18:00:00,1877.18,0.0010825800602618507,1880.012000000005,1881.831000000007,1884.0540000000005,1886.0044999999984,1894.3452,0,0,0,0
2020-11-01 19:00:00,1875.15,-0.0032531215614982627,1880.6820000000048,1882.822000000007,1884.8293333333347,1886.8644999999985,1894.838,0,0,0,0
2020-11-01 20:00:00,1881.27,-0.0014490445859872694,1882.5060000000049,1884.154000000007,1885.898666666668,1887.8809999999985,1895.2104000000006,0,0,0,0
2020-11-01 21:00:00,1884.0,0.0008180784717868317,1883.0740000000048,1884.883000000007,1886.6880000000006,1888.5914999999984,1895.5212,0,0,0,1
2020-11-01 22:00:00,1882.46,0.0010263064136175617,1883.274000000005,1885.3600000000074,1887.3333333333344,1889.157499999999,1895.8196000000007,0,0,0,0
2020-11-01 23:00:00,1880.53,-0.0019848535507119847,1883.6500000000049,1886.0750000000075,1888.0020000000013,1889.7764999999986,1896.0922,0,0,0,0
2020-11-02 00:00:00,1884.27,8.492073180454973e-05,1884.962000000005,1886.9030000000075,1888.925333333335,1890.4274999999984,1896.4778,0,0,0,0
2020-11-02 01:00:00,1884.11,-0.00047214854111410354,1885.802000000005,1887.5950000000075,1889.6726666666682,1891.0994999999991,1896.612,0,0,0,0
2020-11-02 02:00:00,1885.0,0.00035025526178933397,1886.6920000000048,1888.4950000000076,1890.430666666668,1891.6819999999989,1896.7916,0,0,0,0
2020-11-02 03:00:00,1884.34,-0.0014572701884912884,1887.446000000005,1889.3630000000076,1891.118666666668,1892.0839999999992,1896.9014,0,0,0,0
2020-11-02 04:00:00,1887.09,-0.0007307502899173146,1888.5000000000048,1890.1780000000078,1891.8186666666682,1892.4549999999995,1896.999,0,0,0,0
2020-11-02 05:00:00,1888.47,-4.765535646200636e-05,1888.8440000000048,1890.9070000000079,1892.2493333333343,1892.7065,1897.3056,0,0,0,0
2020-11-02 06:00:00,1888.56,-0.00011118346860661267,1889.388000000005,1891.6080000000077,1892.8653333333343,1892.9565,1897.7354,0,0,0,0
2020-11-02 07:00:00,1888.77,-0.00044453617413109386,1890.2980000000048,1892.3000000000072,1893.3453333333343,1893.0564999999995,1898.0888,0,0,0,0
2020-11-02 08:00:00,1889.61,0.00042354710108472027,1891.280000000005,1892.9550000000074,1893.630000000001,1893.4005,1898.3714,0,0,0,0
2020-11-02 09:00:00,1888.81,-0.0012584668912166694,1891.8560000000048,1893.4780000000073,1893.7733333333344,1893.8869999999995,1898.6272,0,0,0,0
2020-11-02 10:00:00,1891.19,-0.0010142041402769753,1892.9700000000048,1893.952000000007,1893.9940000000006,1894.3099999999995,1898.8834,0,0,0,0
2020-11-02 11:00:00,1893.11,-0.00030100122512788374,1893.8280000000045,1894.604000000007,1894.1460000000006,1894.7134999999994,1898.9616,0,0,0,0
2020-11-02 12:00:00,1893.68,0.000628801208989227,1894.3020000000047,1894.8690000000067,1893.976000000001,1895.0785,1899.0674,0,0,0,0
2020-11-02 13:00:00,1892.49,-0.0009976878978874561,1894.630000000004,1894.8050000000067,1894.1073333333343,1895.731,1899.189,0,0,0,0
2020-11-02 14:00:00,1894.38,-0.0005803279380420799,1895.1000000000047,1894.7320000000063,1894.564000000001,1896.1515,1899.438,0,0,0,0
2020-11-02 15:00:00,1895.48,0.0,1894.934000000004,1894.5060000000065,1894.756666666668,1896.8065,1899.6087999999993,0,0,0,1
2020-11-02 16:00:00,1895.48,8.441846231765915e-05,1895.380000000004,1894.3050000000064,1895.0086666666675,1897.366,1899.7565999999995,0,0,0,0
2020-11-02 17:00:00,1895.32,0.0002533195414915479,1895.4360000000045,1893.8130000000067,1895.337333333334,1898.047,1899.9441999999995,0,0,1,0
2020-11-02 18:00:00,1894.84,0.000681260067069811,1894.9800000000046,1893.8460000000068,1896.0980000000006,1898.5785,1900.1399999999994,0,0,0,0
2020-11-02 19:00:00,1893.55,-0.0021921157605746533,1894.3640000000046,1894.2960000000066,1896.5020000000006,1899.1745,1900.392,0,0,0,0
2020-11-02 20:00:00,1897.71,0.0010286112166097985,1894.0780000000045,1894.668000000007,1897.4306666666675,1899.7979999999993,1900.6903999999995,0,0,0,1
2020-11-02 21:00:00,1895.76,0.0014368423276844846,1893.2300000000046,1894.823000000007,1898.028000000001,1900.371,1900.8833999999995,0,0,1,0
2020-11-02 22:00:00,1893.04,0.0006766185985536133,1892.190000000004,1895.288000000007,1898.9173333333345,1901.0449999999994,1901.0943999999995,0,0,0,0
2020-11-02 23:00:00,1891.76,-0.00019026277403122457,1892.7120000000045,1896.657000000007,1899.778000000001,1902.1059999999993,1901.4278,0,0,0,0
2020-11-03 00:00:00,1892.12,-0.000712976704146384,1894.228000000004,1897.5710000000074,1900.778000000001,1902.4924999999994,1901.7844,0,0,0,0
2020-11-03 01:00:00,1893.47,0.0015392264725795355,1895.2580000000048,1899.1070000000072,1901.7046666666681,1902.977499999999,1902.1652,0,0,0,0
2020-11-03 02:00:00,1890.56,-0.002685094822356571,1896.416000000005,1900.427000000007,1902.751333333334,1902.9924999999992,1902.6558,0,0,0,0
2020-11-03 03:00:00,1895.65,-0.0019427801236218125,1898.386000000005,1902.2810000000068,1903.9966666666676,1903.3049999999992,1903.19,0,0,0,0
