date,date,open,high,low,close,SMA_5,SMA_10,SMA_15,SMA_20,SMA_50,EMA_5,EMA_10,EMA_15,EMA_20,EMA_50,RSI_4,RSI_6,RSI_14,BBL_12_1.0,BBM_12_1.0,BBU_12_1.0,BBB_12_1.0,BBP_12_1.0,BBL_20_1.0,BBM_20_1.0,BBU_20_1.0,BBB_20_1.0,BBP_20_1.0,BBL_12_2.0,BBM_12_2.0,BBU_12_2.0,BBB_12_2.0,BBP_12_2.0,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MACD_8_21_9,MACDh_8_21_9,MACDs_8_21_9,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ROI
2020-10-22 17:00:00,2020-10-22 17:00:00,1904.11,1904.27,1903.87,1903.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 18:00:00,2020-10-22 18:00:00,1903.89,1907.52,1903.42,1906.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013498749921212472
2020-10-22 19:00:00,2020-10-22 19:00:00,1906.44,1906.59,1904.7,1904.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0007920480474179481
2020-10-22 20:00:00,2020-10-22 20:00:00,1904.93,1905.25,1901.41,1903.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0008556699948555346
2020-10-22 21:00:00,2020-10-22 21:00:00,1903.32,1904.95,1901.82,1904.57,1904.6299999999999,,,,,1904.6299999999999,,,,,53.08353677953378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006620046130163537
2020-10-22 22:00:00,2020-10-22 22:00:00,1904.56,1907.18,1904.38,1907.02,1905.2580000000003,,,,,1905.4266666666667,,,,,73.03215397026557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012863796027449137
2020-10-22 23:00:00,2020-10-22 23:00:00,1907.02,1907.83,1905.22,1906.55,1905.2779999999998,,,,,1905.8011111111114,,,,,65.86848192721887,64.84163850325912,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002464578242493687
2020-10-23 00:00:00,2020-10-23 00:00:00,1906.53,1906.83,1904.46,1905.95,1905.48,,,,,1905.850740740741,,,,,56.44448325546933,57.98712251136165,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00031470457108384586
2020-10-23 01:00:00,2020-10-23 01:00:00,1905.95,1906.37,1904.51,1904.92,1905.8020000000001,,,,,1905.5404938271608,,,,,42.52008594992968,47.617623969772005,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0005404129174427785
2020-10-23 02:00:00,2020-10-23 02:00:00,1904.92,1906.77,1902.76,1906.49,1906.1860000000001,1905.4080000000001,,,,1905.856995884774,1905.4080000000001,,,,61.71495728535998,60.52845049405526,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008241815929277418
2020-10-23 03:00:00,2020-10-23 03:00:00,1906.49,1909.41,1905.83,1908.84,1906.55,1905.904,,,,1906.8513305898496,1906.032,,,,77.02616692772469,72.64067063446612,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001232631694894737
2020-10-23 04:00:00,2020-10-23 04:00:00,1908.84,1912.23,1907.66,1911.12,1907.464,1906.3709999999999,,,,1908.2742203932332,1906.9570909090908,,,,84.8592588491621,79.84227583134023,,1904.0002367116958,1906.17,1908.3397632883043,0.22765684994562277,1.6406774247407538,,,,,,1901.8304734233918,1906.17,1910.5095265766083,0.45531369989122167,1.070338712370407,,,,,,,,,,,,0.0011944426981831402
2020-10-23 05:00:00,2020-10-23 05:00:00,1911.12,1911.57,1909.1,1909.25,1908.1239999999998,1906.8020000000001,,,,1908.5994802621558,1907.373983471074,,,,61.81204737488841,63.4138489048284,,1904.409542799328,1906.6175,1908.8254572006722,0.2316098746258362,1.096139272808045,,,,,,1902.2015855986558,1906.6175,1911.0334144013443,0.4632197492516724,0.7980696364040225,,,,,,,,,,,,-0.0009784838210054048
2020-10-23 06:00:00,2020-10-23 06:00:00,1909.25,1911.14,1908.43,1910.68,1909.2759999999998,1907.539,,,,1909.2929868414371,1907.9750773854241,,,,70.09367006523864,69.22471461137356,,1904.472535831543,1906.97,1909.4674641684571,0.26193009522510574,1.2427533989991186,,,,,,1901.9750716630858,1906.97,1911.9649283369142,0.5238601904502115,0.8713766994995593,,,,,,,,,,,,0.0007489852036139943
2020-10-23 07:00:00,2020-10-23 07:00:00,1910.69,1912.89,1909.68,1910.78,1910.134,1908.1599999999999,1906.9833333333333,,,1909.7886578942916,1908.485063315347,1906.9833333333333,,,70.68640543207785,69.629496723713,67.83235295415683,1904.8253229610725,1907.4566666666667,1910.088010372261,0.2759007584893172,1.1314897833886008,,,,,,1902.1939792554786,1907.4566666666667,1912.7193540778549,0.5518015169786106,0.815744891694314,,,,,,,,,,,,5.233738773635643e-05
2020-10-23 08:00:00,2020-10-23 08:00:00,1910.79,1914.31,1909.29,1910.72,1910.5099999999998,1908.53,1907.4393333333333,,,1910.099105262861,1908.8914154398292,1907.4504166666666,,,69.58311069195345,68.97628865178625,67.5007885977315,1905.642510073338,1908.0741666666665,1910.5058232599952,0.2548807206563294,1.0440392653700494,,,,,,1903.2108534800093,1908.0741666666665,1912.9374798533238,0.5097614413126588,0.7720196326850247,,,,,,,,,,,,-3.1400789206492696e-05
2020-10-23 09:00:00,2020-10-23 09:00:00,1910.72,1911.76,1903.17,1903.46,1908.9779999999998,1908.221,1907.24,,,1907.8860701752408,1907.90388535986,1906.9516145833331,,,19.778383979920704,29.20063990565795,41.23586588046013,1905.388823953864,1907.9816666666666,1910.5745093794692,0.27178905941297005,-0.37195159280969897,,,,,,1902.7959812410616,1907.9816666666666,1913.1673520922716,0.5435781188259163,0.0640242035951314,,,,,,,,,,,,-0.0037996148048903278
2020-10-23 10:00:00,2020-10-23 10:00:00,1903.46,1906.96,1894.48,1898.02,1906.732,1907.4279999999999,1906.7786666666666,,,1904.5973801168275,1906.1068152944308,1905.8351627604166,,,11.531902377883876,19.22973955203605,31.38220350902725,1903.352688747553,1907.2316666666666,1911.1106445857802,0.4067652595023253,-0.687383230679951,,,,,,1899.4737108284396,1907.2316666666666,1914.9896225048935,0.8135305190046267,-0.09369161533999289,,,,,,,,,,,,-0.0028579534111565774
2020-10-23 11:00:00,2020-10-23 11:00:00,1898.01,1901.48,1896.04,1898.78,1904.352,1906.8139999999999,1906.4766666666665,,,1902.6582534112185,1904.7746670590795,1904.9532674153645,,,17.90768936966254,23.603084849465347,33.76353090407889,1901.9971683248443,1906.5841666666665,1911.1711650084887,0.4811744922692591,-0.35068339740954807,,,,,,1897.4101699830221,1906.5841666666665,1915.758163350311,0.9623489845385182,0.07465830129522597,,,,,,,,,,,,0.0004004172769518366
2020-10-23 12:00:00,2020-10-23 12:00:00,1898.79,1901.39,1895.84,1900.96,1902.3880000000001,1906.2609999999997,1906.2359999999999,1905.8344999999997,,1902.0921689408124,1904.0810912301558,1904.4541089884437,1905.8344999999997,,35.64574510206574,35.604721125638704,40.17680136710938,1901.3010009795253,1906.168333333333,1911.0356656871409,0.5106928143430282,-0.03502955569270534,1902.0173689817443,1905.8344999999997,1909.651631018255,0.4005731891468431,-0.13850310307498193,1896.4336686257172,1906.168333333333,1915.902998040949,1.0213856286860803,0.23248522215365358,1898.2002379634891,1905.8344999999997,1913.4687620365103,0.8011463782936623,0.18074844846249952,,,,,,,0.0011481056257176547
2020-10-23 13:00:00,2020-10-23 13:00:00,1900.96,1905.56,1900.8,1903.25,1900.8940000000002,1905.7019999999998,1905.9846666666665,1905.8029999999999,,1902.4781126272082,1903.9299837337637,1904.3035953648882,1905.588357142857,,50.59691905704394,46.24890133636246,46.0825554000773,1901.0994230658594,1906.0291666666665,1910.9589102674736,0.5172789259493265,0.2181225950360324,1901.9663415032019,1905.8029999999999,1909.639658496798,0.40262907517702606,0.1672886051585564,1896.1696794650525,1906.0291666666665,1915.8886538682805,1.034557851898629,0.35906129751801297,1898.1296830064036,1905.8029999999999,1913.4763169935961,0.805258150354076,0.3336443025792831,-2.2563390050711405,,,,,,0.0012046544903627776
2020-10-23 14:00:00,2020-10-23 14:00:00,1903.25,1904.83,1902.16,1902.24,1900.65,1904.8139999999999,1905.6973333333333,1905.5925,,1902.3987417514722,1903.6227139639882,1904.045645944277,1905.2694659863944,,44.51514294474072,42.52837709914878,44.0185445383031,1900.6300538339658,1905.675,1910.719946166034,0.5294655348927967,0.15956029192872337,1901.6784956230022,1905.5925,1909.5065043769978,0.41079132889091546,0.07173016722946805,1895.5851076679314,1905.675,1915.7648923320685,1.0589310697856171,0.3297801459643655,1897.7644912460044,1905.5925,1913.4205087539956,0.8215826577818309,0.285865083614734,-2.210774493121562,,,,,,-0.0005306712202810537
2020-10-23 15:00:00,2020-10-23 15:00:00,1902.24,1903.93,1901.29,1903.72,1901.7899999999997,1904.261,1905.5486666666666,1905.5314999999998,,1902.8391611676482,1903.640402334172,1904.0049402012423,1905.121897797214,,55.06743190397168,49.65064372659983,47.71414222641092,1900.2794614413651,1905.2483333333332,1910.2172052253013,0.5215983454791729,0.34620922348555005,1901.5973361752463,1905.5314999999998,1909.4656638247534,0.4129203662866312,0.26977318679487544,1895.3105895493973,1905.2483333333332,1915.1860771172692,1.0431966909583221,0.42310461174277325,1897.6631723504925,1905.5314999999998,1913.3998276495072,0.8258407325732863,0.3848865933974411,-1.939551616124163,,,,,,0.0007780301118680555
2020-10-23 16:00:00,2020-10-23 16:00:00,1903.72,1903.84,1901.31,1902.05,1902.4439999999995,1903.398,1905.3573333333334,1905.4685000000002,,1902.5761074450988,1903.3512382734132,1903.760572676087,1904.829336102241,,42.816330377526555,42.51626902559303,44.17078409616083,1899.8167985455752,1904.4925,1909.168201454425,0.4910181010872791,0.23880924351054725,1901.4870849183199,1905.4685000000002,1909.4499150816805,0.4178935607364094,0.07069284037605658,1895.1410970911502,1904.4925,1913.84390290885,0.9820362021745822,0.3694046217552768,1897.5056698366393,1905.4685000000002,1913.431330163361,0.8357871214728426,0.2853464201880344,-1.9278879330734071,,,,,,-0.0008772298447251581
2020-10-25 18:00:00,2020-10-25 18:00:00,1902.51,1903.95,1891.38,1893.74,1900.9999999999993,1901.6940000000002,1904.5073333333335,1904.9270000000001,,1899.6307382967327,1901.6037404055196,1902.508001091576,1903.7732088544087,,17.292131158076536,22.882582153797408,31.596647592952003,1897.862143773863,1903.2,1908.5378562261371,0.5609348703380719,-0.38612352967457725,1900.1583103421767,1904.9270000000001,1909.6956896578236,0.5006690185842728,-0.6729637282693539,1892.5242875477256,1903.2,1913.8757124522745,1.1218697406761675,0.0569382351627208,1895.389620684353,1904.9270000000001,1914.4643793156472,1.0013380371685694,-0.08648186413466295,-2.971905774692459,,,,,,-0.004368970321495191
2020-10-25 19:00:00,2020-10-25 19:00:00,1893.73,1899.66,1893.42,1898.64,1900.077999999999,1900.486,1903.8273333333334,1904.5080000000003,,1899.3004921978218,1901.0648785136068,1902.024500955129,1903.2843318206556,,43.685577842984955,41.8751887257906,42.0687871785827,1897.2774754298632,1902.1966666666667,1907.1158579034702,0.5172116346333098,0.1384907096051683,1899.5678203740308,1904.5080000000003,1909.4481796259697,0.5187880151692141,-0.093905530190984,1892.3582841930597,1902.1966666666667,1912.0350491402737,1.0344232692666195,0.31924535480258415,1894.6276407480614,1904.5080000000003,1914.3883592519392,1.0375760303384283,0.203047234904508,-3.00662736422737,,,-3.098981279841155,,,0.0025874724090952927
2020-10-25 20:00:00,2020-10-25 20:00:00,1898.65,1900.85,1897.8,1900.21,1899.6719999999991,1900.161,1903.1,1904.191,,1899.6036614652148,1900.9094460565873,1901.7976883357378,1902.9915383139264,,50.44184365802504,46.903083837866966,44.97550171627232,1897.1911218650034,1901.3158333333333,1905.4405448016632,0.4338796738570864,0.36595021957001933,1899.1857638995693,1904.191,1909.1962361004307,0.5257073581831542,0.10231646218872319,1893.0664103966735,1901.3158333333333,1909.5652562699931,0.8677593477141728,0.4329751097850097,1894.1805277991386,1904.191,1914.2014722008614,1.0514147163663083,0.3011582310943616,-2.7642764201766568,,,-2.974654113843144,,,0.0008269076812876808
2020-10-25 21:00:00,2020-10-25 21:00:00,1900.21,1902.45,1896.48,1897.65,1898.4579999999992,1900.1240000000003,1902.3266666666668,1903.7760000000003,,1898.95244097681,1900.316819500844,1901.2792272937706,1902.4828203792667,,40.00669156670401,40.11358538516369,41.333678845441426,1897.24322346571,1900.2266666666667,1903.2101098676235,0.31400919198658395,0.06817232755759313,1898.5836905047238,1903.7760000000003,1908.9683094952768,0.5454748347785142,-0.08991090627138917,1894.2597802647529,1900.2266666666667,1906.1935530685805,0.6280183839731919,0.2840861637788048,1893.3913810094473,1903.7760000000003,1914.1606189905533,1.0909496695570284,0.2050445468643054,-2.873234814884654,,,-3.047564122091444,,,-0.0013472195178427793
2020-10-25 22:00:00,2020-10-25 22:00:00,1897.65,1901.13,1897.14,1899.1,1897.8679999999993,1900.1560000000002,1901.5546666666667,1903.4850000000001,,1899.0016273178735,1900.0955795915995,1901.0068238820493,1902.1606470098127,,48.11316212061045,45.477943996271556,44.09493489340775,1897.048743638277,1899.8633333333335,1902.6779230283898,0.29629391184871723,0.3643970496526925,1898.1979547601309,1903.4850000000001,1908.7720452398694,0.555512151644931,0.08530712325542215,1894.2341539432207,1899.8633333333335,1905.4925127234462,0.5925878236974345,0.43219852482634624,1892.9109095202618,1903.4850000000001,1914.0590904797384,1.1110243032898381,0.2926535616277066,-2.7018269158927524,-0.18489087841895646,-2.516936037473796,-2.954287756792155,,,0.0007641029694620549
2020-10-25 23:00:00,2020-10-25 23:00:00,1899.1,1900.1,1897.24,1898.42,1898.8039999999994,1899.9020000000005,1900.7306666666666,1903.0815000000002,,1898.8077515452492,1899.7909287567632,1900.683470896793,1901.8043949136402,,44.3647551800511,43.295445947611434,43.07110125421241,1897.1036060015913,1899.8966666666665,1902.6897273317418,0.29402237648804536,0.2356543871153835,1897.7283304764965,1903.0815000000002,1908.434669523504,0.5625791142947651,0.06460373807206586,1894.310545336516,1899.8966666666665,1905.482787996817,0.5880447529760907,0.3678271935576918,1892.3751609529925,1903.0815000000002,1913.787839047008,1.125158228589554,0.28230186903603754,-2.6153399789104697,-0.07872315314933909,-2.5366168257611306,-2.9017859007110474,,,-0.0003580643462691713
2020-10-26 00:00:00,2020-10-26 00:00:00,1898.49,1899.09,1897.25,1897.57,1898.5899999999995,1899.3340000000003,1899.8539999999998,1902.5180000000005,,1898.395167696833,1899.3871235282606,1900.294287034694,1901.4011192075793,,39.26616537209622,40.388093682774446,41.7656675753971,1896.9377110688404,1899.7958333333333,1902.6539555978263,0.30088730739852065,0.11061264575952823,1897.2099241269852,1902.5180000000005,1907.8260758730157,0.5580053248395274,0.03391773983913998,1894.0795888043474,1899.7958333333333,1905.5120778623193,0.6017746147970413,0.3053063228797641,1891.90184825397,1902.5180000000005,1913.134151746031,1.1160106496790547,0.26695886991957,-2.612968609753125,-0.06108142719359533,-2.5518871825595295,-2.8953894504970776,,,-0.00044774075283660064
2020-10-26 01:00:00,2020-10-26 01:00:00,1897.57,1898.59,1894.98,1897.22,1897.991999999999,1898.8320000000003,1899.4379999999999,1901.8230000000003,,1898.0034451312222,1898.9931010685768,1899.9100011553571,1901.0029173782862,,36.93568223560107,39.09102532506835,41.21177699449402,1896.561349039994,1899.4841666666669,1902.4069842933397,0.30774856436966647,0.11267397493353479,1896.7980537054455,1901.8230000000003,1906.8479462945552,0.5284346960316354,0.04198515464849868,1893.638531413321,1899.4841666666669,1905.3298019200126,0.6154971287393329,0.3063369874667674,1891.7731074108904,1901.8230000000003,1911.8728925891103,1.0568693920632948,0.2709925773242545,-2.604464235404521,-0.04206164227599274,-2.562402593128528,-2.885302323400765,,,-0.00018444642358383945
