date,close,ROI,BBL_12_1.0,BBU_12_1.0,BBM_12_1.0,BBL_20_1.0,BBU_20_1.0,BBM_20_1.0,BBL_12_2.0,BBU_12_2.0,BBM_12_2.0,BBL_20_2.0,BBU_20_2.0,BBM_20_2.0
2020-10-22 17:00:00,1903.88,,,,,,,,,,,,,
2020-10-22 18:00:00,1906.45,0.0013498749921212472,,,,,,,,,,,,
2020-10-22 19:00:00,1904.94,-0.0007920480474179481,,,,,,,,,,,,
2020-10-22 20:00:00,1903.31,-0.0008556699948555346,,,,,,,,,,,,
2020-10-22 21:00:00,1904.57,0.0006620046130163537,,,,,,,,,,,,
2020-10-22 22:00:00,1907.02,0.0012863796027449137,,,,,,,,,,,,
2020-10-22 23:00:00,1906.55,-0.0002464578242493687,,,,,,,,,,,,
2020-10-23 00:00:00,1905.95,-0.00031470457108384586,,,,,,,,,,,,
2020-10-23 01:00:00,1904.92,-0.0005404129174427785,,,,,,,,,,,,
2020-10-23 02:00:00,1906.49,0.0008241815929277418,,,,,,,,,,,,
2020-10-23 03:00:00,1908.84,0.001232631694894737,,,,,,,,,,,,
2020-10-23 04:00:00,1911.12,0.0011944426981831402,1904.0002367116958,1908.3397632883043,1906.17,,,,1901.8304734233918,1910.5095265766083,1906.17,,,
2020-10-23 05:00:00,1909.25,-0.0009784838210054048,1904.409542799328,1908.8254572006722,1906.6175,,,,1902.2015855986558,1911.0334144013443,1906.6175,,,
2020-10-23 06:00:00,1910.68,0.0007489852036139943,1904.472535831543,1909.4674641684571,1906.97,,,,1901.9750716630858,1911.9649283369142,1906.97,,,
2020-10-23 07:00:00,1910.78,5.233738773635643e-05,1904.8253229610725,1910.088010372261,1907.4566666666667,,,,1902.1939792554786,1912.7193540778549,1907.4566666666667,,,
2020-10-23 08:00:00,1910.72,-3.1400789206492696e-05,1905.642510073338,1910.5058232599952,1908.0741666666665,,,,1903.2108534800093,1912.9374798533238,1908.0741666666665,,,
2020-10-23 09:00:00,1903.46,-0.0037996148048903278,1905.388823953864,1910.5745093794692,1907.9816666666666,,,,1902.7959812410616,1913.1673520922716,1907.9816666666666,,,
2020-10-23 10:00:00,1898.02,-0.0028579534111565774,1903.352688747553,1911.1106445857802,1907.2316666666666,,,,1899.4737108284396,1914.9896225048935,1907.2316666666666,,,
2020-10-23 11:00:00,1898.78,0.0004004172769518366,1901.9971683248443,1911.1711650084887,1906.5841666666665,,,,1897.4101699830221,1915.758163350311,1906.5841666666665,,,
2020-10-23 12:00:00,1900.96,0.0011481056257176547,1901.3010009795253,1911.0356656871409,1906.168333333333,1902.0173689817443,1909.651631018255,1905.8344999999997,1896.4336686257172,1915.902998040949,1906.168333333333,1898.2002379634891,1913.4687620365103,1905.8344999999997
2020-10-23 13:00:00,1903.25,0.0012046544903627776,1901.0994230658594,1910.9589102674736,1906.0291666666665,1901.9663415032019,1909.639658496798,1905.8029999999999,1896.1696794650525,1915.8886538682805,1906.0291666666665,1898.1296830064036,1913.4763169935961,1905.8029999999999
2020-10-23 14:00:00,1902.24,-0.0005306712202810537,1900.6300538339658,1910.719946166034,1905.675,1901.6784956230022,1909.5065043769978,1905.5925,1895.5851076679314,1915.7648923320685,1905.675,1897.7644912460044,1913.4205087539956,1905.5925
2020-10-23 15:00:00,1903.72,0.0007780301118680555,1900.2794614413651,1910.2172052253013,1905.2483333333332,1901.5973361752463,1909.4656638247534,1905.5314999999998,1895.3105895493973,1915.1860771172692,1905.2483333333332,1897.6631723504925,1913.3998276495072,1905.5314999999998
2020-10-23 16:00:00,1902.05,-0.0008772298447251581,1899.8167985455752,1909.168201454425,1904.4925,1901.4870849183199,1909.4499150816805,1905.4685000000002,1895.1410970911502,1913.84390290885,1904.4925,1897.5056698366393,1913.431330163361,1905.4685000000002
