date,close,ROI,MACD_8_21_9,MACDh_8_21_9,MACDs_8_21_9
2021-03-08,12299.08,-0.03872057424719544,-238.49052492589362,-46.64385392915813,-191.8466709967355
2021-03-05,12668.51,0.030037206034922992,-232.90787339222334,-32.848961916390266,-200.05891147583307
2021-03-04,12464.0,-0.016143177058707048,-251.1101829463496,-40.8410171764132,-210.2691657699364
2021-03-03,12683.33,0.017597079589216857,-230.10666075338304,-15.869995986757289,-214.23666476662575
2021-03-02,13059.95,0.029694094531956594,-161.15191454111482,42.467800180408744,-203.61971472152356
2021-03-01,13282.95,0.017075103656599033,-79.85761086494313,99.00968308526436,-178.86729395020748
2021-02-26,12909.44,-0.02811950658550999,-69.81027269260085,87.2456170060853,-157.05588969868614
2021-02-25,12828.31,-0.006284548361509157,-71.94921999109465,68.0853357660732,-140.03455575716785
2021-02-24,13302.19,0.03694017372514402,-9.781420707382495,104.20250803982829,-113.98392874721078
2021-02-23,13194.71,-0.008079872562337553,20.259678194381195,107.39488555327358,-87.13520735889239
2021-02-22,13223.74,0.0022001241406595096,44.90359300988348,105.63104029502068,-60.72744728513721
2021-02-19,13580.78,0.026999925890859977,108.30548039438327,135.2263421436164,-26.92086174923312
2021-02-18,13637.51,0.0041772269339463985,158.39650217343842,148.25389113813722,10.14261103530119
2021-02-17,13699.71,0.004560949909477641,198.7821437914845,150.91162620494663,47.87051758653785
2021-02-16,13773.77,0.005405953848658163,233.04689758623863,148.14110399976062,84.90579358647801
2021-02-12,13807.7,0.0024633778551550467,257.0219376918976,137.6929152843357,119.32902240756194
2021-02-11,13734.35,-0.005312253307936943,259.1498056920227,111.85662662756863,147.29317906445408
2021-02-10,13655.27,-0.005757826180343484,245.03476678924198,78.19327017983031,166.84149660941168
2021-02-09,13687.08,0.00232950355430539,234.2813096501177,53.95185043256478,180.3294592175529
2021-02-08,13695.02,0.0005801091248096579,222.98752561942456,34.12645312149732,188.86107249792724
2021-02-05,13603.96,-0.006649132312329664,198.53984952459905,7.7430216213374194,190.79682790326163
2021-02-04,13560.89,-0.0031659899029400362,171.58705128533984,-15.367821294337432,186.95487257967727
2021-02-03,13402.37,-0.011689498255645359,128.24735452454297,-46.96601444410743,175.2133689686504
2021-02-02,13456.12,0.004010484712778428,102.07034965277671,-58.514415452698955,160.58476510547567
2021-02-01,13248.9,-0.015399684307214945,54.28862197268245,-85.03691450623458,139.32553647891703
2021-01-29,12925.38,-0.024418630980685196,-23.075602083397825,-129.9209108498519,106.84530876645407
2021-01-28,13201.53,0.021364942462039904,-41.04928369712252,-118.31567397086127,77.26639027373875
2021-01-27,13112.65,-0.006732552969239247,-64.59978011698695,-113.49293631258055,48.89315619559361
2021-01-26,13490.19,0.028792044323611155,-30.370640613517025,-63.411037447288514,33.04039683377149
2021-01-25,13483.29,-0.000511482788604134,-6.460731053213749,-31.600902309588193,25.140171256374444
2021-01-22,13366.4,-0.008669249122432388,-4.773406494350638,-23.930862200580066,19.157455706229428
2021-01-21,13404.99,0.0028870900167583535,1.5834574663495005,-14.059198591903943,15.642656058253444
2021-01-20,13296.45,-0.008096984779548455,-8.20650655065765,-19.079330087128874,10.872823536471225
2021-01-19,12996.54,-0.022555644551741194,-54.34503653135653,-52.1742880542622,-2.1707484770943264
2021-01-15,12803.93,-0.014820098272309457,-111.16258224434932,-87.193467013804,-23.969115230545327
2021-01-14,12898.69,0.00740085270694224,-136.6476634102146,-90.14283854373541,-46.50482486647918
2021-01-13,12973.63,0.005809892322398591,-142.06625285254086,-76.44914238884934,-65.61711046369152
2021-01-12,12892.09,-0.006285056688066448,-153.73482613797205,-70.49417253942443,-83.24065359854762
2021-01-11,12902.49,0.0008066961989872112,-157.51392187235797,-59.41861461904827,-98.0953072533097
2021-01-08,13105.2,0.01571092091526527,-130.3854254851085,-25.832094585439023,-104.55333089966948
2021-01-07,12939.57,-0.012638494643347764,-130.3190053025046,-20.61253952226808,-109.70646578023651
2021-01-06,12623.35,-0.024438215489386406,-169.16317274303765,-47.5653655702409,-121.59780717279675
2021-01-05,12802.38,0.014182447607013815,-169.70231794860592,-38.483608620647345,-131.21870932795858
2021-01-04,12694.66,-0.008414060510623766,-180.8002525798438,-39.66523460150819,-141.1350179783356
2020-12-31,12888.28,0.015252082371642883,-159.56989822657852,-14.747904198594313,-144.8219940279842
2020-12-30,12845.36,-0.0033301573212252134,-146.97086185100852,-1.7190942584194318,-145.2517675925891
2020-12-29,12843.49,-0.00014557785846414095,-135.33889952785648,7.9302944517860965,-143.26919397964258
2020-12-28,12838.86,-0.0003604939155945619,-124.98814031900292,14.624842928511725,-139.61298324751465
2020-12-24,12711.01,-0.009958049234900956,-131.93279258912844,6.144152526708979,-138.07694511583742
2020-12-23,12653.14,-0.00455274600523492,-141.77693474802254,-2.9599917057481093,-138.81694304227443
2020-12-22,12717.56,0.005091226367526236,-137.4140668856653,1.1223009252873055,-138.5363678109526
2020-12-21,12690.26,-0.0021466381916027677,-135.138017550953,2.7186802079996824,-137.8566977589527
2020-12-18,12738.18,0.003776124366246192,-124.50610352537842,10.680475386859428,-135.18657891223785
2020-12-17,12752.06,0.0010896376091402704,-112.65068747648002,18.028713148606272,-130.6794006250863
2020-12-16,12668.16,-0.006579329143683421,-113.00947032117074,14.135944243132442,-127.14541456430318
2020-12-15,12595.92,-0.0057024856016975045,-120.46619616446151,5.343374719873339,-125.80957088433485
2020-12-14,12462.21,-0.010615342110778858,-140.86284683821577,-12.042620763104736,-128.82022607511104
2020-12-11,12375.41,-0.006965056759595578,-163.83698677242137,-28.013408557848265,-135.8235782145731
2020-12-10,12401.74,0.0021276062772870308,-173.31401527595153,-29.99234964910272,-143.3216656268488
2020-12-09,12364.64,-0.002991515706667003,-181.38536845469025,-30.45096226227315,-150.9344061924171
2020-12-08,12635.72,0.021923808537895217,-147.8316713395634,2.4821878822829717,-150.31385922184637
2020-12-07,12596.47,-0.0031062733267277487,-126.2743769886747,19.23158578653735,-145.50596277521205
2020-12-04,12528.48,-0.00539754391508096,-117.40882791251533,22.477707890157376,-139.8865358026727
2020-12-03,12467.13,-0.004896843032833997,-116.82442295134206,18.449690281064534,-135.2741132324066
2020-12-02,12456.41,-0.0008598610907241122,-115.45879473735476,15.852254796041478,-131.31104953339624
2020-12-01,12455.33,-8.670234842944602e-05,-112.30251630852763,15.206826579894894,-127.50934288842252
2020-11-30,12268.32,-0.015014455658742043,-132.3589352718118,-3.8796739067114174,-128.47926136510037
2020-11-27,12258.21,-0.0008240737118041519,-145.1938994827833,-13.371710494146328,-131.82218898863698
2020-11-25,12152.22,-0.008646450011869589,-165.25379539997994,-26.745285129074347,-138.5085102709056
2020-11-24,12079.81,-0.005958582053320338,-185.6074835151685,-37.67917859541032,-147.92830491975818
2020-11-23,11905.94,-0.014393438307390483,-219.0807481720658,-56.921954601846096,-162.1587935702197
2020-11-20,11906.44,4.199584409136925e-05,-238.25718281488116,-60.87871139572914,-177.37847141915202
2020-11-19,11985.43,0.006634224839666691,-236.63057735394614,-47.401684747835276,-189.22889260611086
2020-11-18,11894.71,-0.007569190258505665,-242.61276384916528,-42.70709699444353,-199.90566685472174
2020-11-17,11977.49,0.006959396235805659,-231.07122371751757,-24.93244549023666,-206.1387782272809
2020-11-16,12013.38,0.002996454181969588,-213.5296049634726,-5.912661388953325,-207.61694357451927
2020-11-13,11937.84,-0.00628798889238491,-206.73210473407926,0.7078710723520203,-207.43997580643128
2020-11-12,11827.14,-0.009273034317766049,-212.285748920689,-3.8766184914061625,-208.40913042928284
2020-11-11,11892.93,0.0055626296805484365,-203.28487614514597,4.099403427309511,-207.38427957245548
2020-11-10,11624.29,-0.022588209970125006,-228.08981708879946,-16.564430013075196,-211.52538707572427
2020-11-09,11830.39,0.01773011512961209,-213.95715276433657,-1.945412550889813,-212.01174021344676
2020-11-06,12091.35,0.022058444396169552,-165.37451833765772,37.30977750063124,-202.68429583828896
2020-11-05,12078.07,-0.0010983058136602164,-129.42609968571014,58.60655692206308,-188.03265660777322
2020-11-04,11777.02,-0.02492533989288015,-140.92517539270193,37.68598497205704,-178.61116036475897
2020-11-03,11279.91,-0.04221016861650917,-211.4859324503177,-26.299817668446963,-185.18611478187074
2020-11-02,11084.76,-0.017300669952153847,-282.7306913304419,-78.03566123885693,-204.69503009158498
2020-10-30,11052.95,-0.002869705794261601,-331.571112935977,-101.5008662755136,-230.0702466604634
2020-10-29,11350.74,0.02694212857201017,-320.3026006785585,-72.18588321447606,-248.11671746408246
2020-10-28,11142.76,-0.018323034445331232,-333.1747111899076,-68.04639498066012,-265.1283162092475
2020-10-27,11598.95,0.04094048512217796,-275.64166385066164,-8.410678113131326,-267.2309857375303
2020-10-26,11504.52,-0.008141254165247691,-241.793111916837,20.35029905655466,-262.14341097339167
2020-10-23,11692.57,0.016345749322874692,-188.28164869257853,59.089409824650545,-247.37105851722907
2020-10-22,11662.91,-0.002536653618494422,-150.5363383584081,77.4677761270568,-228.0041144854649
2020-10-21,11665.37,0.0002109250607267299,-120.48356664013772,86.01643827626174,-206.50000491639946
2020-10-20,11677.84,0.0010689759518986985,-95.162645897115,89.06988721542757,-184.23253311254257
2020-10-19,11634.35,-0.00372414761633999,-81.04729494958156,82.5481905303688,-163.59548547995036
2020-10-16,11852.17,0.018722146058868683,-40.826798422040156,98.21494964632817,-139.04174806836832
2020-10-15,11898.57,0.003914894909539779,-5.470350404139026,106.85711813138344,-112.32746853552247
2020-10-14,11985.36,0.00729415383529286,31.036337091427413,114.69104450155992,-83.6547074101325
2020-10-13,12083.17,0.008160789496518994,69.06588709654898,122.17647560534519,-53.11058850879621
2020-10-12,12088.11,0.0004088331125027267,95.20888433054279,118.6555782714712,-23.446693940928416
2020-10-09,11725.85,-0.029968291155523907,64.20092511557596,70.11809524520349,-5.917170129627541
2020-10-08,11550.94,-0.014916615853008519,18.011137284478536,19.14264593128486,-1.1315086468063256
2020-10-07,11503.19,-0.00413386269862015,-21.282372036184825,-16.1206907115028,-5.161681324682025
2020-10-06,11291.27,-0.01842271578579513,-76.46359333289547,-57.041529606570755,-19.422063726324716
2020-10-05,11509.06,0.01928835286021857,-85.33721256626632,-52.73211907195328,-32.60509349431304
2020-10-02,11255.69,-0.022014830055625656,-123.15831278044243,-72.44257542890351,-50.71573735153892
2020-10-01,11583.2,0.029097283240743232,-104.40609449187104,-42.95228571226569,-61.45380877960535
2020-09-30,11418.06,-0.014256854755162807,-110.72278672233915,-39.41518235418704,-71.30760436815211
2020-09-29,11322.95,-0.00832978632096859,-125.4415027090854,-43.307118672746626,-82.13438403633877
2020-09-28,11364.45,0.0036651226049748686,-127.86500890761272,-36.58449989701914,-91.28050901059358
2020-09-25,11151.13,-0.018770816009573865,-155.00718482762932,-50.98134065362858,-104.02584417400074
2020-09-24,10896.47,-0.022837147446043593,-204.50736608769148,-80.38521753095259,-124.12214855673889
2020-09-23,10833.33,-0.005794537129914512,-243.66714342131672,-95.63599589166228,-148.03114752965445
2020-09-22,11186.37,0.03258831771948256,-220.07451843657873,-57.63469672553941,-162.43982171103931
2020-09-21,10980.22,-0.018428677041792962,-226.01711655976396,-50.86183587897969,-175.15528068078427
2020-09-18,10936.98,-0.003937990313490958,-231.33093105979606,-44.94052030320941,-186.39041075658665
2020-09-17,11080.95,0.013163597263595728,-211.50966997780233,-20.09540737697256,-191.41426260082977
2020-09-16,11247.6,0.015039324245664787,-171.33838093037775,16.06070533636162,-187.39908626673937
2020-09-15,11438.87,0.017005405597638745,-114.35679512047136,58.4338329170144,-172.79062803748576
2020-09-14,11277.76,-0.014084433165164056,-92.91240525244939,63.902578228029114,-156.8149834804785
2020-09-11,11087.4,-0.016879238430326682,-100.86945473460582,44.75642299669815,-145.62587773130397
2020-09-10,11154.12,0.0060176416472754735,-95.69667245462551,39.94336422134276,-135.64003667596828
2020-09-09,11395.85,0.021671812747217967,-58.3635602878785,61.82118111047183,-120.18474139835033
2020-09-08,11068.26,-0.028746429621309577,-73.8042171338584,37.104419411593554,-110.90863654545196
2020-09-04,11622.13,0.050041289236067765,-10.50045496164239,80.32654526704765,-90.82700022869004
2020-09-03,11771.37,0.012841019675395193,54.06908303813725,115.91686661346182,-61.84778357532458
2020-09-02,12420.54,0.05514821129571157,183.87655267357513,196.57946899911977,-12.702916325544642
2020-09-01,12292.86,-0.010279746291224079,255.17887357391191,214.30543191956525,40.87344165434667
2020-08-31,12110.7,-0.01481835797365294,276.5195272696292,188.516868492226,88.00265877740318
2020-08-28,11995.85,-0.009483349434797339,270.94131216014284,146.3509227061917,124.59038945395113
2020-08-27,11926.16,-0.005809509121904699,252.37234567545238,102.22556497720097,150.1467806982514
2020-08-26,11971.94,0.0038386203103095706,240.15585733929947,72.00726131283844,168.14859602646104
2020-08-25,11721.81,-0.02089302151531003,193.82094927657818,20.537882600093695,173.28306667648448
2020-08-24,11626.17,-0.008159149482886985,144.5845304589675,-22.958828974013585,167.54335943298108
2020-08-21,11555.16,-0.0061077723790380345,97.52545593219111,-56.01432280063199,153.5397787328231
2020-08-20,11477.05,-0.006759750622232885,52.02428291463002,-81.21239665455448,133.2366795691845
2020-08-19,11318.64,-0.01380232725308328,-2.00057240919341,-108.18980158270233,106.18922917350892
2020-08-18,11399.03,0.007102443403094405,-29.603286831916193,-108.6340128043401,79.03072597242391
2020-08-17,11288.57,-0.009690298209584558,-63.02715992208505,-113.64630871560718,50.61914879352212
2020-08-14,11164.45,-0.010995192482307181,-101.68551140155614,-121.84372815606261,20.15821675450647
2020-08-13,11178.37,0.0012468146661950286,-125.13756777286653,-116.2366276218984,-8.900940150968133
2020-08-12,11157.72,-0.00184731763217727,-141.903414343029,-106.4019793536487,-35.50143498938031
2020-08-11,10876.08,-0.025241716049515417,-187.87434799176845,-121.8983304019105,-65.97601758985795
2020-08-10,11085.17,0.01922475744937513,-189.127344551649,-98.52106156943285,-90.60628298221616
2020-08-07,11139.39,0.004891219530237079,-179.07274930001586,-70.77317305423975,-108.29957624577611
2020-08-06,11267.08,0.01146292570778118,-151.5784344897711,-34.623086595195986,-116.95534789457511
2020-08-05,11125.44,-0.01257113644351504,-147.67501119990447,-24.575730644263487,-123.09928055564099
2020-08-04,11096.54,-0.002597650070469082,-145.72663086969806,-18.101880251245646,-127.62475061845241
2020-08-03,11055.08,-0.003736299783536179,-146.84925829541498,-15.379606141570036,-131.46965215384495
2020-07-31,10905.88,-0.013496057920883486,-164.26830277227782,-26.23892049474628,-138.02938227753154
2020-07-30,10715.51,-0.017455721133920354,-198.26432810395272,-48.18795666113692,-150.0763714428158
2020-07-29,10662.98,-0.004902239837394684,-225.19446059899565,-60.09447132494387,-165.09998927405178
2020-07-28,10532.5,-0.012236729319570983,-256.8203227551094,-73.37626678484608,-183.4440559702633
2020-07-27,10674.38,0.013470685971991303,-255.36304705225666,-57.535192865594695,-197.82785418666197
2020-07-24,10483.13,-0.01791673146356043,-274.28743701888015,-61.16766626577453,-213.11977075310563
2020-07-23,10580.59,0.009296841687549406,-269.3293806918682,-44.96768795101005,-224.36169274085816
2020-07-22,10870.75,0.027423801508233536,-222.28086852747947,1.6646593707029638,-223.94552789818243
2020-07-21,10833.07,-0.0034661821861416975,-189.47159995614493,27.579142353630033,-217.05074230977496
2020-07-20,10952.08,0.010985805501118273,-146.81784238133878,56.18631994274898,-203.00416232408776
2020-07-17,10645.22,-0.02801842207142391,-153.9873503106428,39.21344961075599,-193.20079992139878
2020-07-16,10626.46,-0.0017622933109884276,-158.4092781331674,27.833217430585137,-186.24249556375253
2020-07-15,10701.68,0.007078556734792407,-148.45833259084793,30.2273303783237,-178.68566296917163
2020-07-14,10689.52,-0.001136270193091149,-140.01991993282718,30.93259442907555,-170.95251436190273
2020-07-13,10602.21,-0.008167812960731768,-142.68962977194496,22.61030767196621,-165.29993744391118
2020-07-10,10836.33,0.022082188524845447,-110.95165430926136,43.478626507719866,-154.43028081698122
2020-07-09,10754.59,-0.007543144219491316,-97.0027493496018,45.942025173903545,-142.94477452350534
2020-07-08,10666.7,-0.008172324560954847,-96.72134686601203,36.97874212599464,-133.70008899200667
2020-07-07,10524.01,-0.01337714569641979,-113.30547951668632,16.31568758025628,-129.6211670969426
