date,close,ROI,MACD_8_21_9,MACDh_8_21_9,MACDs_8_21_9,MACD_5_14_9,MACDh_5_14_9,MACDs_5_14_9
2021-07-07 13:00:00,1801.52,,,,,,,
2021-07-07 12:00:00,1801.8,0.00015542430836190668,,,,,,
2021-07-07 11:00:00,1803.78,0.001098901098901095,,,,,,
2021-07-07 10:00:00,1805.47,0.0009369213540453281,,,,,,
2021-07-07 09:00:00,1806.86,0.0007698826344386678,,,,,,
2021-07-07 08:00:00,1804.65,-0.0012231163454832217,,,,,,
2021-07-07 07:00:00,1806.65,0.0011082481367579167,,,,,,
2021-07-07 06:00:00,1806.76,6.088617053667811e-05,,,,,,
2021-07-07 05:00:00,1806.55,-0.00011623015785167112,,,,,,
2021-07-07 04:00:00,1804.47,-0.001151365863109155,,,,,,
2021-07-07 03:00:00,1805.39,0.0005098449960376783,,,,,,
2021-07-07 02:00:00,1803.15,-0.0012407291499343387,,,,,,
2021-07-07 01:00:00,1801.9,-0.0006932312896874571,,,,,,
2021-07-07 00:00:00,1798.04,-0.002142183251012897,,,,-2.231852730056744,,
2021-07-06 23:00:00,1801.15,0.0017296611866255418,,,,-2.0720446771806564,,
2021-07-06 22:00:00,1800.15,-0.0005552008439052569,,,,-2.0876202609774737,,
2021-07-06 21:00:00,1802.51,0.001311001860955896,,,,-1.5318363644610145,,
2021-07-06 20:00:00,1795.35,-0.003972238711574483,,,,-2.5746351636089457,,
2021-07-06 19:00:00,1795.59,0.00013367866989733024,,,,-3.0147129069562197,,
2021-07-06 18:00:00,1795.55,-2.2276800383136397e-05,,,,-3.142992807247765,,
2021-07-06 17:00:00,1796.88,0.0007407201136142572,-3.910604990974889,,,-2.811421513760706,,
2021-07-06 16:00:00,1796.99,6.121722096064097e-05,-3.7130294710946146,,,-2.472894921356783,-0.035115882956082256,-2.4377790384007008
2021-07-06 15:00:00,1796.8,-0.00010573236356359317,-3.5232684071168023,,,-2.205395338129847,0.18590696021668318,-2.39130229834653
2021-07-06 14:00:00,1796.91,6.121994657171115e-05,-3.3034723334533282,,,-1.930822452792654,0.3683838764431009,-2.299206329235755
2021-07-06 13:00:00,1795.5,-0.0007846803679650849,-3.2664756685712746,,,-1.9683660100295128,0.26467225536499406,-2.233038265394507
2021-07-06 12:00:00,1794.27,-0.000685045948203844,-3.3358421546427053,,,-2.1485749093203594,0.06757068485931805,-2.2161455941796775
2021-07-06 11:00:00,1796.3,0.0011313793353284751,-3.0509327578320153,,,-1.7512033884963785,0.3719537645466393,-2.1231571530430178
2021-07-06 10:00:00,1804.71,0.004681846016812319,-1.6835032296255577,,,0.23822030746828204,1.88910196840904,-1.650881660940758
2021-07-06 09:00:00,1811.54,0.003784541560693855,0.21424498687633786,3.055676545369099,-2.841431558492761,2.7430775403604457,3.5151673610409633,-0.7720898206805173
2021-07-06 08:00:00,1809.12,-0.0013358799695287749,1.233981200829703,3.2603302074579714,-2.0263490066282683,3.5844138286822727,3.485202919490232,0.09921090919204067
2021-07-06 07:00:00,1809.97,0.0004698416909878489,2.041694055123344,3.25443444940129,-1.212740394277946,4.081211958437734,3.185600839396555,0.8956111190411794
2021-07-06 06:00:00,1807.71,-0.0012486394802123657,2.274790132803446,2.7900244216651133,-0.5152342888616677,3.734863679699174,2.2714020485263955,1.4634616311727784
2021-07-06 05:00:00,1807.61,-5.531860752006068e-05,2.380518871914319,2.3166025286207894,0.06391634329352963,3.348757399552369,1.5082366147036723,1.8405207848486966
2021-07-06 04:00:00,1805.98,-0.0009017431857535341,2.1931448718530646,1.703382822847628,0.48976204900543663,2.65084010882083,0.6482554591777068,2.0025846496431234
2021-07-06 03:00:00,1807.84,0.0010299117376715294,2.260594672378602,1.4166660986985322,0.8439285736800697,2.501783891561672,0.39935939353483896,2.102424498026833
2021-07-06 02:00:00,1804.97,-0.0015875298698999618,1.88574918441941,0.8334564885914721,1.052292695827938,1.730472126409495,-0.2975618972938707,2.028034023703366
2021-07-06 01:00:00,1804.28,-0.0003822778217921208,1.4920049164798002,0.3517697765214898,1.1402351399583104,1.0699154564806577,-0.7664948537781666,1.8364103102588243
2021-07-06 00:00:00,1800.82,-0.0019176624470703674,0.7291149307352498,-0.3288961673784485,1.0580110981136983,-0.051291306432631245,-1.5101612933531645,1.4588699869205333
2021-07-05 23:00:00,1797.49,-0.001849157605979479,-0.26230455273548614,-1.0562525206793476,0.7939479679438615,-1.3628200447192285,-2.2573520253118096,0.8945319805925809
2021-07-05 22:00:00,1797.63,7.788638601602393e-05,-0.9396253076592984,-1.386858620482528,0.44723331282322953,-2.0320224248525847,-2.3412435243561323,0.3092210995035478
2021-07-05 21:00:00,1795.84,-0.0009957555225492687,-1.634607148359919,-1.6654723689465187,0.03086522058659985,-2.6863605811583966,-2.3964653445295556,-0.2898952366288411
2021-07-05 20:00:00,1792.14,-0.0020603171774767892,-2.5788446690903584,-2.0877679117415666,-0.49107675734879175,-3.685028823417042,-2.716106869430561,-0.9689219539864814
2021-07-05 19:00:00,1791.36,-0.00043523385449806273,-3.296813730837357,-2.244589578790852,-1.052224152046505,-4.25425808234786,-2.628268902689103,-1.6259891796587573
2021-07-05 18:00:00,1791.97,0.0003405234012148206,-3.6577653152880885,-2.084432930593267,-1.5733323846948217,-4.27206796162568,-2.1168630255735383,-2.155204936052142
2021-07-05 17:00:00,1791.42,-0.0003069247811068321,-3.9113115807522263,-1.8703833568459234,-2.040928223906303,-4.20248842691376,-1.6378267926892947,-2.5646616342244655
2021-07-05 16:00:00,1791.77,0.00019537573545003184,-3.9656107264190723,-1.5397460020102152,-2.425864724408857,-3.9055096545507695,-1.0726784162610432,-2.8328312382897263
2021-07-05 15:00:00,1791.8,1.6743220391024494e-05,-3.919951319791153,-1.1952692763058366,-2.7246820434853163,-3.5543437125388664,-0.5772099793993117,-2.9771337331395546
2021-07-05 14:00:00,1791.81,5.5809800201256365e-06,-3.8071628237955792,-0.8659846242482101,-2.941178199547369,-3.1914770032635715,-0.17147461609921333,-3.020002387164358
2021-07-05 13:00:00,1791.95,7.813328422101584e-05,-3.632117163519979,-0.5527511711780879,-3.079365992341891,-2.811977259981859,0.16642010174599964,-2.9783973617278585
2021-07-05 12:00:00,1791.79,-8.928820558617989e-05,-3.4559815014360993,-0.30129240727536644,-3.154689094160733,-2.4997339745309546,0.3829307097575234,-2.882664684288478
2021-07-05 11:00:00,1790.87,-0.0005134530274195637,-3.382431407004333,-0.18219385027487967,-3.200237556729453,-2.3922274551803184,0.3923497832865275,-2.784577238466846
2021-07-05 10:00:00,1791.01,7.817429517498198e-05,-3.243710503729062,-0.03477835759968695,-3.208932146129375,-2.195791357102962,0.4710287050911073,-2.6668200621940694
