date,close,ROI,MACD_8_21_9,MACDh_8_21_9,MACDs_8_21_9,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Entry_signal_long_4,Exit_signal_long_4,Entry_signal_short_4,Exit_signal_short_4
2020-08-20,11477.05,0.01399549769230224,198.5570759473376,26.368758272254947,172.18831767508263,196.0816127892649,,,0,0,0,0
2020-08-21,11555.16,0.006805755834469629,216.8937916150844,35.764379152001425,181.12941246308296,209.3711438528644,33.998066296991965,175.3730775558724,0,0,0,0
2020-08-24,11626.17,0.006145306512415294,234.8019988222768,42.938069087355046,191.86392973492173,223.06178905821616,38.150969201874936,184.91081985634116,0,0,0,0
2020-08-25,11721.81,0.008226268840039186,255.27968070974018,50.73260077985475,204.54707992988546,238.87546505604766,43.17171615976517,195.70374889628246,0,0,0,0
2020-08-26,11971.94,0.021338854664936683,297.4470379895702,74.31996644774776,223.1270715418224,268.4962600394647,58.234008914545704,210.26225112491898,0,0,0,0
2020-08-27,11926.16,-0.003823941650225482,315.2417948947113,73.69177868231114,241.55001621240018,284.99168334511336,59.78354577615554,225.20813756895785,0,0,0,0
2020-08-28,11995.85,0.005843456737122389,330.60663725400815,71.24529683328632,259.36134042072183,300.2269958114139,60.015086593964774,240.21190921744912,0,0,0,0
2020-08-31,12110.7,0.009574144391602202,349.8730583716133,72.40937436071317,277.46368401090007,317.9039272786158,62.15361444893336,255.75031282968246,0,0,0,0
2020-09-01,12292.86,0.015041244519309329,380.34763778059096,82.30716301575269,298.0404747648383,342.6618202825084,69.52920596226072,273.1326143202477,0,0,0,0
2020-09-02,12420.54,0.01038651705136151,410.9775901348075,90.3496922959754,320.62789783883215,368.3393510373244,76.16538937366136,292.17396166366296,0,0,0,0
2020-09-03,11771.37,-0.05226584351405017,339.08800917042026,14.768089065270487,324.3199201051498,332.47383409551554,32.23989794548197,300.2339361500335,0,0,0,0
2020-09-04,11622.13,-0.012678218423174292,261.80955779822034,-50.008289845543565,311.8178476437639,288.6800093223537,-9.243141462143852,297.92315078449764,0,1,1,0
2020-09-08,11068.26,-0.04765649670069072,129.14874252902158,-146.1352840917939,275.28402662081544,206.8954456474003,-72.82216410967789,279.71760975707815,0,0,0,0
2020-09-09,11395.85,0.02959724473404135,75.75596925728314,-159.62244589082587,235.378415148109,166.59397330209504,-90.49890916398651,257.09288246608156,0,0,0,0
2020-09-10,11154.12,-0.021212107916478318,4.730756453887807,-184.51812695537697,189.24888340926483,113.83693401956769,-114.60475875721109,228.44169277677884,0,0,0,0
2020-09-11,11087.4,-0.005981646243719885,-54.34587394152004,-194.87580588062787,140.52993193910783,65.88339117406029,-130.04664128217482,195.93003245623512,0,0,0,0
2020-09-14,11277.76,0.017169038728646946,-70.02256464652419,-168.44199726850562,98.41943262198143,42.747556851521956,-122.54598048377056,165.29353733529248,0,0,0,0
2020-09-15,11438.87,0.014285638282779622,-58.53663757639515,-125.56485615870126,67.02821858230611,36.98611905635335,-102.64593462315132,139.63205367950468,0,0,0,0
2020-09-16,11247.6,-0.01672105723729711,-74.3489792929431,-113.10175830019938,38.752779007256265,16.792672133571614,-98.27150523674645,115.06417737031806,0,0,0,0
2020-09-17,11080.95,-0.014816494185426188,-105.91075668256235,-115.73082855185491,9.820071869292539,-12.513791092351312,-102.06237477013552,89.5485836777842,0,0,0,0
2020-09-18,10936.98,-0.01299256832672302,-144.99270520688697,-123.85022166094359,-21.14248354594336,-46.81687434807827,-109.09236642068998,62.27549207261171,0,0,0,0
2020-09-21,10980.22,0.003953559392080752,-164.01928082596896,-114.30143782402048,-49.71784300194848,-69.7096390145507,-105.58810486972992,35.87846585517923,0,0,0,0
2020-09-22,11186.37,0.018774669359994837,-147.08869225711715,-77.89667940413494,-69.19201285298222,-70.40613966190905,-85.02768441367061,14.621544751761574,0,0,0,0
2020-09-23,10833.33,-0.0315598357644169,-178.5048681729404,-87.45028425596655,-91.05458391697384,-98.31221692508734,-90.34700934147915,-7.965207583608207,0,0,0,0
2020-09-24,10896.47,0.005828309485633731,-188.82105582709664,-78.2131775280982,-110.60787829899843,-114.0187764113398,-84.84285506218527,-29.17592134915452,0,0,0,0
2020-09-25,11151.13,0.02337087148406769,-158.86056112140977,-38.60214625792905,-120.25841486348072,-104.71036830043522,-60.427557561024564,-44.28281073941066,0,0,0,0
2020-09-28,11364.45,0.01912989983974733,-106.4553515088737,11.042450683685589,-117.4978021925593,-79.20719535542048,-27.93950769280785,-51.26768766261263,0,0,0,0
2020-09-29,11322.95,-0.0036517385355208103,-72.70004468164916,35.838206008728115,-108.53825069037727,-61.63397216083286,-8.293027598576174,-53.34094456225668,0,0,0,0
2020-09-30,11418.06,0.008399754480943544,-34.87477632539776,58.930779491983635,-93.8055558173814,-39.57627339401006,11.011736934597304,-50.58801032860736,1,0,0,1
2020-10-01,11583.2,0.01446305239243806,14.259954357312381,86.45240813975502,-72.19245378244264,-8.670027654829028,33.534386139022665,-42.204413793851685,0,0,0,0
2020-10-02,11255.69,-0.02827457006699363,5.707239600496905,62.319754706351645,-56.61251510585473,-10.483082672224556,25.377064897301718,-35.86014756952627,0,0,0,0
2020-10-05,11509.06,0.02251039252147136,32.815375841124485,71.54231275758337,-38.72693691645889,8.427749808986846,35.43031790281049,-27.002568093823648,0,0,0,0
2020-10-06,11291.27,-0.01892335255876665,22.721121145787038,49.15844644979674,-26.437325304009704,5.77432511695406,26.22151456862217,-20.44718945166811,0,0,0,0
2020-10-07,11503.19,0.01876848219907945,42.95263558048282,55.51196870759402,-12.559333127111199,20.534925997933897,32.785692359681605,-12.250766361747706,0,0,0,0
2020-10-08,11550.94,0.004151022455510135,62.660218805407574,60.17564154601502,2.484577259392553,35.67459989616145,38.34029300632733,-2.6656931101658765,0,0,0,0
2020-10-09,11725.85,0.015142490567867206,98.29699040272136,76.64993051466303,21.647059888058315,61.08255409111007,50.99859776102075,10.083956330089313,0,0,0,0
2020-10-12,12088.11,0.03089413560637388,169.07840485733325,117.94507597541993,51.1333288819133,109.19120704622948,79.28580057291211,29.905406473317353,0,0,0,0
2020-10-13,12083.17,-0.0004086660362951911,215.0614574038809,131.1425028175741,83.91895458630681,145.24475329828962,92.27147745997783,52.973275838311814,0,0,0,0
2020-10-14,11985.36,-0.008094730108075932,230.38631360035103,117.17388721123537,113.21242638911569,164.0341157088969,88.84867189646809,75.18544381242884,0,0,0,0
2020-10-15,11898.57,-0.007241334428002233,225.1711348786557,89.56696679163203,135.6041680870237,169.96237268918412,75.82154310140422,94.1408295877799,0,0,0,0
2020-10-16,11852.17,-0.0038996282746581725,210.8417936637452,60.1901004613772,150.651693202368,168.9687008339788,59.86229699695912,109.1064038370197,0,0,0,0
2020-10-19,11634.35,-0.018378069163705883,167.8478798014094,13.756949279233087,154.09093052217628,148.88865934247588,31.825804404364945,117.06285493811092,0,0,0,0
2020-10-20,11677.84,0.0037380687361132647,139.768084549225,-11.45827677836101,151.22636132758603,134.928983993379,14.292903244214445,120.63608074916456,0,0,0,0
2020-10-21,11665.37,-0.0010678344625375538,115.45261145072618,-28.61899990148788,144.07161135221406,121.45950633818028,0.6587404712125675,120.80076586696772,0,0,0,0
2020-10-22,11662.91,-0.0002108805807274905,95.60444640227794,-38.77373195994889,134.37817836222686,109.32610354463941,-9.179729857862654,118.50583340250206,0,1,1,0
2020-10-23,11692.57,0.0025431045939650065,83.53373482454117,-40.67555483014856,124.20928965468971,100.94003464890741,-14.05263900287575,114.99267365178314,0,0,0,0
2020-10-26,11504.52,-0.016082862877878745,48.61790371251664,-60.47310875373849,109.09101246625514,78.2182993642291,-29.41949943004323,107.63779879427231,0,0,0,0
2020-10-27,11598.95,0.008208078216214165,35.347661437092036,-58.99468082333048,94.34234226042251,67.05787087208411,-32.46394233775058,99.52181320983469,0,0,0,0
2020-10-28,11142.76,-0.0393302842067601,-34.65316969577361,-103.19640956495691,68.5432398691833,21.158528083396963,-62.69062810115018,83.84915618454714,0,0,0,0
2020-10-29,11350.74,0.01866503451568557,-56.13813777566429,-99.74510211587808,43.606964340213786,1.5473788548424636,-65.84142186376374,67.3888007186062,0,0,0,0
2020-10-30,11052.95,-0.026235293910352956,-109.299162927593,-122.32490181424541,13.025738886652427,-37.5904432342486,-83.98339516228384,46.39295192803525,0,0,0,0
2020-11-02,11084.76,0.0028779647062548985,-140.5026319657718,-122.82269668193938,-17.67993528383242,-65.28804808200948,-89.34480000803578,24.0567519260263,0,0,0,0
2020-11-03,11279.91,0.01760525261710666,-134.10149629648728,-93.13724881012392,-40.964247486363405,-70.67690603302253,-75.78692636723906,5.110020334216537,0,0,0,0
2020-11-04,11777.02,0.044070387086421865,-61.589248928377856,-16.500001153611564,-45.08924777476629,-34.43801233614795,-31.63842613629159,-2.7995861998563614,0,0,0,0
2020-11-05,12078.07,0.025562493737804504,30.458082522372926,60.43786423771138,-29.97978171533845,18.362123891731244,16.929368073270084,1.4327558184611597,1,0,0,1
2020-11-06,12091.35,0.0010995134156368547,96.670577840634,101.32028764477795,-4.649709804143956,60.57987023674468,47.31769153462682,13.262178702117865,0,0,0,0
2020-11-09,11830.39,-0.021582370868430845,107.267078008279,89.53343024993833,17.733647758340638,72.14876130207631,47.109266079966744,25.03949522210956,0,0,0,0
2020-11-10,11624.29,-0.017421234633853918,85.52890483371993,54.23620566030344,31.292699173416494,63.94947354640317,31.127982659434892,32.82149088696828,0,0,0,0
2020-11-11,11892.93,0.023110228667729386,103.70658228941102,57.931106492795614,45.77547579661541,78.22673272875,36.32419347342537,41.90253925532463,0,0,0,0
2020-11-12,11827.14,-0.005531858003032132,105.82531216132702,48.03986909176928,57.78544306955772,83.27294168666958,33.09632194507597,50.17661974159361,0,0,0,0
2020-11-13,11937.84,0.009359828327051291,119.721882532147,49.54915157007142,70.17273096207558,95.10831404188866,35.94535544023603,59.16295860165263,0,0,0,0
2020-11-16,12013.38,0.006327777889467257,137.0485104199597,53.5006235663073,83.54788685365241,109.32316914592778,40.12816843542009,69.19500071050766,0,0,0,0
2020-11-17,11977.49,-0.002987502268304132,141.81817639275687,46.61623163128357,95.2019447614733,116.3512958611045,37.725036120477476,78.62625974062703,0,0,0,0
2020-11-18,11894.71,-0.006911297776078351,131.45555281003,29.002886438845355,102.45266637118463,113.92818948853892,28.241543798329506,85.68664569020942,0,0,0,0
2020-11-19,11985.43,0.007626919866058123,133.38550476547792,24.746270715434605,108.63923405004327,117.968340456031,25.825355812657264,92.14298464337374,0,0,0,0
2020-11-20,11906.44,-0.006590501967805862,121.68303635487429,10.435041843864797,111.24799451100948,113.48813576724571,17.07612089909756,96.41201486814812,0,0,0,0
2020-11-23,11905.94,-4.199408051441811e-05,110.88466401697588,-0.2906643952268837,111.17532841220276,108.64480576016469,9.786232713613217,98.85857304655146,0,0,0,0
2020-11-24,12079.81,0.01460363482429772,123.84077117165545,10.13235420756213,113.7084169640933,117.48202805364781,14.898764005677064,102.58326404797073,0,0,0,0
2020-11-25,12152.22,0.005994299579215268,140.00820509573714,21.039830505315066,118.96837459042207,128.84324747955358,21.007986745266294,107.83526073428732,0,0,0,0
2020-11-27,12258.21,0.008721863165742638,162.5291542320447,34.848623713298075,127.68053051874658,144.73123138897245,29.516776523748106,115.21445486522434,0,0,0,0
2020-11-30,12268.32,0.0008247533693745979,176.49721616211718,39.05334851469647,137.44386764742072,156.3362189944819,32.897411303406045,123.43880769107584,0,0,0,0
2020-12-01,12455.33,0.015243325899552797,207.3648919477837,55.936819440290385,151.4280725074933,178.56501305584428,44.10096429181471,134.46404876402954,0,0,0,0
2020-12-02,12456.41,8.670986637837608e-05,225.14314973668297,58.972061783351705,166.17108795333127,194.0319598212318,47.654328845761796,146.37763097547,0,0,0,0
2020-12-03,12467.13,0.0008606010881144767,234.57296535031674,54.72150191758837,179.8514634327284,204.7939043260667,46.733018680477365,158.06088564558937,0,0,0,0
2020-12-04,12528.48,0.004920940104097715,244.55772456500014,51.76500890581744,192.79271565918273,215.78581065519575,46.17994000768514,169.60587064751059,0,0,0,0
2020-12-07,12596.47,0.005426835498001381,255.605075028614,50.249887495545,205.355187533069,227.3623092246835,46.20515086173828,181.15715836294518,0,0,0,0
2020-12-08,12635.72,0.0031159523263264433,263.40663444675374,46.441157530947784,216.965476915806,236.97224617542636,44.652070249984895,192.32017592544145,0,0,0,0
2020-12-09,12364.64,-0.02145346683845484,228.0051787939883,8.831761502545874,219.17341729144246,220.17624525449355,22.284855463241684,197.89138979125187,0,0,0,0
2020-12-10,12401.74,0.003000491724789445,203.23939845781024,-12.747215066905769,215.986613524716,207.46739843319847,7.66080691355728,199.8065915196412,0,0,0,0
2020-12-11,12375.41,-0.002123089179421611,178.16491946338462,-30.257355249065085,208.42227471244973,193.0456250155676,-5.408773203258903,198.4543982188265,0,1,1,0
2020-12-14,12462.21,0.007013909034124799,168.2341783670563,-32.150477076314765,200.38465544337106,186.47078116966625,-9.586893639328224,196.05767480899445,0,0,0,0
2020-12-15,12595.92,0.010729236628174377,175.3716507561749,-20.01040374975696,195.38205450593185,189.860851875359,-4.957458346908368,194.81831022226737,0,0,0,0
2020-12-16,12668.16,0.005735190442619498,186.36154737967084,-7.216405701008796,193.57795308067958,196.11596878864842,1.0381268531047851,195.0778419355436,1,0,0,1
2020-12-17,12752.06,0.006622903405072211,201.3844733280093,6.245216197863755,195.1392571301456,205.47463909064393,8.317437724080236,197.15720136656367,0,0,0,0
2020-12-18,12738.18,-0.0010884515913506254,206.11574473939984,8.781190087403388,197.33455465199643,209.35810284188665,9.760721180258374,199.59738166162828,0,0,0,0
2020-12-21,12690.26,-0.003761918892651872,199.0046084698897,1.3360430543146151,197.6685654155751,206.19217725847741,5.275836477479288,200.91634078099807,0,0,0,0
2020-12-22,12717.56,0.002151256160236148,193.5410856839735,-3.301983785281294,196.8430694692548,203.53976060756398,2.0987358612526634,201.44102474631126,0,0,0,0
2020-12-23,12653.14,-0.005065437080697843,177.30887592254112,-15.627354837370946,192.93623075991212,194.00319758354092,-5.9502617302163126,199.95345931375718,0,1,1,0
2020-12-24,12711.01,0.004573568300042519,169.8486493049113,-18.4700651640006,188.3187144689119,188.93707900251502,-8.813104248993767,197.75018325150882,0,0,0,0
2020-12-28,12838.86,0.010058209379113059,177.93083958931493,-8.310299903677587,186.2411394929925,193.01362907148174,-3.789243344021628,196.8028724155034,0,0,0,0
2020-12-29,12843.49,0.00036062391832292207,180.6589369704216,-4.465762018056778,185.1246989884784,194.37726654350445,-1.9404846975991743,196.3177512411036,0,0,0,0
2020-12-30,12845.36,0.00014559905446276392,179.18377477584184,-4.7527393701092535,183.9365141459511,193.37969172479282,-2.350447613048658,195.73013933784145,0,0,0,0
2020-12-31,12888.28,0.0033412843236779732,180.15681615794347,-3.023758390406101,183.1805745483496,193.81817650529044,-1.5295702660407926,195.3477467713313,0,0,0,0
2021-01-04,12694.66,-0.0150229510842409,151.7804450915919,-25.12010356540614,176.900548656998,176.5074944785556,-15.07220183422055,191.57969631277612,0,0,0,0
2021-01-05,12802.38,0.008485457664876295,142.79512322464143,-27.284340345885287,170.07946357052668,169.52656132964873,-17.642507986501926,187.1690693161507,0,0,0,0
2021-01-06,12623.35,-0.013984118577951787,110.04812547579786,-48.02507047578308,158.07319595158094,147.84364719498262,-31.460337696934463,179.30398489191708,0,0,0,0
2021-01-07,12939.57,0.025050402626877855,126.19432655286072,-25.503095518976178,151.6974220718369,154.39630823255175,-19.926141327492275,174.32244956004402,0,0,0,0
2021-01-08,13105.2,0.012800270797252322,156.81084596991786,4.09073911846474,152.72010685145312,170.9833069573433,-2.671314082160592,173.6546210395039,0,0,0,0
2021-01-11,12902.49,-0.015467905869425924,148.672509275515,-3.238078060750468,151.9105873362655,165.85969277354891,-6.235942612764005,172.0956353863129,0,0,0,0
2021-01-12,12892.09,-0.0008060459647710737,138.54898819309892,-10.689279314533279,149.23826750763217,159.12569655805785,-10.37595106260406,169.50164762066186,0,0,0,0
2021-01-13,12973.63,0.0063248084678277925,139.29924625213607,-7.951217004396909,147.25046325653298,158.5409907304438,-8.768525512174477,167.30951624261832,0,0,0,0
2021-01-14,12898.69,-0.005776332452829268,127.17499950090858,-16.06037100449953,143.23537050540813,150.298033278832,-13.609186371029038,163.90721964986102,0,0,0,0
2021-01-15,12803.93,-0.0073464824722511155,103.5898755454764,-31.7163959679454,135.3062715134218,134.56787535202602,-23.471475438268047,158.0393507902941,0,0,0,0
2021-01-19,12996.54,0.01504303756737202,110.11302273768524,-20.154599020589245,130.2676217582745,136.0750407899759,-17.57144800025455,153.64648879023045,0,0,0,0
2021-01-20,13296.45,0.02307614180389539,151.88296473747502,17.29227438336045,134.5906903541146,159.629600141192,4.786489080769228,154.84311106042276,1,0,0,1
2021-01-21,13404.99,0.008163081123156779,192.601651712328,46.40876908657074,146.19288262575728,184.9233477794224,24.064189375199646,160.85915840422268,0,0,0,0
2021-01-22,13366.4,-0.002878778723445552,212.43432630641655,52.993154944527426,159.44117136188913,199.5545933902376,30.95634798881196,168.5982454014257,0,0,0,0
2021-01-25,13483.29,0.008745062245630875,237.51501892230957,62.45907804833632,175.05594087397319,218.06825199255584,39.5760052729041,178.49224671965172,0,0,0,0
2021-01-26,13490.19,0.0005117445371269902,251.35661937956317,61.04054280447195,190.31607657509124,230.63857423662012,41.71706201357472,188.9215122230454,0,0,0,0
2021-01-27,13112.65,-0.027986262610089296,206.48973850328548,12.938929542555401,193.5508089607301,207.74160648782163,15.056075411820984,192.68553107600064,0,0,0,0
2021-01-28,13201.53,0.0067781874754531115,182.26528256039643,-9.028421120266986,191.29370368066338,194.52510347679527,1.471657920635664,193.0534455561596,0,0,0,0
2021-01-29,12925.38,-0.020918029955618863,125.192631235921,-52.880857955793886,178.07348919171486,159.92442330032645,-26.50321780466652,186.42764110499297,0,1,1,0
2021-02-01,13248.9,0.025029825041894327,124.79151148657549,-42.625582164111535,167.417093650687,156.80099098770555,-23.701320093829967,180.50231108153545,0,0,0,0
2021-02-02,13456.12,0.015640543743254298,149.19755789640294,-14.575628603427248,163.7731864998302,169.0973218996096,-9.12399134554073,178.2213132451503,0,0,0,0
2021-02-03,13402.37,-0.003994464972072231,156.38218550140482,-5.9128007987403075,162.29498630014513,172.5164150995388,-4.5639185164892515,177.080333616028,0,0,0,0
2021-02-04,13560.89,0.01182775882176057,179.11874672713566,13.459008341592407,165.65973838554325,185.87466287612733,7.0354634080794085,178.8391994680479,1,0,0,1
2021-02-05,13603.96,0.003176045230069757,197.2321991750832,25.25796863163197,171.97423054345123,197.65808021817062,15.05510460009819,182.60297561807246,0,0,0,0
2021-02-08,13695.02,0.0066936392050551685,218.01257567009446,36.830676101314594,181.18189956877998,211.90163420161664,23.438926866835324,188.4627073347813,0,0,0,0
2021-02-09,13687.08,-0.0005797727933219976,227.2588504510113,36.86156070578508,190.39728974522626,220.0128900666914,25.240146185528058,194.77274388116334,0,0,0,0
2021-02-10,13655.27,-0.0023240895793696925,225.0284619031536,27.70493772634188,197.32352417681167,221.32304335053232,21.240239575495167,200.08280377503715,0,0,0,0
2021-02-11,13734.35,0.0057911707348152755,229.2896323864243,25.572886567690066,203.71674581873418,226.13569286521846,20.84231127214508,205.29338159307343,0,0,0,0
2021-02-12,13807.7,0.005340624055743426,237.30228560921205,26.868431832382267,210.43385377682975,233.1805243326762,22.309714191682215,210.870810140994,0,0,0,0
2021-02-16,13773.77,-0.0024573245363094247,233.71835787564305,18.62760327905059,215.0907545965925,233.335984606807,17.972139572650352,215.3638450341566,0,0,0,0
2021-02-17,13699.71,-0.005376886647591839,216.7376340665396,1.3175035759577156,215.4201304905819,224.89076419928097,7.621535332099483,217.26922886718148,0,0,0,0
2021-02-18,13637.51,-0.0045402420927157525,192.18484684663963,-18.588226915153825,210.77307376179346,210.74945745037442,-5.2158171334456815,215.96527458382008,0,1,1,0
2021-02-19,13580.78,-0.004159850295251788,163.49237412859657,-37.82455970655752,201.3169338351541,192.74291276162688,-18.577889457754537,211.32080221938148,0,0,0,0
2021-02-22,13223.74,-0.026290095266987668,93.01785050717808,-86.63926666238083,179.65711716955892,147.95689726176354,-50.69112396609438,198.6480212278579,0,0,0,0
2021-02-23,13194.71,-0.0021952942208482984,37.496210562596396,-113.72872528557001,151.2249358481664,108.86623671615051,-71.8254276093659,180.69166432551643,0,0,0,0
2021-02-24,13302.19,0.008145688688876218,11.594521499506302,-111.70433147892808,123.29885297843441,85.57291307823651,-76.09500099782393,161.66791407606044,0,0,0,0
2021-02-25,12828.31,-0.03562420924674814,-69.18070352489303,-153.9836452026619,84.80294167776891,28.545575036241647,-106.49787123185504,135.0434462680967,0,0,0,0
2021-02-26,12909.44,0.006324293691063021,-114.24347468305496,-159.2371330886591,44.993658405604144,-9.987360182254633,-116.02464516028105,106.03728497802643,0,0,0,0
2021-03-01,13282.95,0.028933090823459517,-94.75132348815714,-111.79598551500902,17.044662026851885,-10.267496206066426,-93.04382494727429,82.77632874120785,0,0,0,0
2021-03-02,13059.95,-0.0167884393150618,-108.33765449200472,-100.30585321508528,-8.031801276919438,-28.159141282203564,-88.74837601872913,60.589234736525576,0,0,0,0
2021-03-03,12683.33,-0.02883778268676385,-165.21066319185775,-125.74308953195064,-39.4675736599071,-71.8996707147071,-105.99112436098612,34.091453646279035,0,0,0,0
2021-03-04,12464.0,-0.01729277721229361,-230.88722160201726,-153.13571835368808,-77.75150324832913,-122.84635707105915,-125.55024857387056,2.7038915028113912,0,0,0,0
2021-03-05,12668.51,0.016408055198973148,-245.80595539501886,-134.44356171735174,-111.36239367766709,-145.04770556026958,-118.2012776504648,-26.846427909804806,0,0,0,0
2021-03-08,12299.08,-0.029161282581771638,-299.8997882709791,-150.8299156746496,-149.0698725963295,-190.25915858674125,-130.73018454154914,-59.5289740451921,0,0,0,0
2021-03-09,12794.49,0.040280248603960615,-267.0355329656795,-94.37252829548001,-172.6630046701995,-183.99315558939816,-99.57134523536483,-84.42181035403331,0,0,0,0
2021-03-10,12752.07,-0.0033154897147131823,-243.97382652828128,-57.048657486465395,-186.92516904181588,-180.3710375078408,-76.759381723046,-103.61165578479479,0,0,0,0
2021-03-11,13052.9,0.02359067978767371,-183.2358759861163,2.9514344445596516,-186.18731043067598,-151.47985054926718,-38.29455581157792,-113.18529473768929,0,0,0,0
2021-03-12,12937.29,-0.008857035601283925,-151.76922659294726,27.534467070182988,-179.30369366313022,-136.3404892506787,-18.52415561039155,-117.81633364028718,0,0,0,0
2021-03-15,13082.54,0.0112272353792795,-107.38080325246484,57.53831232853232,-164.91911558099716,-111.33853393980827,5.182239760383156,-116.5207737001914,1,0,0,1
2021-03-16,13152.28,0.005330769101413058,-64.66796244096076,80.20092251202911,-144.86888495298987,-84.91798736930104,25.28222906471231,-110.20021643401337,0,0,0,0
2021-03-17,13202.38,0.003809225472693578,-26.58175252493129,94.62970594244688,-121.21145846737816,-59.25382139674547,40.7571160298143,-100.01093742655978,0,0,0,0
2021-03-18,12789.14,-0.031300417046017485,-53.37894243228584,54.26601282807386,-107.64495526035972,-71.43632587526555,22.8596892410354,-94.29601511630095,0,0,0,0
2021-03-19,12866.99,0.0060871958552335395,-61.02536070147835,37.2956756471051,-98.32103634858343,-73.956677522252,16.271470075239165,-90.22814759749114,0,0,0,0
2021-03-22,13086.51,0.01706071116865715,-36.373224918052074,49.558249144425105,-85.93147406247719,-57.57693391208704,26.120970948323286,-83.69790486041033,0,0,0,0
2021-03-23,13017.79,-0.005251209069492169,-27.231447598092927,46.96002117150741,-74.19146876960032,-49.56959138090679,27.302650783602843,-76.87224216450961,0,0,0,0
2021-03-24,12798.88,-0.01681621842109926,-48.96319196583499,20.18262144301228,-69.14581340884727,-60.19404277236572,13.34255951371513,-73.53660228608085,0,0,0,0
2021-03-25,12780.51,-0.0014352818371606846,-65.75213865078695,2.714939806448257,-68.4670784572352,-69.2974842582953,3.3912944222284414,-72.68877868052374,0,0,0,0
2021-03-26,12979.12,0.015540068432323915,-50.214684010838035,14.601915557117751,-64.81659956795578,-59.796562524956244,10.313772924454,-70.11033544941024,0,0,0,0
2021-03-29,12965.74,-0.0010308865315985516,-39.97113660863579,19.876370367456,-59.847506976091786,-52.73872854555884,13.897285523081123,-66.63601406863997,0,0,0,0
2021-03-30,12896.53,-0.005337913609250178,-41.008908412964956,15.070878850501472,-56.07978726346642,-52.129101028420344,11.605530432175705,-63.734631460596034,0,0,0,0
2021-03-31,13091.44,0.015113367704336024,-15.319981235965313,32.60784482200089,-47.927826057966215,-35.509032734042194,22.580478981243086,-58.08951171528528,0,0,0,0
2021-04-01,13329.51,0.018185165268297387,34.41511840910607,65.87435557365782,-31.459237164551748,-3.091611332645698,43.99832030611167,-47.08993163875736,0,0,0,0
2021-04-05,13598.16,0.020154529311279926,104.1633682912943,108.49808436467686,-4.334716073382538,43.77265456682653,72.69006896446713,-28.917414397640584,0,0,0,0
