date,close,ROI,RSI_2,RSI_6,RSI_14,Entry_signal_long_7,Exit_signal_long_7,Entry_signal_short_7,Exit_signal_short_7
2020-09-04,11622.13,0.05004128923606777,77.61030690900795,63.84636184378478,55.36511394958126,0,0,0,0
2020-09-03,11771.37,0.012841019675395192,83.64599733558755,67.6340488255466,57.75076711806535,0,0,0,0
2020-09-02,12420.54,0.05514821129571157,95.11122010610504,79.07636011008759,66.21074730946893,0,0,0,0
2020-09-01,12292.86,-0.010279746291224079,74.55179502182425,72.98641867394255,63.516805076426465,0,0,0,0
2020-08-31,12110.7,-0.01481835797365294,46.110912475389135,64.48421935424372,59.77975638147504,0,0,0,0
2020-08-28,11995.85,-0.00948334943479734,31.1338702800206,59.261230258562776,57.48336981815072,0,0,0,0
2020-08-27,11926.16,-0.005809509121904699,22.331353756851573,55.96080188124442,56.07573506762184,0,0,0,0
2020-08-26,11971.94,0.00383862031030957,43.367804063343584,57.81290776631639,56.823703306555565,0,0,0,0
2020-08-25,11721.81,-0.020893021515310032,10.952313842474284,45.31720319319135,51.64867730208739,0,0,0,0
2020-08-24,11626.17,-0.008159149482886985,6.968913153768416,41.22847503276896,49.7818153702965,0,0,0,0
2020-08-21,11555.16,-0.0061077723790380345,4.525033361755267,38.160836295013496,48.38346941223843,0,1,1,0
2020-08-20,11477.05,-0.006759750622232885,2.5543616205284687,34.74807392127081,46.8253638746345,0,0,0,0
2020-08-19,11318.64,-0.01380232725308328,0.9233394741302832,28.537152854271547,43.74839814257239,0,0,0,0
2020-08-18,11399.03,0.007102443403094405,39.88349229239879,35.552250353311365,45.6985006383538,1,0,0,1
2020-08-17,11288.57,-0.009690298209584558,19.16882894297737,30.599445570467118,43.46859815051106,0,0,0,0
2020-08-14,11164.45,-0.01099519248230718,8.844907189134851,25.760447095069647,41.0449737588792,0,0,0,0
2020-08-13,11178.37,0.0012468146661950286,18.6698122276545,27.30751772464744,41.439320214085996,0,1,1,0
2020-08-12,11157.72,-0.00184731763217727,14.14610004555732,26.33073093917789,41.001174162554676,0,0,0,0
2020-08-11,10876.08,-0.025241716049515417,1.8590398346472248,16.607969700703116,35.489702249245674,0,0,0,0
2020-08-10,11085.17,0.019224757449375133,57.137597014360026,37.25029318976104,41.74994605134452,1,0,0,1
2020-08-07,11139.39,0.004891219530237079,66.8278698211463,41.738023427138636,43.286885068311406,0,0,0,0
2020-08-06,11267.08,0.01146292570778118,83.934817392861,51.53368293782337,46.84397509715994,0,0,0,0
2020-08-05,11125.44,-0.01257113644351504,39.147155015390574,42.10958651607577,43.578842930526896,0,0,0,0
2020-08-04,11096.54,-0.002597650070469082,32.14711966826289,40.30490880980864,42.921460454281934,0,0,0,0
2020-08-03,11055.08,-0.003736299783536179,21.24653834082613,37.53558009105714,41.943935741333455,0,0,0,0
2020-07-31,10905.88,-0.013496057920883486,6.17543882549979,28.9467021572298,38.54210361599461,0,0,0,0
2020-07-30,10715.51,-0.017455721133920354,2.1975416476241514,21.43641698644304,34.67749284720681,0,1,1,0
2020-07-29,10662.98,-0.004902239837394684,1.6212183985565314,19.740496293820552,33.67412486755403,0,0,0,0
2020-07-28,10532.5,-0.012236729319570984,0.7040041551153828,15.97366823946493,31.25502587868377,0,0,0,0
2020-07-27,10674.38,0.013470685971991305,55.48007734438411,32.724400084031835,36.58937313048485,1,0,0,1
2020-07-24,10483.13,-0.01791673146356043,22.306237580525565,24.74504016484365,32.885088932745994,0,0,0,0
2020-07-23,10580.59,0.009296841687549406,51.725485173895905,34.510138920554056,36.41769526256636,0,0,0,0
