date,close,ROI,RSI_6,Entry_signal_long_2,Exit_signal_long_2,Entry_signal_short_2,Exit_signal_short_2
2020-10-22 17:00,1903.88,,,0,0,0,0
2020-10-22 18:00,1906.45,0.001349875,,0,0,0,0
2020-10-22 19:00,1904.94,-0.000792048,,0,0,0,0
2020-10-22 20:00,1903.31,-0.00085567,,0,0,0,0
2020-10-22 21:00,1904.57,0.000662005,,0,0,0,0
2020-10-22 22:00,1907.02,0.00128638,,0,0,0,0
2020-10-22 23:00,1906.55,-0.000246458,64.8416385,0,0,0,0
2020-10-23 0:00,1905.95,-0.000314705,57.98712251,0,0,0,0
2020-10-23 1:00,1904.92,-0.000540413,47.61762397,0,0,0,0
2020-10-23 2:00,1906.49,0.000824182,60.52845049,0,0,0,0
2020-10-23 3:00,1908.84,0.001232632,72.64067063,0,0,0,0
2020-10-23 4:00,1911.12,0.001194443,79.84227583,0,0,0,0
2020-10-23 5:00,1909.25,-0.000978484,63.4138489,0,0,0,0
2020-10-23 6:00,1910.68,0.000748985,69.22471461,0,0,0,0
2020-10-23 7:00,1910.78,5.23E-05,69.62949672,0,0,0,0
2020-10-23 8:00,1910.72,-3.14E-05,68.97628865,0,0,0,0
2020-10-23 9:00,1903.46,-0.003799615,29.20063991,0,0,0,0
2020-10-23 10:00,1898.02,-0.002857953,19.22973955,0,0,0,0
2020-10-23 11:00,1898.78,0.000400417,23.60308485,0,0,0,0
2020-10-23 12:00,1900.96,0.001148106,35.60472113,0,0,0,0
2020-10-23 13:00,1903.25,0.001204654,46.24890134,0,0,0,0
2020-10-23 14:00,1902.24,-0.000530671,42.5283771,0,0,0,0
2020-10-23 15:00,1903.72,0.00077803,49.65064373,0,0,0,0
2020-10-23 16:00,1902.05,-0.00087723,42.51626903,0,0,0,0
2020-10-25 18:00,1893.74,-0.00436897,22.88258215,0,0,0,0
2020-10-25 19:00,1898.64,0.002587472,41.87518873,0,0,0,0
2020-10-25 20:00,1900.21,0.000826908,46.90308384,0,0,0,0
2020-10-25 21:00,1897.65,-0.00134722,40.11358539,0,0,0,0
2020-10-25 22:00,1899.1,0.000764103,45.477944,0,0,0,0
2020-10-25 23:00,1898.42,-0.000358064,43.29544595,0,0,0,0
2020-10-26 0:00,1897.57,-0.000447741,40.38809368,0,0,0,0
2020-10-26 1:00,1897.22,-0.000184446,39.09102533,0,0,0,0
2020-10-26 2:00,1897.86,0.000337336,43.10070407,0,0,0,0
2020-10-26 3:00,1900.49,0.001385771,57.04505919,0,0,0,0
2020-10-26 4:00,1898.53,-0.001031313,46.79023271,0,0,0,0
2020-10-26 5:00,1902.82,0.002259643,63.85608388,0,0,0,0
2020-10-26 6:00,1904.76,0.001019539,69.21420631,0,0,0,0
2020-10-26 7:00,1903.93,-0.00043575,64.31896523,0,0,0,0
2020-10-26 8:00,1901.5,-0.001276307,51.51789269,0,0,0,0
2020-10-26 9:00,1905.22,0.00195635,64.49799472,0,0,0,0
2020-10-26 10:00,1903.67,-0.000813554,56.88331688,0,0,0,0
2020-10-26 11:00,1904.48,0.000425494,59.85543869,0,0,0,0
2020-10-26 12:00,1904.21,-0.000141771,58.24933988,0,0,0,0
2020-10-26 13:00,1902.68,-0.000803483,49.26097738,0,0,0,0
2020-10-26 14:00,1903.46,0.000409948,53.63760735,0,0,0,0
2020-10-26 15:00,1902.49,-0.000509598,47.52061218,0,0,0,0
2020-10-26 16:00,1902.08,-0.000215507,44.9221147,0,0,0,0
2020-10-26 17:00,1902.04,-2.10E-05,44.63636454,0,0,0,0
2020-10-26 18:00,1902.56,0.000273391,49.63424878,0,0,0,0
2020-10-26 19:00,1902.29,-0.000141914,46.99111579,0,0,0,0
2020-10-26 20:00,1905.41,0.001640128,69.50761992,0,0,0,0
2020-10-26 21:00,1907.05,0.000860707,75.95107106,0,0,0,0
2020-10-26 22:00,1908.94,0.000991059,81.3896066,0,0,0,0
2020-10-26 23:00,1907.7,-0.000649575,69.0887659,0,0,0,0
2020-10-27 0:00,1907.74,2.10E-05,69.26855707,0,0,0,0
2020-10-27 1:00,1907.78,2.10E-05,69.48156487,0,0,0,0
2020-10-27 2:00,1908.53,0.000393127,73.59890724,0,0,0,0
2020-10-27 3:00,1904.27,-0.002232084,38.34137188,0,0,0,0
2020-10-27 4:00,1901.37,-0.001522893,27.55722649,0,0,0,0
2020-10-27 5:00,1900.93,-0.000231412,26.21477046,0,0,0,0
2020-10-27 6:00,1900.92,-5.26E-06,26.17998781,0,0,0,0
2020-10-27 7:00,1903,0.001094207,44.54533624,0,0,0,0
2020-10-27 8:00,1905.73,0.001434577,60.15721851,0,0,0,0
2020-10-27 9:00,1906.79,0.000556217,64.7774379,0,0,0,0
2020-10-27 10:00,1905.78,-0.000529686,57.19409189,0,0,0,0
2020-10-27 11:00,1908.72,0.001542675,69.61804949,0,0,0,0
2020-10-27 12:00,1909.45,0.000382455,72.03633263,0,0,0,0
2020-10-27 13:00,1908.71,-0.000387546,65.67722204,0,0,0,0
2020-10-27 14:00,1908.02,-0.000361501,59.77317604,0,0,0,0
2020-10-27 15:00,1908,-1.05E-05,59.58686113,0,0,0,0
2020-10-27 16:00,1907.99,-5.24E-06,59.47562866,0,0,0,0
2020-10-27 17:00,1907.96,-1.57E-05,59.07860735,0,0,0,0
2020-10-27 18:00,1905.04,-0.00153043,33.19615569,0,0,0,0
2020-10-27 19:00,1905.29,0.000131231,36.07351686,0,0,0,0
2020-10-27 20:00,1906.51,0.000640322,48.94982181,0,0,0,0
2020-10-27 21:00,1906.74,0.000120639,51.17469203,0,0,0,0
2020-10-27 22:00,1905.74,-0.000524455,41.69410042,0,0,0,0
2020-10-27 23:00,1906.86,0.000587698,53.31750875,0,0,0,0
2020-10-28 0:00,1908.28,0.00074468,64.18131861,0,0,0,0
2020-10-28 1:00,1908.43,7.86E-05,65.20766938,0,0,0,0
2020-10-28 2:00,1906.43,-0.001047982,44.70979326,0,0,0,0
2020-10-28 3:00,1906.13,-0.000157362,42.31547482,0,0,0,0
2020-10-28 4:00,1904.18,-0.001023015,29.84778562,0,0,0,0
2020-10-28 5:00,1899.93,-0.002231932,16.85755436,0,0,0,0
2020-10-28 6:00,1896.58,-0.001763223,11.94162753,0,0,0,0
2020-10-28 7:00,1891.23,-0.002820867,7.660499914,0,0,0,0
2020-10-28 8:00,1882.15,-0.004801108,4.427668475,0,0,0,0
2020-10-28 9:00,1876.18,-0.003171904,3.321674521,0,0,0,0
2020-10-28 10:00,1871.78,-0.002345191,2.720629899,0,0,0,0
2020-10-28 11:00,1882.73,0.005850046,36.8468071,1,0,0,1
2020-10-28 12:00,1880.64,-0.00111009,34.10639356,0,0,0,0
2020-10-28 13:00,1881.13,0.00026055,35.45690136,0,0,0,0
2020-10-28 14:00,1877.01,-0.002190173,29.38109207,0,0,0,0
2020-10-28 15:00,1876.99,-1.07E-05,29.35179312,0,0,0,0
2020-10-28 16:00,1877.19,0.000106554,30.18720445,0,0,0,0
2020-10-28 17:00,1877.08,-5.86E-05,29.95343392,0,0,0,0
2020-10-28 18:00,1878.19,0.000591344,35.9587796,0,0,0,0
2020-10-28 19:00,1879.4,0.000644237,42.4166821,0,0,0,0
2020-10-28 20:00,1878.4,-0.000532085,38.56039601,0,0,0,0
2020-10-28 21:00,1878.43,1.60E-05,38.76082677,0,0,0,0
2020-10-28 22:00,1878.6,9.05E-05,40.08982818,0,0,0,0
2020-10-28 23:00,1881.9,0.001756627,60.20645062,0,0,0,0
2020-10-29 0:00,1882.42,0.000276316,62.58221427,0,0,0,0
2020-10-29 1:00,1882.78,0.000191243,64.35039123,0,0,0,0
2020-10-29 2:00,1882.95,9.03E-05,65.28011427,0,0,0,0
2020-10-29 3:00,1881.35,-0.00084973,50.42708598,0,0,0,0
2020-10-29 4:00,1877.73,-0.00192415,31.17136575,0,0,0,0
2020-10-29 5:00,1877.35,-0.000202372,29.74080946,0,0,0,0
2020-10-29 6:00,1877.99,0.000340906,35.70440226,0,0,0,0
2020-10-29 7:00,1872.24,-0.003061784,18.64351212,0,0,0,0
2020-10-29 8:00,1864.08,-0.004358416,10.27906657,0,0,0,0
2020-10-29 9:00,1871.86,0.004173641,40.71214343,0,0,0,0
2020-10-29 10:00,1873.8,0.001036402,46.17522496,0,0,0,0
2020-10-29 11:00,1868.77,-0.002684385,35.88670291,0,0,0,0
2020-10-29 12:00,1868.53,-0.000128427,35.43464244,0,0,0,0
2020-10-29 13:00,1867.73,-0.000428144,33.73482819,0,0,0,0
2020-10-29 14:00,1869.16,0.000765635,39.91714515,0,0,0,0
2020-10-29 15:00,1869.52,0.0001926,41.56414312,0,0,0,0
2020-10-29 16:00,1867.59,-0.001032351,35.33310556,0,0,0,0
2020-10-29 17:00,1868.23,0.000342688,38.97362237,0,0,0,0
2020-10-29 18:00,1866.7,-0.000818957,33.55454777,0,0,0,0
2020-10-29 19:00,1868.39,0.000905341,43.89485747,0,0,0,0
2020-10-29 20:00,1867.39,-0.00053522,39.52710667,0,0,0,0
2020-10-29 21:00,1874.68,0.003903844,67.66965159,0,0,0,0
2020-10-29 22:00,1874.64,-2.13E-05,67.46293204,0,0,0,0
2020-10-29 23:00,1876.28,0.000874835,71.7142229,0,0,0,0
2020-10-30 0:00,1873.86,-0.001289786,58.23967731,0,0,0,0
2020-10-30 1:00,1868.6,-0.00280704,39.08512633,0,0,0,0
2020-10-30 2:00,1870.46,0.000995398,46.54527619,0,0,0,0
2020-10-30 3:00,1871.66,0.000641553,51.1746195,0,0,0,0
2020-10-30 4:00,1869.47,-0.001170084,43.01614594,0,0,0,0
2020-10-30 5:00,1874.11,0.002481987,59.4516381,0,0,0,0
2020-10-30 6:00,1876.36,0.00120057,65.27896453,0,0,0,0
2020-10-30 7:00,1879.28,0.001556205,71.62871452,0,0,0,0
2020-10-30 8:00,1887.9,0.004586863,82.78277153,0,0,0,0
2020-10-30 9:00,1885.2,-0.00143016,72.12476458,0,0,0,0
2020-10-30 10:00,1879.54,-0.003002334,54.48027065,0,0,0,0
2020-10-30 11:00,1879.45,-4.79E-05,54.22713763,0,0,0,0
2020-10-30 12:00,1881.66,0.001175876,59.73929862,0,0,0,0
2020-10-30 13:00,1879.69,-0.001046948,52.92209803,0,0,0,0
2020-10-30 14:00,1879.86,9.04E-05,53.47192367,0,0,0,0
2020-10-30 15:00,1877.48,-0.001266052,44.70118434,0,0,0,0
2020-10-30 16:00,1878.81,0.000708396,50.18094751,0,0,0,0
