,date,close,ROI,RSI_6,Entry_signal_long_2,Exit_signal_long_2,Entry_signal_short_2,Exit_signal_short_2,LONG,SHORT,account_value,cash_flow,shares_long,shares_short
0,2020-10-22 17:00,1903.88,,,0,0,0,0,0,0,100000.0,0,0.0,0
1,2020-10-22 18:00,1906.45,0.001349875,,0,0,0,0,0,0,100000.0,0,0.0,0
2,2020-10-22 19:00,1904.94,-0.0007920480000000001,,0,0,0,0,0,0,100000.0,0,0.0,0
3,2020-10-22 20:00,1903.31,-0.00085567,,0,0,0,0,0,0,100000.0,0,0.0,0
4,2020-10-22 21:00,1904.57,0.000662005,,0,0,0,0,0,0,100000.0,0,0.0,0
5,2020-10-22 22:00,1907.02,0.00128638,,0,0,0,0,0,0,100000.0,0,0.0,0
6,2020-10-22 23:00,1906.55,-0.000246458,64.8416385,0,0,0,0,0,0,100000.0,0,0.0,0
7,2020-10-23 0:00,1905.95,-0.000314705,57.98712251,0,0,0,0,0,0,100000.0,0,0.0,0
8,2020-10-23 1:00,1904.92,-0.000540413,47.61762397,0,0,0,0,0,0,100000.0,0,0.0,0
9,2020-10-23 2:00,1906.49,0.000824182,60.52845049,0,0,0,0,0,0,100000.0,0,0.0,0
10,2020-10-23 3:00,1908.84,0.001232632,72.64067063,0,0,0,0,0,0,100000.0,0,0.0,0
11,2020-10-23 4:00,1911.12,0.0011944430000000001,79.84227583,0,0,0,0,0,0,100000.0,0,0.0,0
12,2020-10-23 5:00,1909.25,-0.000978484,63.4138489,0,0,0,0,0,0,100000.0,0,0.0,0
13,2020-10-23 6:00,1910.68,0.000748985,69.22471461,0,0,0,0,0,0,100000.0,0,0.0,0
14,2020-10-23 7:00,1910.78,5.2300000000000004e-05,69.62949672,0,0,0,0,0,0,100000.0,0,0.0,0
15,2020-10-23 8:00,1910.72,-3.14e-05,68.97628865,0,0,0,0,0,0,100000.0,0,0.0,0
16,2020-10-23 9:00,1903.46,-0.003799615,29.20063991,0,0,0,0,0,0,100000.0,0,0.0,0
17,2020-10-23 10:00,1898.02,-0.002857953,19.22973955,0,0,0,0,0,0,100000.0,0,0.0,0
18,2020-10-23 11:00,1898.78,0.00040041699999999997,23.60308485,0,0,0,0,0,0,100000.0,0,0.0,0
19,2020-10-23 12:00,1900.96,0.001148106,35.60472113,0,0,0,0,0,0,100000.0,0,0.0,0
20,2020-10-23 13:00,1903.25,0.0012046539999999999,46.24890134,0,0,0,0,0,0,100000.0,0,0.0,0
21,2020-10-23 14:00,1902.24,-0.000530671,42.5283771,0,0,0,0,0,0,100000.0,0,0.0,0
22,2020-10-23 15:00,1903.72,0.00077803,49.65064373,0,0,0,0,0,0,100000.0,0,0.0,0
23,2020-10-23 16:00,1902.05,-0.00087723,42.51626903,0,0,0,0,0,0,100000.0,0,0.0,0
24,2020-10-25 18:00,1893.74,-0.00436897,22.88258215,0,0,0,0,0,0,100000.0,0,0.0,0
25,2020-10-25 19:00,1898.64,0.002587472,41.87518873,0,0,0,0,0,0,100000.0,0,0.0,0
26,2020-10-25 20:00,1900.21,0.000826908,46.90308384,0,0,0,0,0,0,100000.0,0,0.0,0
27,2020-10-25 21:00,1897.65,-0.00134722,40.11358539,0,0,0,0,0,0,100000.0,0,0.0,0
28,2020-10-25 22:00,1899.1,0.000764103,45.477944,0,0,0,0,0,0,100000.0,0,0.0,0
29,2020-10-25 23:00,1898.42,-0.000358064,43.29544595,0,0,0,0,0,0,100000.0,0,0.0,0
30,2020-10-26 0:00,1897.57,-0.000447741,40.38809368,0,0,0,0,0,0,100000.0,0,0.0,0
31,2020-10-26 1:00,1897.22,-0.00018444599999999998,39.09102533,0,0,0,0,0,0,100000.0,0,0.0,0
32,2020-10-26 2:00,1897.86,0.000337336,43.10070407,0,0,0,0,0,0,100000.0,0,0.0,0
33,2020-10-26 3:00,1900.49,0.001385771,57.04505919,0,0,0,0,0,0,100000.0,0,0.0,0
34,2020-10-26 4:00,1898.53,-0.001031313,46.79023271,0,0,0,0,0,0,100000.0,0,0.0,0
35,2020-10-26 5:00,1902.82,0.002259643,63.85608388,0,0,0,0,0,0,100000.0,0,0.0,0
36,2020-10-26 6:00,1904.76,0.0010195389999999999,69.21420631,0,0,0,0,0,0,100000.0,0,0.0,0
37,2020-10-26 7:00,1903.93,-0.00043575,64.31896523,0,0,0,0,0,0,100000.0,0,0.0,0
38,2020-10-26 8:00,1901.5,-0.001276307,51.51789269,0,0,0,0,0,0,100000.0,0,0.0,0
39,2020-10-26 9:00,1905.22,0.00195635,64.49799472,0,0,0,0,0,0,100000.0,0,0.0,0
40,2020-10-26 10:00,1903.67,-0.000813554,56.88331688,0,0,0,0,0,0,100000.0,0,0.0,0
41,2020-10-26 11:00,1904.48,0.000425494,59.85543869,0,0,0,0,0,0,100000.0,0,0.0,0
42,2020-10-26 12:00,1904.21,-0.000141771,58.24933988,0,0,0,0,0,0,100000.0,0,0.0,0
43,2020-10-26 13:00,1902.68,-0.000803483,49.26097738,0,0,0,0,0,0,100000.0,0,0.0,0
44,2020-10-26 14:00,1903.46,0.00040994800000000004,53.63760735,0,0,0,0,0,0,100000.0,0,0.0,0
45,2020-10-26 15:00,1902.49,-0.000509598,47.52061218,0,0,0,0,0,0,100000.0,0,0.0,0
46,2020-10-26 16:00,1902.08,-0.000215507,44.92211470000001,0,0,0,0,0,0,100000.0,0,0.0,0
47,2020-10-26 17:00,1902.04,-2.1e-05,44.63636454,0,0,0,0,0,0,100000.0,0,0.0,0
48,2020-10-26 18:00,1902.56,0.000273391,49.63424878,0,0,0,0,0,0,100000.0,0,0.0,0
49,2020-10-26 19:00,1902.29,-0.00014191399999999998,46.99111579,0,0,0,0,0,0,100000.0,0,0.0,0
50,2020-10-26 20:00,1905.41,0.0016401279999999998,69.50761992,0,0,0,0,0,0,100000.0,0,0.0,0
51,2020-10-26 21:00,1907.05,0.0008607069999999999,75.95107106,0,0,0,0,0,0,100000.0,0,0.0,0
52,2020-10-26 22:00,1908.94,0.0009910589999999999,81.3896066,0,0,0,0,0,0,100000.0,0,0.0,0
53,2020-10-26 23:00,1907.7,-0.000649575,69.08876590000001,0,0,0,0,0,0,100000.0,0,0.0,0
54,2020-10-27 0:00,1907.74,2.1e-05,69.26855707,0,0,0,0,0,0,100000.0,0,0.0,0
55,2020-10-27 1:00,1907.78,2.1e-05,69.48156487,0,0,0,0,0,0,100000.0,0,0.0,0
56,2020-10-27 2:00,1908.53,0.00039312699999999995,73.59890724,0,0,0,0,0,0,100000.0,0,0.0,0
57,2020-10-27 3:00,1904.27,-0.002232084,38.34137188,0,0,0,0,0,0,100000.0,0,0.0,0
58,2020-10-27 4:00,1901.37,-0.001522893,27.55722649,0,0,0,0,0,0,100000.0,0,0.0,0
59,2020-10-27 5:00,1900.93,-0.000231412,26.21477046,0,0,0,0,0,0,100000.0,0,0.0,0
60,2020-10-27 6:00,1900.92,-5.26e-06,26.17998781,0,0,0,0,0,0,100000.0,0,0.0,0
61,2020-10-27 7:00,1903.0,0.001094207,44.54533624,0,0,0,0,0,0,100000.0,0,0.0,0
62,2020-10-27 8:00,1905.73,0.001434577,60.15721851,0,0,0,0,0,0,100000.0,0,0.0,0
63,2020-10-27 9:00,1906.79,0.000556217,64.7774379,0,0,0,0,0,0,100000.0,0,0.0,0
64,2020-10-27 10:00,1905.78,-0.000529686,57.19409189,0,0,0,0,0,0,100000.0,0,0.0,0
