,date,close,ROI,RSI_6,Entry_signal_long_5,Exit_signal_long_5,Entry_signal_short_5,Exit_signal_short_5,LONG,SHORT,account_value,cash_flow,shares_long,shares_short
77,2020-10-23,11692.57,0.002543105,48.85514364,0,0,0,0,0,0,100000.0,0,0,0
78,2020-10-26,11504.52,-0.016082863,33.41620261,0,0,0,0,0,0,100000.0,0,0,0
79,2020-10-27,11598.95,0.008208078,44.06722872,0,0,0,0,0,0,100000.0,0,0,0
80,2020-10-28,11142.76,-0.039330284,22.86425027,0,0,0,0,0,0,100000.0,0,0,0
81,2020-10-29,11350.74,0.018665035,38.93776602,0,0,0,0,0,0,100000.0,0,0,0
82,2020-10-30,11052.95,-0.026235294,28.672146500000004,0,0,0,0,0,0,100000.0,0,0,0
83,2020-11-02,11084.76,0.002877965,31.00385244,0,0,0,0,0,0,100000.0,0,0,0
84,2020-11-03,11279.91,0.017605253,44.38746736,0,0,0,0,0,0,100000.0,0,0,0
85,2020-11-04,11777.02,0.044070387,65.08820911,0,0,0,0,0,0,100000.0,0,0,0
86,2020-11-05,12078.07,0.025562493999999998,72.52139903,0,0,0,0,0,0,100000.0,0,0,0
87,2020-11-06,12091.35,0.001099513,72.82764548,0,0,0,0,0,0,100000.0,0,0,0
88,2020-11-09,11830.39,-0.021582371,57.67133301,0,0,0,0,0,0,100000.0,0,0,0
89,2020-11-10,11624.29,-0.017421235,48.17046264,0,0,0,0,0,0,100000.0,0,0,0
90,2020-11-11,11892.93,0.023110229,58.78950138,0,0,0,0,0,0,100000.0,0,0,0
91,2020-11-12,11827.14,-0.005531858000000001,55.45073788,0,0,0,0,0,0,100000.0,0,0,0
92,2020-11-13,11937.84,0.009359828,60.03372402,0,0,0,0,0,0,100000.0,0,0,0
93,2020-11-16,12013.38,0.006327778,63.13890466,0,0,0,0,0,0,100000.0,0,0,0
94,2020-11-17,11977.49,-0.002987502,60.4606981,0,0,0,0,0,0,100000.0,0,0,0
95,2020-11-18,11894.71,-0.006911298000000001,54.10821601,0,0,0,0,0,0,100000.0,0,0,0
96,2020-11-19,11985.43,0.00762692,59.67949741,0,0,0,0,0,0,100000.0,0,0,0
97,2020-11-20,11906.44,-0.006590502,52.96162468,0,0,0,0,0,0,100000.0,0,0,0
98,2020-11-23,11905.94,-4.2e-05,52.91637913,0,0,0,0,0,0,100000.0,0,0,0
99,2020-11-24,12079.81,0.014603635,65.29017382,0,0,0,0,0,0,100000.0,0,0,0
100,2020-11-25,12152.22,0.0059943,69.31964925,0,0,0,0,0,0,100000.0,0,0,0
101,2020-11-27,12258.21,0.008721863,74.51612723,0,0,0,0,0,0,100000.0,0,0,0
102,2020-11-30,12268.32,0.000824753,75.00079318,0,0,0,0,0,0,100000.0,0,0,0
103,2020-12-01,12455.33,0.015243326000000001,82.42160264,0,0,0,0,0,0,100000.0,0,0,0
104,2020-12-02,12456.41,8.669999999999999e-05,82.45768974,0,0,0,0,0,0,100000.0,0,0,0
105,2020-12-03,12467.13,0.000860601,82.8764061,0,0,0,0,0,0,100000.0,0,0,0
106,2020-12-04,12528.48,0.00492094,85.28800815,0,0,0,0,0,0,100000.0,0,0,0
107,2020-12-07,12596.47,0.005426835,87.60879829,0,0,0,0,0,0,100000.0,0,0,0
108,2020-12-08,12635.72,0.003115952,88.82950841,0,0,0,0,0,0,100000.0,0,0,0
109,2020-12-09,12364.64,-0.021453467,48.90237485,0,1,1,0,0,0,100000.0,0,0,0
110,2020-12-10,12401.74,0.003000492,52.41505137,0,0,0,0,0,0,100000.0,0,0,0
111,2020-12-11,12375.41,-0.002123089,49.51609282,0,0,0,0,0,0,100000.0,0,0,0
112,2020-12-14,12462.21,0.0070139090000000005,58.57881422,0,0,0,0,0,0,100000.0,0,0,0
113,2020-12-15,12595.92,0.010729236999999999,68.89931969,0,0,0,0,0,0,100000.0,0,0,0
114,2020-12-16,12668.16,0.00573519,73.22455923,0,0,0,0,0,0,100000.0,0,0,0
115,2020-12-17,12752.06,0.006622903,77.57168656,0,0,0,0,0,0,100000.0,0,0,0
116,2020-12-18,12738.18,-0.001088452,75.14953788,0,0,0,0,0,0,100000.0,0,0,0
117,2020-12-21,12690.26,-0.0037619190000000003,66.54159528,0,0,0,0,0,0,100000.0,0,0,0
118,2020-12-22,12717.56,0.0021512560000000003,68.97135300000001,0,0,0,0,0,0,100000.0,0,0,0
119,2020-12-23,12653.14,-0.005065437,57.20749012,0,0,0,0,0,0,100000.0,0,0,0
120,2020-12-24,12711.01,0.004573568,63.85350627,0,0,0,0,0,0,100000.0,0,0,0
121,2020-12-28,12838.86,0.010058209,74.39576952,0,0,0,0,0,0,100000.0,0,0,0
122,2020-12-29,12843.49,0.00036062400000000004,74.71622748,0,0,0,0,0,0,100000.0,0,0,0
123,2020-12-30,12845.36,0.000145599,74.86867368,0,0,0,0,0,0,100000.0,0,0,0
124,2020-12-31,12888.28,0.0033412840000000004,78.44771988,0,0,0,0,0,0,100000.0,0,0,0
125,2021-01-04,12694.66,-0.015022951000000001,44.29708457,0,0,0,0,0,0,100000.0,0,0,0
126,2021-01-05,12802.38,0.008485458000000001,56.84064403,0,0,0,0,0,0,100000.0,0,0,0
127,2021-01-06,12623.35,-0.013984119,39.22449599,0,0,0,0,0,0,100000.0,0,0,0
128,2021-01-07,12939.57,0.025050403,63.31966656,0,0,0,0,0,0,100000.0,0,0,0
129,2021-01-08,13105.2,0.012800271,70.63672929,0,0,0,0,0,0,100000.0,0,0,0
130,2021-01-11,12902.49,-0.015467906000000002,54.63143883,0,0,0,0,0,0,100000.0,0,0,0
131,2021-01-12,12892.09,-0.000806046,53.87981851,0,0,0,0,0,0,100000.0,0,0,0
132,2021-01-13,12973.63,0.006324808,59.16550799,0,0,0,0,0,0,100000.0,0,0,0
133,2021-01-14,12898.69,-0.0057763319999999995,52.52636241,0,0,0,0,0,0,100000.0,0,0,0
134,2021-01-15,12803.93,-0.007346482,44.88399806,0,0,0,0,0,0,100000.0,0,0,0
135,2021-01-19,12996.54,0.015043038,59.3204772,0,0,0,0,0,0,100000.0,0,0,0
136,2021-01-20,13296.45,0.023076142,72.68757663,0,0,0,0,0,0,100000.0,0,0,0
137,2021-01-21,13404.99,0.008163080999999999,76.09846316,0,0,0,0,0,0,100000.0,0,0,0
138,2021-01-22,13366.4,-0.002878779,72.24895863,0,0,0,0,0,0,100000.0,0,0,0
139,2021-01-25,13483.29,0.008745062,76.55906263,0,0,0,0,0,0,100000.0,0,0,0
140,2021-01-26,13490.19,0.000511745,76.81414739,0,0,0,0,0,0,100000.0,0,0,0
141,2021-01-27,13112.65,-0.027986262999999997,44.80254772,0,1,1,0,0,0,100000.0,0,0,0
142,2021-01-28,13201.53,0.006778187,50.61648667,0,0,0,0,0,0,100000.0,0,0,0
143,2021-01-29,12925.38,-0.02091803,36.34384049,0,0,0,0,0,0,100000.0,0,0,0
144,2021-02-01,13248.9,0.025029825,54.41457613,0,0,0,0,0,0,100000.0,0,0,0
145,2021-02-02,13456.12,0.015640544,62.57957141,0,0,0,0,0,0,100000.0,0,0,0
146,2021-02-03,13402.37,-0.003994465,59.27489616,0,0,0,0,0,0,100000.0,0,0,0
147,2021-02-04,13560.89,0.011827758999999998,65.68751238,0,0,0,0,0,0,100000.0,0,0,0
148,2021-02-05,13603.96,0.003176045,67.36305179,0,0,0,0,0,0,100000.0,0,0,0
149,2021-02-08,13695.02,0.006693639,70.96072882,0,0,0,0,0,0,100000.0,0,0,0
150,2021-02-09,13687.08,-0.000579773,70.15158776,0,0,0,0,0,0,100000.0,0,0,0
151,2021-02-10,13655.27,-0.00232409,66.50581016,0,0,0,0,0,0,100000.0,0,0,0
152,2021-02-11,13734.35,0.0057911709999999995,71.00164427,0,0,0,0,0,0,100000.0,0,0,0
153,2021-02-12,13807.7,0.005340624,74.77091252,0,0,0,0,0,0,100000.0,0,0,0
154,2021-02-16,13773.77,-0.002457325,69.73909408,0,0,0,0,0,0,100000.0,0,0,0
155,2021-02-17,13699.71,-0.0053768869999999995,59.28844151,0,0,0,0,0,0,100000.0,0,0,0
156,2021-02-18,13637.51,-0.004540242,51.50915982,0,0,0,0,0,0,100000.0,0,0,0
157,2021-02-19,13580.78,-0.00415985,45.04099492,0,0,0,0,0,0,100000.0,0,0,0
158,2021-02-22,13223.74,-0.026290095,23.11716236,0,0,0,0,0,0,100000.0,0,0,0
159,2021-02-23,13194.71,-0.002195294,22.06905989,0,0,0,0,0,0,100000.0,0,0,0
160,2021-02-24,13302.19,0.008145689000000001,35.13502121,0,0,0,0,0,0,100000.0,0,0,0
161,2021-02-25,12828.31,-0.035624209,18.61891252,0,0,0,0,0,0,100000.0,0,0,0
162,2021-02-26,12909.44,0.006324294,25.78607508,0,0,0,0,0,0,100000.0,0,0,0
163,2021-03-01,13282.95,0.028933091,50.07633756,0,0,0,0,0,0,100000.0,0,0,0
164,2021-03-02,13059.95,-0.016788439,40.56428027,0,0,0,0,0,0,100000.0,0,0,0
165,2021-03-03,12683.33,-0.028837783,29.28902138,0,0,0,0,0,0,100000.0,0,0,0
166,2021-03-04,12464.0,-0.017292777,24.52505542,0,0,0,0,0,0,100000.0,0,0,0
167,2021-03-05,12668.51,0.016408055,36.14618616,0,0,0,0,0,0,100000.0,0,0,0
168,2021-03-08,12299.08,-0.029161283,27.10080873,0,0,0,0,0,0,100000.0,0,0,0
169,2021-03-09,12794.49,0.040280249,48.02925575,0,0,0,0,0,0,100000.0,0,0,0
170,2021-03-10,12752.07,-0.00331549,46.65305582,0,0,0,0,0,0,100000.0,0,0,0
171,2021-03-11,13052.9,0.02359068,57.11113551,0,0,0,0,0,0,100000.0,0,0,0
172,2021-03-12,12937.29,-0.008857036,52.37602181,0,0,0,0,0,0,100000.0,0,0,0
173,2021-03-15,13082.54,0.011227235,57.66759216,0,0,0,0,0,0,100000.0,0,0,0
174,2021-03-16,13152.28,0.005330769,60.21459668,0,0,0,0,0,0,100000.0,0,0,0
175,2021-03-17,13202.38,0.003809225,62.17640503,0,0,0,0,0,0,100000.0,0,0,0
176,2021-03-18,12789.14,-0.031300417000000004,41.78336099,0,0,0,0,0,0,100000.0,0,0,0
177,2021-03-19,12866.99,0.006087196,45.8019847,0,0,0,0,0,0,100000.0,0,0,0
178,2021-03-22,13086.51,0.017060711,56.06428339,0,0,0,0,0,0,100000.0,0,0,0
179,2021-03-23,13017.79,-0.005251209000000001,52.34126017,0,0,0,0,0,0,100000.0,0,0,0
180,2021-03-24,12798.88,-0.016816218,41.74451315,0,0,0,0,0,0,100000.0,0,0,0
181,2021-03-25,12780.51,-0.0014352820000000002,40.91047162,0,0,0,0,0,0,100000.0,0,0,0
182,2021-03-26,12979.12,0.015540068,53.074343500000005,0,0,0,0,0,0,100000.0,0,0,0
183,2021-03-29,12965.74,-0.0010308869999999999,52.20555457,0,0,0,0,0,0,100000.0,0,0,0
184,2021-03-30,12896.53,-0.005337914,47.39036208,0,0,0,0,0,0,100000.0,0,0,0
185,2021-03-31,13091.44,0.015113368,59.89216564,0,0,0,0,0,0,100000.0,0,0,0
186,2021-04-01,13329.51,0.018185165,70.25313442,0,0,0,0,0,0,100000.0,0,0,0
187,2021-04-05,13598.16,0.020154528999999997,77.96221405,0,0,0,0,0,0,100000.0,0,0,0
188,2021-04-06,13578.46,-0.001448725,76.22395920000001,0,0,0,0,0,0,100000.0,0,0,0
189,2021-04-07,13616.7,0.002816225,77.39780951,0,0,0,0,0,0,100000.0,0,0,0
190,2021-04-08,13758.5,0.010413683,81.46892476,0,0,0,0,0,0,100000.0,0,0,0
191,2021-04-09,13845.05,0.006290657,83.62874201,0,0,0,0,0,0,100000.0,0,0,0
192,2021-04-12,13819.35,-0.0018562589999999999,80.29411400000001,0,0,0,0,0,0,100000.0,0,0,0
193,2021-04-13,13986.49,0.012094635,84.97094785,0,0,0,0,0,0,100000.0,0,0,0
194,2021-04-14,13803.91,-0.013054026000000002,64.80854464,0,1,1,0,0,0,100000.0,0,0,0
195,2021-04-15,14026.19,0.016102684,73.86754808,0,0,0,0,0,0,100000.0,0,0,0
196,2021-04-16,14041.91,0.001120761,74.42623847,0,0,0,0,0,0,100000.0,0,0,0
197,2021-04-19,13907.67,-0.009559953000000001,61.05117828,0,0,0,0,0,0,100000.0,0,0,0
198,2021-04-20,13809.3,-0.007073076,52.71998969,0,0,0,0,0,0,100000.0,0,0,0
199,2021-04-21,13935.15,0.009113424,60.90946884,0,0,0,0,0,0,100000.0,0,0,0
200,2021-04-22,13762.36,-0.012399578999999999,47.38630777,0,0,0,0,0,0,100000.0,0,0,0
201,2021-04-23,13941.44,0.013012303000000001,58.77068453,0,0,0,0,0,0,100000.0,0,0,0
202,2021-04-26,14026.16,0.006076847,63.28113424,0,0,0,0,0,0,100000.0,0,0,0
203,2021-04-27,13960.28,-0.0046969379999999995,57.41945957,0,0,0,0,0,0,100000.0,0,0,0
204,2021-04-28,13901.62,-0.004201921,52.24828489,0,0,0,0,0,0,100000.0,0,0,0
205,2021-04-29,13970.21,0.004933957,57.60550581,0,0,0,0,0,0,100000.0,0,0,0
206,2021-04-30,13860.76,-0.007834528,47.41873076,0,0,0,0,0,0,100000.0,0,0,0
207,2021-05-03,13799.72,-0.004403799,42.40077817,0,0,0,0,0,0,100000.0,0,0,0
208,2021-05-04,13544.67,-0.018482258999999997,27.70203169,0,0,0,0,0,0,100000.0,0,0,0
209,2021-05-05,13503.37,-0.00304917,25.95374567,0,0,0,0,0,0,100000.0,0,0,0
210,2021-05-06,13613.73,0.008172775,38.41635881,0,0,0,0,0,0,100000.0,0,0,0
211,2021-05-07,13719.63,0.0077789109999999995,48.41411265,0,0,0,0,0,0,100000.0,0,0,0
212,2021-05-10,13359.08,-0.026279862999999997,29.10785588,0,0,0,0,0,0,100000.0,0,0,0
213,2021-05-11,13351.27,-0.000584621,28.80923198,0,0,0,0,0,0,100000.0,0,0,0
214,2021-05-12,13001.63,-0.026187771000000002,18.57288438,0,0,0,0,0,0,100000.0,0,0,0
215,2021-05-13,13109.15,0.008269732,28.01183738,0,0,0,0,0,0,100000.0,0,0,0
216,2021-05-14,13393.12,0.021661969,47.3533347,0,0,0,0,0,0,100000.0,0,0,0
217,2021-05-17,13312.91,-0.005988896,43.4008972,0,0,0,0,0,0,100000.0,0,0,0
218,2021-05-18,13217.68,-0.007153206999999999,38.78833634,0,0,0,0,0,0,100000.0,0,0,0
219,2021-05-19,13237.91,0.0015305260000000002,40.40296045,0,0,0,0,0,0,100000.0,0,0,0
220,2021-05-20,13494.09,0.019351997,57.4561221,0,0,0,0,0,0,100000.0,0,0,0
221,2021-05-21,13411.74,-0.006102672,51.74468264,0,0,0,0,0,0,100000.0,0,0,0
222,2021-05-24,13641.75,0.017149900000000003,63.80423916,0,0,0,0,0,0,100000.0,0,0,0
223,2021-05-25,13657.73,0.001171404,64.54299265,0,0,0,0,0,0,100000.0,0,0,0
224,2021-05-26,13702.74,0.00329557,66.83114923,0,0,0,0,0,0,100000.0,0,0,0
225,2021-05-27,13657.85,-0.003275987,62.039615000000005,0,0,0,0,0,0,100000.0,0,0,0
226,2021-05-28,13686.51,0.002098427,64.01617852,0,0,0,0,0,0,100000.0,0,0,0
227,2021-06-01,13654.59,-0.002332223,59.85112641,0,0,0,0,0,0,100000.0,0,0,0
228,2021-06-02,13675.79,0.001552591,61.83038569,0,0,0,0,0,0,100000.0,0,0,0
229,2021-06-03,13529.68,-0.010683843,43.92257651,0,0,0,0,0,0,100000.0,0,0,0
230,2021-06-04,13770.77,0.017819342,64.3609737,0,0,0,0,0,0,100000.0,0,0,0
231,2021-06-07,13802.89,0.002332477,66.32327726,0,0,0,0,0,0,100000.0,0,0,0
232,2021-06-08,13810.86,0.000577415,66.86649232,0,0,0,0,0,0,100000.0,0,0,0
233,2021-06-09,13814.94,0.00029542,67.19158732,0,0,0,0,0,0,100000.0,0,0,0
234,2021-06-10,13960.35,0.010525561000000001,76.88933179,0,0,0,0,0,0,100000.0,0,0,0
235,2021-06-11,13998.3,0.002718413,78.8474834,0,0,0,0,0,0,100000.0,0,0,0
236,2021-06-14,14128.2,0.009279698000000001,84.30853165,0,0,0,0,0,0,100000.0,0,0,0
237,2021-06-15,14030.41,-0.006921618,68.36411287,0,1,1,0,0,0,100000.0,0,0,0
238,2021-06-16,13983.01,-0.0033783759999999998,61.58915563,0,0,0,0,0,0,100000.0,0,0,0
239,2021-06-17,14163.81,0.012929976999999999,73.57549495,0,0,0,0,0,0,100000.0,0,0,0
240,2021-06-18,14049.58,-0.00806492,59.49871565,0,0,0,0,0,0,100000.0,0,0,0
241,2021-06-21,14137.23,0.006238621,65.56500502,0,0,0,0,0,0,100000.0,0,0,0
242,2021-06-22,14270.42,0.009421223000000001,72.9523023,0,0,0,0,0,0,100000.0,0,0,0
243,2021-06-23,14274.24,0.000267687,73.15054355,0,0,0,0,0,0,100000.0,0,0,0
244,2021-06-24,14365.96,0.006425561,77.83192159999999,0,0,0,0,0,0,100000.0,0,0,0
245,2021-06-25,14345.18,-0.001446475,74.30946931,0,0,0,0,0,0,100000.0,0,0,0
246,2021-06-28,14524.98,0.012533826999999999,82.52235361,0,0,0,0,0,0,100000.0,0,0,0
247,2021-06-29,14572.75,0.0032888170000000003,84.13894919,0,0,0,0,0,0,100000.0,0,0,0
248,2021-06-30,14554.8,-0.0012317510000000001,80.77026422,0,0,0,0,0,0,100000.0,0,0,0
249,2021-07-01,14560.05,0.00036070599999999997,81.03673677,0,0,0,0,0,0,100000.0,0,0,0
250,2021-07-02,14727.63,0.011509576,87.61211225,0,0,0,0,0,0,100000.0,0,0,0
251,2021-07-06,14786.36,0.003987743,89.18865665,0,0,0,0,0,0,100000.0,0,0,0
252,2021-07-07,14814.11,0.00187673,89.91629145,0,0,0,0,0,0,100000.0,0,0,0
