date,close,ROI,BB_Lower,BB_Upper,BB_Middle,Entry_signal_long_2,Exit_signal_long_2,Entry_signal_short_2,Exit_signal_short_2
2020-10-22 17:00,1903.88,,,,,0,0,0,0
2020-10-22 18:00,1906.45,0.001349875,,,,0,0,0,0
2020-10-22 19:00,1904.94,-0.000792048,,,,0,0,0,0
2020-10-22 20:00,1903.31,-0.00085567,,,,0,0,0,0
2020-10-22 21:00,1904.57,0.000662005,,,,0,0,0,0
2020-10-22 22:00,1907.02,0.00128638,,,,0,0,0,0
2020-10-22 23:00,1906.55,-0.000246458,,,,0,0,0,0
2020-10-23 0:00,1905.95,-0.000314705,,,,0,0,0,0
2020-10-23 1:00,1904.92,-0.000540413,,,,0,0,0,0
2020-10-23 2:00,1906.49,0.000824182,,,,0,0,0,0
2020-10-23 3:00,1908.84,0.001232632,,,,0,0,0,0
2020-10-23 4:00,1911.12,0.001194443,1901.830473,1910.509527,1906.17,0,0,0,0
2020-10-23 5:00,1909.25,-0.000978484,1902.201586,1911.033414,1906.6175,0,0,0,0
2020-10-23 6:00,1910.68,0.000748985,1901.975072,1911.964928,1906.97,0,0,0,0
2020-10-23 7:00,1910.78,5.23E-05,1902.193979,1912.719354,1907.456667,0,0,0,0
2020-10-23 8:00,1910.72,-3.14E-05,1903.210853,1912.93748,1908.074167,0,0,0,0
2020-10-23 9:00,1903.46,-0.003799615,1902.795981,1913.167352,1907.981667,0,0,0,0
2020-10-23 10:00,1898.02,-0.002857953,1899.473711,1914.989623,1907.231667,0,0,0,0
2020-10-23 11:00,1898.78,0.000400417,1897.41017,1915.758163,1906.584167,0,0,0,0
2020-10-23 12:00,1900.96,0.001148106,1896.433669,1915.902998,1906.168333,0,0,0,0
2020-10-23 13:00,1903.25,0.001204654,1896.169679,1915.888654,1906.029167,0,0,0,0
2020-10-23 14:00,1902.24,-0.000530671,1895.585108,1915.764892,1905.675,0,0,0,0
2020-10-23 15:00,1903.72,0.00077803,1895.31059,1915.186077,1905.248333,0,0,0,0
2020-10-23 16:00,1902.05,-0.00087723,1895.141097,1913.843903,1904.4925,0,0,0,0
2020-10-25 18:00,1893.74,-0.00436897,1892.524288,1913.875712,1903.2,0,0,0,0
2020-10-25 19:00,1898.64,0.002587472,1892.358284,1912.035049,1902.196667,0,0,0,0
2020-10-25 20:00,1900.21,0.000826908,1893.06641,1909.565256,1901.315833,0,0,0,0
2020-10-25 21:00,1897.65,-0.00134722,1894.25978,1906.193553,1900.226667,0,0,0,0
2020-10-25 22:00,1899.1,0.000764103,1894.234154,1905.492513,1899.863333,0,0,0,0
2020-10-25 23:00,1898.42,-0.000358064,1894.310545,1905.482788,1899.896667,0,0,0,0
2020-10-26 0:00,1897.57,-0.000447741,1894.079589,1905.512078,1899.795833,0,0,0,0
2020-10-26 1:00,1897.22,-0.000184446,1893.638531,1905.329802,1899.484167,0,0,0,0
2020-10-26 2:00,1897.86,0.000337336,1893.641169,1904.428831,1899.035,0,0,0,0
2020-10-26 3:00,1900.49,0.001385771,1893.786701,1903.991633,1898.889167,0,0,0,0
2020-10-26 4:00,1898.53,-0.001031313,1894.360368,1902.552965,1898.456667,0,0,0,0
2020-10-26 5:00,1902.82,0.002259643,1894.163132,1902.878535,1898.520833,0,0,0,0
2020-10-26 6:00,1904.76,0.001019539,1894.839875,1904.038459,1899.439167,0,0,0,0
2020-10-26 7:00,1903.93,-0.00043575,1894.644839,1905.115161,1899.88,0,0,0,0
2020-10-26 8:00,1901.5,-0.001276307,1894.670432,1905.304568,1899.9875,0,0,0,0
2020-10-26 9:00,1905.22,0.00195635,1894.744336,1906.49233,1900.618333,0,0,0,0
2020-10-26 10:00,1903.67,-0.000813554,1894.964344,1907.03399,1900.999167,0,0,0,0
2020-10-26 11:00,1904.48,0.000425494,1895.397351,1907.610982,1901.504167,0,0,0,0
2020-10-26 12:00,1904.21,-0.000141771,1896.313696,1907.801304,1902.0575,0,0,0,0
2020-10-26 13:00,1902.68,-0.000803483,1897.642263,1907.382737,1902.5125,0,0,0,0
2020-10-26 14:00,1903.46,0.000409948,1899.077349,1906.880984,1902.979167,0,0,0,0
2020-10-26 15:00,1902.49,-0.000509598,1899.549042,1906.742624,1903.145833,0,0,0,0
2020-10-26 16:00,1902.08,-0.000215507,1901.156826,1905.726507,1903.441667,0,0,0,0
2020-10-26 17:00,1902.04,-2.10E-05,1900.973346,1905.779988,1903.376667,0,0,0,0
2020-10-26 18:00,1902.56,0.000273391,1900.918262,1905.468405,1903.193333,0,0,0,0
2020-10-26 19:00,1902.29,-0.000141914,1900.777666,1905.335667,1903.056667,0,0,0,0
2020-10-26 20:00,1905.41,0.001640128,1900.961079,1905.803921,1903.3825,0,0,0,0
2020-10-26 21:00,1907.05,0.000860707,1900.464963,1906.605037,1903.535,0,0,0,0
2020-10-26 22:00,1908.94,0.000991059,1899.592366,1908.355968,1903.974167,0,0,0,0
2020-10-26 23:00,1907.7,-0.000649575,1899.359787,1909.125213,1904.2425,0,0,0,0
2020-10-27 0:00,1907.74,2.10E-05,1899.253573,1909.81976,1904.536667,0,0,0,0
2020-10-27 1:00,1907.78,2.10E-05,1899.512398,1910.410936,1904.961667,0,0,0,0
2020-10-27 2:00,1908.53,0.000393127,1899.663522,1911.104812,1905.384167,0,0,0,0
2020-10-27 3:00,1904.27,-0.002232084,1900.052055,1911.012945,1905.5325,0,0,0,0
2020-10-27 4:00,1901.37,-0.001522893,1899.817711,1911.128955,1905.473333,0,0,0,0
2020-10-27 5:00,1900.93,-0.000231412,1899.450538,1911.311128,1905.380833,0,0,0,0
2020-10-27 6:00,1900.92,-5.26E-06,1898.964882,1911.523451,1905.244167,0,0,0,0
2020-10-27 7:00,1903,0.001094207,1899.13308,1911.473587,1905.303333,0,0,0,0
2020-10-27 8:00,1905.73,0.001434577,1899.154971,1911.505029,1905.33,0,0,0,0
2020-10-27 9:00,1906.79,0.000556217,1899.157864,1911.458803,1905.308333,0,0,0,0
2020-10-27 10:00,1905.78,-0.000529686,1899.316948,1910.773052,1905.045,0,0,0,0
2020-10-27 11:00,1908.72,0.001542675,1899.203204,1911.056796,1905.13,0,0,0,0
2020-10-27 12:00,1909.45,0.000382455,1898.999741,1911.545259,1905.2725,0,0,0,0
2020-10-27 13:00,1908.71,-0.000387546,1898.92102,1911.77898,1905.35,0,0,0,0
2020-10-27 14:00,1908.02,-0.000361501,1898.964079,1911.650921,1905.3075,0,0,0,0
2020-10-27 15:00,1908,-1.05E-05,1899.132798,1912.103869,1905.618333,0,0,0,0
2020-10-27 16:00,1907.99,-5.24E-06,1900.151985,1912.188015,1906.17,0,0,0,0
2020-10-27 17:00,1907.96,-1.57E-05,1901.666683,1911.844984,1906.755833,0,0,0,0
2020-10-27 18:00,1905.04,-0.00153043,1903.347993,1910.850341,1907.099167,0,0,0,0
2020-10-27 19:00,1905.29,0.000131231,1904.291273,1910.288727,1907.29,0,0,0,0
2020-10-27 20:00,1906.51,0.000640322,1904.472255,1910.237745,1907.355,0,0,0,0
2020-10-27 21:00,1906.74,0.000120639,1904.464383,1910.237284,1907.350833,0,0,0,0
2020-10-27 22:00,1905.74,-0.000524455,1904.453052,1910.241948,1907.3475,0,0,0,0
2020-10-27 23:00,1906.86,0.000587698,1904.422228,1909.962772,1907.1925,0,0,0,0
2020-10-28 0:00,1908.28,0.00074468,1904.603057,1909.586943,1907.095,0,0,0,0
2020-10-28 1:00,1908.43,7.86E-05,1904.641226,1909.502107,1907.071667,0,0,0,0
2020-10-28 2:00,1906.43,-0.001047982,1904.561537,1909.316797,1906.939167,0,0,0,0
2020-10-28 3:00,1906.13,-0.000157362,1904.464708,1909.101959,1906.783333,0,0,0,0
2020-10-28 4:00,1904.18,-0.001023015,1903.844543,1909.087123,1906.465833,0,0,0,0
2020-10-28 5:00,1899.93,-0.002231932,1901.365091,1910.228242,1905.796667,0,0,0,0
2020-10-28 6:00,1896.58,-0.001763223,1898.15253,1912.030804,1905.091667,0,0,0,0
2020-10-28 7:00,1891.23,-0.002820867,1893.336139,1914.503861,1903.92,0,0,0,0
2020-10-28 8:00,1882.15,-0.004801108,1885.643895,1918.136105,1901.89,0,0,0,0
2020-10-28 9:00,1876.18,-0.003171904,1877.722811,1920.963856,1899.343333,0,0,0,0
2020-10-28 10:00,1871.78,-0.002345191,1870.171576,1922.85509,1896.513333,1,0,0,1
2020-10-28 11:00,1882.73,0.005850046,1867.924328,1921.080672,1894.5025,0,0,0,0
2020-10-28 12:00,1880.64,-0.00111009,1866.043805,1918.354528,1892.199167,0,0,0,0
2020-10-28 13:00,1881.13,0.00026055,1865.220379,1914.627954,1889.924167,0,0,0,0
2020-10-28 14:00,1877.01,-0.002190173,1864.113895,1910.831105,1887.4725,0,0,0,0
2020-10-28 15:00,1876.99,-1.07E-05,1864.229084,1905.859249,1885.044167,0,0,0,0
2020-10-28 16:00,1877.19,0.000106554,1865.460967,1900.129033,1882.795,0,0,0,0
2020-10-28 17:00,1877.08,-5.86E-05,1867.115603,1894.666064,1880.890833,0,0,0,0
2020-10-28 18:00,1878.19,0.000591344,1869.732732,1888.983935,1879.358333,0,0,0,0
2020-10-28 19:00,1879.4,0.000644237,1872.276408,1884.468592,1878.3725,0,0,0,0
2020-10-28 20:00,1878.4,-0.000532085,1872.443278,1883.676722,1878.06,0,0,0,0
2020-10-28 21:00,1878.43,1.60E-05,1872.755806,1883.739194,1878.2475,0,0,0,0
2020-10-28 22:00,1878.6,9.05E-05,1875.130181,1882.501486,1878.815833,0,0,0,0
2020-10-28 23:00,1881.9,0.001756627,1875.362744,1882.130589,1878.746667,0,0,0,0
2020-10-29 0:00,1882.42,0.000276316,1875.027433,1882.762567,1878.895,0,0,0,0
2020-10-29 1:00,1882.78,0.000191243,1874.725811,1883.339189,1879.0325,0,0,0,0
2020-10-29 2:00,1882.95,9.03E-05,1874.882979,1884.172021,1879.5275,0,0,0,0
2020-10-29 3:00,1881.35,-0.00084973,1875.434161,1884.347505,1879.890833,0,0,0,0
2020-10-29 4:00,1877.73,-0.00192415,1875.5886,1884.283066,1879.935833,0,0,0,0
2020-10-29 5:00,1877.35,-0.000202372,1875.673249,1884.243418,1879.958333,0,0,0,0
2020-10-29 6:00,1877.99,0.000340906,1875.625129,1884.258204,1879.941667,0,0,0,0
2020-10-29 7:00,1872.24,-0.003061784,1873.136809,1885.553191,1879.345,0,0,0,0
