date,close,ROI,BB_Lower,BB_Upper,BB_Middle,Entry_signal_long_2,Exit_signal_long_2,Entry_signal_short_2,Exit_signal_short_2
2020-07-07,10524.01,,,,,0,0,0,0
2020-07-08,10666.7,0.01355852,,,,0,0,0,0
2020-07-09,10754.59,0.008239662,,,,0,0,0,0
2020-07-10,10836.33,0.007600476,,,,0,0,0,0
2020-07-13,10602.21,-0.021605101,,,,0,0,0,0
2020-07-14,10689.52,0.008235076,,,,0,0,0,0
2020-07-15,10701.68,0.001137563,,,,0,0,0,0
2020-07-16,10626.46,-0.007028803,,,,0,0,0,0
2020-07-17,10645.22,0.001765404,,,,0,0,0,0
2020-07-20,10952.08,0.028826083,,,,0,0,0,0
2020-07-21,10833.07,-0.010866429,,,,0,0,0,0
2020-07-22,10870.75,0.003478238,10473.31087,10977.1258,10725.21833,0,0,0,0
2020-07-23,10580.59,-0.026691811,10492.7732,10967.09347,10729.93333,0,0,0,0
2020-07-24,10483.13,-0.009211207,10439.10077,10990.1709,10714.63583,0,0,0,0
2020-07-27,10674.38,0.018243597,10432.75463,10983.14871,10707.95167,0,0,0,0
2020-07-28,10532.5,-0.013291638,10403.10273,10962.16227,10682.6325,0,0,0,0
2020-07-29,10662.98,0.012388322,10412.35414,10963.03919,10687.69667,0,0,0,0
2020-07-30,10715.51,0.00492639,10414.04892,10965.67608,10689.8625,0,0,0,0
2020-07-31,10905.88,0.017765837,10404.01393,11009.7444,10706.87917,0,0,0,0
2020-08-03,11055.08,0.013680693,10384.97037,11100.22463,10742.5975,0,0,0,0
2020-08-04,11096.54,0.003750312,10375.44675,11184.96825,10780.2075,0,0,0,0
2020-08-05,11125.44,0.002604415,10352.47904,11236.82929,10794.65417,0,0,0,0
2020-08-06,11267.08,0.012731182,10310.79015,11350.85319,10830.82167,0,0,0,0
2020-08-07,11139.39,-0.011333016,10303.39966,11403.01701,10853.20833,0,0,0,0
2020-08-10,11085.17,-0.004867412,10359.42594,11431.08739,10895.25667,0,0,0,0
2020-08-11,10876.08,-0.018862137,10458.10234,11397.90266,10928.0025,0,0,0,0
2020-08-12,11157.72,0.025895359,10510.5415,11426.02016,10968.28083,0,0,0,0
2020-08-13,11178.37,0.001850737,10642.79068,11401.41599,11022.10333,0,0,0,0
2020-08-14,11164.45,-0.001245262,10752.8814,11374.9036,11063.8925,0,0,0,0
2020-08-17,11288.57,0.011117431,10864.66949,11358.62551,11111.6475,0,0,0,0
2020-08-18,11399.03,0.009785119,10891.46891,11414.01776,11152.74333,0,0,0,0
2020-08-19,11318.64,-0.007052354,10905.07944,11444.3339,11174.70667,0,0,0,0
2020-08-20,11477.05,0.013995498,10891.24914,11521.58253,11206.41583,0,0,0,0
2020-08-21,11555.16,0.006805756,10874.01899,11610.43267,11242.22583,0,0,0,0
2020-08-24,11626.17,0.006145307,10841.97681,11702.32319,11272.15,0,0,0,0
2020-08-25,11721.81,0.008226269,10828.86617,11812.50383,11320.685,0,0,0,0
2020-08-26,11971.94,0.021338855,10801.1881,11987.9769,11394.5825,0,0,0,0
2020-08-27,11926.16,-0.003823942,10913.14683,12051.0315,11482.08917,0,0,0,0
2020-08-28,11995.85,0.005843457,10951.82466,12152.042,11551.93333,0,0,0,0
2020-08-31,12110.7,0.009574144,10999.88219,12259.37281,11629.6275,0,0,0,0
2020-09-01,12292.86,0.015041245,11060.89314,12386.43019,11723.66167,0,0,0,0
2020-09-02,12420.54,0.010386517,11105.1172,12530.8678,11817.9925,0,0,0,0
2020-09-03,11771.37,-0.052265844,11184.979,12513.06267,11849.02083,0,0,0,0
2020-09-04,11622.13,-0.012678218,11278.83878,12469.78456,11874.31167,0,0,0,0
2020-09-08,11068.26,-0.047656497,11113.33617,12567.1555,11840.24583,0,0,0,0
2020-09-09,11395.85,0.029597245,11072.06065,12581.87935,11826.97,0,0,0,0
2020-09-10,11154.12,-0.021212108,10943.17904,12632.08596,11787.6325,0,0,0,0
2020-09-11,11087.4,-0.005981646,10797.94585,12671.58415,11734.765,0,0,0,0
2020-09-14,11277.76,0.017169039,10718.5227,12635.31064,11676.91667,0,0,0,0
2020-09-15,11438.87,0.014285638,10682.71623,12589.90211,11636.30917,0,0,0,0
2020-09-16,11247.6,-0.016721057,10625.10837,12522.80163,11573.955,0,0,0,0
2020-09-17,11080.95,-0.014816494,10565.21325,12411.07175,11488.1425,0,0,0,0
2020-09-18,10936.98,-0.012992568,10555.96119,12194.34381,11375.1525,0,0,0,0
2020-09-21,10980.22,0.003953559,10737.89037,11772.36129,11255.12583,0,0,0,0
2020-09-22,11186.37,0.018774669,10803.92199,11608.82967,11206.37583,0,0,0,0
2020-09-23,10833.33,-0.031559836,10778.89109,11502.39391,11140.6425,0,0,0,0
2020-09-24,10896.47,0.005828309,10739.35808,11513.29525,11126.32667,0,0,0,0
2020-09-25,11151.13,0.023370871,10757.02355,11454.84312,11105.93333,0,0,0,0
2020-09-28,11364.45,0.0191299,10744.17827,11502.74339,11123.46083,0,0,0,0
2020-09-29,11322.95,-0.003651739,10747.90357,11538.27643,11143.09,0,0,0,0
2020-09-30,11418.06,0.008399754,10734.6925,11574.87084,11154.78167,0,0,0,0
2020-10-01,11583.2,0.014463052,10705.03151,11628.58683,11166.80917,0,0,0,0
2020-10-02,11255.69,-0.02827457,10705.16768,11629.79899,11167.48333,0,0,0,0
2020-10-05,11509.06,0.022510393,10705.27755,11701.04078,11203.15917,0,0,0,0
2020-10-06,11291.27,-0.018923353,10762.4266,11702.94006,11232.68333,0,0,0,0
2020-10-07,11503.19,0.018768482,10811.19976,11741.32857,11276.26417,0,0,0,0
2020-10-08,11550.94,0.004151022,10820.0713,11793.2187,11306.645,0,0,0,0
2020-10-09,11725.85,0.015142491,10939.37332,11822.67002,11381.02167,0,0,0,0
2020-10-12,12088.11,0.030894136,10981.87422,11978.77578,11480.325,0,0,0,0
2020-10-13,12083.17,-0.000408666,10996.85737,12119.13263,11557.995,0,0,0,0
2020-10-14,11985.36,-0.00809473,11013.09197,12206.38303,11609.7375,0,0,0,0
2020-10-15,11898.57,-0.007241334,11069.17089,12246.24078,11657.70583,0,0,0,0
2020-10-16,11852.17,-0.003899628,11116.36073,12271.4026,11693.88167,0,0,0,0
2020-10-19,11634.35,-0.018378069,11123.43974,12272.8486,11698.14417,0,0,0,0
2020-10-20,11677.84,0.003738069,11229.49077,12237.15589,11733.32333,0,0,0,0
2020-10-21,11665.37,-0.001067834,11260.03932,12232.65901,11746.34917,0,0,0,0
2020-10-22,11662.91,-0.000210881,11377.90012,12176.73822,11777.31917,0,0,0,0
2020-10-23,11692.57,0.002543105,11427.40363,12158.79804,11793.10083,0,0,0,0
2020-10-26,11504.52,-0.016082863,11411.57119,12166.89381,11789.2325,0,0,0,0
2020-10-27,11598.95,0.008208078,11386.42598,12170.88902,11778.6575,0,0,0,0
2020-10-28,11142.76,-0.039330284,11211.01836,12188.73831,11699.87833,0,0,0,0
2020-10-29,11350.74,0.018665035,11176.63955,12101.04545,11638.8425,0,0,0,0
2020-10-30,11052.95,-0.026235294,11043.02149,12079.26184,11561.14167,0,0,0,0
2020-11-02,11084.76,0.002877965,10955.27231,12031.37603,11493.32417,0,0,0,0
2020-11-03,11279.91,0.017605253,10946.32372,11944.94795,11445.63583,0,0,0,0
2020-11-04,11777.02,0.044070387,10932.47407,11982.57593,11457.525,0,0,0,0
2020-11-05,12078.07,0.025562494,10863.81957,12117.93543,11490.8775,0,0,0,0
2020-11-06,12091.35,0.001099513,10813.81259,12238.93908,11526.37583,0,0,0,0
2020-11-09,11830.39,-0.021582371,10809.76656,12270.89844,11540.3325,0,0,0,0
2020-11-10,11624.29,-0.017421235,10808.19855,12261.08645,11534.6425,0,0,0,0
2020-11-11,11892.93,0.023110229,10812.35826,12321.66174,11567.01,0,0,0,0
2020-11-12,11827.14,-0.005531858,10816.50859,12355.54307,11586.02583,0,0,0,0
2020-11-13,11937.84,0.009359828,10912.98544,12391.57956,11652.2825,0,0,0,0
2020-11-16,12013.38,0.006327778,10967.49932,12447.50568,11707.5025,0,0,0,0
2020-11-17,11977.49,-0.002987502,11158.11865,12410.97635,11784.5475,0,0,0,0
2020-11-18,11894.71,-0.006911298,11406.09143,12297.99524,11852.04333,0,0,0,0
2020-11-19,11985.43,0.00762692,11643.95119,12177.72214,11910.83667,0,0,0,0
2020-11-20,11906.44,-0.006590502,11668.21345,12175.02988,11921.62167,0,0,0,0
2020-11-23,11905.94,-4.20E-05,11673.81034,12140.74466,11907.2775,0,0,0,0
2020-11-24,12079.81,0.014603635,11676.08457,12136.5471,11906.31583,0,0,0,0
2020-11-25,12152.22,0.0059943,11669.0134,12197.2566,11933.135,0,0,0,0
2020-11-27,12258.21,0.008721863,11738.32465,12233.59868,11985.96167,0,0,0,0
2020-11-30,12268.32,0.000824753,11729.32407,12305.16426,12017.24417,0,0,0,0
2020-12-01,12455.33,0.015243326,11712.40032,12426.78635,12069.59333,0,0,0,0
2020-12-02,12456.41,8.67E-05,11703.49657,12522.11843,12112.8075,0,0,0,0
2020-12-03,12467.13,0.000860601,11699.67205,12601.56795,12150.62,0,0,0,0
2020-12-04,12528.48,0.00492094,11711.58835,12681.48331,12196.53583,0,0,0,0
2020-12-07,12596.47,0.005426835,11759.75163,12750.28004,12255.01583,0,0,0,0
2020-12-08,12635.72,0.003115952,11800.53366,12817.87967,12309.20667,0,0,0,0
2020-12-09,12364.64,-0.021453467,11906.35243,12788.42757,12347.39,0,0,0,0
2020-12-10,12401.74,0.003000492,12046.25301,12731.16033,12388.70667,0,0,0,0
2020-12-11,12375.41,-0.002123089,12130.50826,12696.17174,12413.34,0,0,0,0
2020-12-14,12462.21,0.007013909,12208.61606,12669.72894,12439.1725,0,0,0,0
2020-12-15,12595.92,0.010729237,12251.15169,12683.47831,12467.315,0,0,0,0
2020-12-16,12668.16,0.00573519,12295.32802,12705.94198,12500.635,0,0,0,0
2020-12-17,12752.06,0.006622903,12276.92028,12773.80472,12525.3625,0,0,0,0
2020-12-18,12738.18,-0.001088452,12276.70676,12820.97991,12548.84333,0,0,0,0
2020-12-21,12690.26,-0.003761919,12289.24002,12845.63498,12567.4375,0,0,0,0
2020-12-22,12717.56,0.002151256,12293.4464,12872.94194,12583.19417,0,0,0,0
2020-12-23,12653.14,-0.005065437,12295.39073,12880.4426,12587.91667,0,0,0,0
