date,close,ROI,EMA_5,EMA_10,EMA_15,EMA_20,EMA_50,Entry_signal_long_3,Exit_signal_long_3
2020-10-22 17:00:00,1903.88,-0.0013480552860027915,1904.9804741422665,1905.4056943484359,1905.3781713543149,1905.1530146247653,1903.451444241572,0,0
2020-10-22 18:00:00,1906.45,0.0007926758848046943,1905.530711213399,1905.7447375369773,1905.5921958335025,1905.2870161642145,1903.4339521697996,0,0
2020-10-22 19:00:00,1904.94,0.0008564027930291207,1905.0710668200986,1905.588012545195,1905.4696523811456,1905.1645968130792,1903.3108481767301,1,1
2020-10-22 20:00:00,1903.31,-0.0006615666528402286,1905.136600230147,1905.732015333016,1905.5453170070236,1905.188238582877,1903.2443521839432,0,0
2020-10-22 21:00:00,1904.57,-0.001284726956193416,1906.0499003452207,1906.2702409625754,1905.8646480080267,1905.3859479073903,1903.2416726812467,0,0
2020-10-22 22:00:00,1907.02,0.00024651858068236443,1906.7898505178305,1906.6480722875924,1906.0495977234589,1905.4718371607999,1903.1874552396648,0,0
2020-10-22 23:00:00,1906.55,0.0003148036412288225,1906.6747757767457,1906.5654216848352,1905.9109688268106,1905.3088726514104,1903.0310248412839,1,1
2020-10-23 00:00:00,1905.95,0.0005407051214749714,1906.7371636651185,1906.5688487259101,1905.819678659212,1905.1782276673487,1902.8873932021527,0,0
2020-10-23 01:00:00,1904.92,-0.0008235028770148256,1907.1307454976773,1906.7063706650013,1905.8010613248136,1905.096988474438,1902.762388843057,0,0
2020-10-23 02:00:00,1906.49,-0.0012311141845309235,1908.236118246516,1907.1033419238904,1905.9269272283584,1905.1156188401685,1902.6743230815491,0,0
2020-10-23 03:00:00,1908.84,-0.0011930177068943948,1909.1091773697733,1907.2396401292,1905.8464882609812,1904.9709471391336,1902.51858116651,0,0
2020-10-23 04:00:00,1911.12,0.0009794421893412064,1909.24376605466,1906.8840046023558,1905.4188437268356,1904.5636784169367,1902.2605640712657,0,0
2020-10-23 05:00:00,1909.25,-0.0007484246446292088,1908.3056490819897,1905.9426722917685,1904.6043928306685,1903.8735393029306,1901.8989544415213,0,0
2020-10-23 06:00:00,1910.68,-5.233464867748783e-05,1907.833473622985,1905.207710578828,1903.9407346636212,1903.30759607166,1901.5989117656648,0,0
2020-10-23 07:00:00,1910.78,3.140177524696419e-05,1906.4102104344772,1903.9916462630122,1902.9779824727107,1902.5315535528875,1901.2282551030387,0,0
2020-10-23 08:00:00,1910.72,0.0038141069420949405,1904.2253156517165,1902.483123210348,1901.8634085402398,1901.6632960321388,1900.8383879643868,0,0
2020-10-23 09:00:00,1903.46,0.002866144719233743,1900.9779734775746,1900.652706145981,1900.5981811888462,1900.709958772364,1900.4350568608927,0,0
2020-10-23 10:00:00,1898.02,-0.00040025700713086637,1899.7369602163608,1900.0288630673106,1900.1893499301093,1900.420480748402,1900.31158979399,1,1
2020-10-23 11:00:00,1898.78,-0.0011467889908257645,1900.5954403245416,1900.4752770822683,1900.4992570629825,1900.6731629324445,1900.4051240712954,0,0
2020-10-23 12:00:00,1900.96,-0.001203205044003619,1901.5031604868127,1900.8520053227728,1900.7448652148366,1900.8724432411227,1900.4714556660424,0,0
2020-10-23 13:00:00,1903.25,0.0005309529817478786,1901.7747407302186,1900.828006505611,1900.7141316740995,1900.8632267401879,1900.4515150809827,0,0
2020-10-23 14:00:00,1902.24,-0.0007774252516126179,1901.0371110953274,1900.2897857290804,1900.3518647703995,1900.6119874496815,1900.337291206737,0,0
2020-10-23 15:00:00,1903.72,0.0008780000525749897,1900.435666642991,1899.8564047799875,1900.082131166171,1900.4406177075425,1900.2596296233387,0,0
