date,close,ROI,EMA_5,EMA_10,EMA_15,EMA_20,EMA_50,Entry_signal_long_3,Exit_signal_long_3
2020-09-15,11438.87,0.017005405597638745,11219.45081255047,11200.604181481274,11244.803541373201,11297.385630584331,11611.14447343352,0,0
2020-09-16,11247.6,0.015039324245664787,11109.741218825704,11147.656221810446,11217.079761569372,11282.492539066894,11618.176084594072,0,0
2020-09-17,11080.95,0.013163597263595728,11040.811828238553,11125.44649332388,11212.719727507852,11286.16543791604,11633.301639067296,0,1
2020-09-18,10936.98,-0.003937990313490958,11020.742742357827,11135.334602951409,11231.54397429469,11307.767062959834,11655.846603927188,1,0
2020-09-21,10980.22,-0.01842867704179296,11062.624113536744,11179.413403607276,11273.624542051071,11346.7972801135,11685.188097965032,0,0
2020-09-22,11186.37,0.03258831771948256,11103.826170305114,11223.678604408897,11315.539476629798,11385.38436223071,11713.962306045238,0,0
2020-09-23,10833.33,-0.005794537129914512,11062.554255457671,11231.96940538865,11333.992259005483,11406.333242465522,11735.496685883818,1,0
2020-09-24,10896.47,-0.022837147446043597,11177.166383186508,11320.555939919463,11405.515438863413,11466.649373251366,11772.319815919893,0,0
2020-09-25,11151.13,-0.01877081600957386,11317.514574779761,11414.797259901567,11478.236215843897,11526.668254646247,11808.068787998254,0,0
2020-09-28,11364.45,0.0036651226049748686,11400.706862169642,11473.389984324138,11524.965675250169,11566.198597240591,11834.882616079814,0,0
2020-09-29,11322.95,-0.00832978632096859,11418.83529325446,11497.598869729502,11547.89648600019,11587.435291686968,11854.083947348376,0,0
2020-09-30,11418.06,-0.01425685475516281,11466.777939881687,11536.409729669389,11580.031698285933,11615.275848706648,11875.76288397484,0,0
2020-10-01,11583.2,0.029097283240743232,11491.136909822528,11562.709669595923,11603.170512326782,11636.0354117284,11894.444634341162,0,0
2020-10-02,11255.69,-0.022014830055625656,11445.105364733792,11558.156262839462,11606.02344265918,11641.597034015604,11907.148496967331,1,1
2020-10-05,11509.06,0.019288352860218568,11539.813047100684,11625.3709879149,11656.071077324776,11682.218827069875,11933.73863970069,0,0
2020-10-06,11291.27,-0.01842271578579513,11555.189570651022,11651.21787411821,11677.072659799744,11700.446072024599,11951.072461729289,0,0
2020-10-07,11503.19,-0.00413386269862015,11687.149355976533,11731.206290588923,11732.187325485422,11743.517237500877,11978.003174452937,0,0
2020-10-08,11550.94,-0.014916615853008519,11779.1290339648,11781.876577386465,11764.901229126197,11768.814841448335,11997.383304022444,0,0
2020-10-09,11725.85,-0.029968291155523907,11893.223550947198,11833.19581680568,11795.467119001367,11791.749035285002,12015.60547969683,0,0
2020-10-12,12088.11,0.0004088331125027267,11976.910326420792,11857.050442762498,11805.412421715848,11798.685775841315,12027.432233970168,0,0
2020-10-13,12083.17,0.008160789496518994,11921.310489631189,11805.703874487495,11765.027053389542,11768.220068035142,12024.955590458747,0,0
2020-10-14,11985.36,0.0072941538352928595,11840.38073444678,11744.044735484717,11719.578061016618,11735.067443617789,12022.579492110124,0,0
2020-10-15,11898.57,0.003914894909539779,11767.891101670171,11690.419121147988,11681.609212590422,11708.720858735449,12024.098655053394,0,0
2020-10-16,11852.17,0.018722146058868683,11702.551652505254,11644.163370291984,11650.614814389053,11688.73673860234,12029.222273627,0,0
2020-10-19,11634.35,-0.00372414761633999,11627.742478757878,11597.939674801315,11621.821216444632,11671.533237402586,12036.448897040349,0,0
2020-10-20,11677.84,0.0010689759518986985,11624.438718136817,11589.848491423832,11620.031390222437,11675.447262392332,12052.861096919543,0,0
2020-10-21,11665.37,0.0002109250607267299,11597.73807720522,11570.294822851352,11611.773017397069,11675.195395275734,12068.16808046728,0,0
2020-10-22,11662.91,-0.0025366536184944217,11563.922115807827,11549.16700570721,11604.11630559665,11676.229647410024,12084.608818445537,0,0
2020-10-23,11692.57,0.016345749322874692,11514.42817371174,11523.890784753257,11595.71720639617,11677.631715558447,12101.821015116784,0,0
2020-10-26,11504.52,-0.008141254165247691,11425.357260567607,11486.406514698429,11581.881093024194,11676.0592645646,12118.525138182777,0,0
2020-10-27,11598.95,0.04094048512217796,11385.775890851412,11482.381295742522,11592.932677741936,11694.11602925561,12143.586572394317,0,0
2020-10-28,11142.76,-0.018323034445331232,11279.188836277117,11456.47713924086,11592.0730602765,11704.13350601936,12165.816636573676,1,1
2020-10-29,11350.74,0.026942128572010168,11347.40325441567,11526.192059072164,11656.260640316,11763.225454021398,12207.574050311378,0,0
2020-10-30,11052.95,-0.002869705794261601,11345.734881623506,11565.181405532645,11699.906446075427,11806.644975497331,12242.546868691434,1,0
2020-11-02,11084.76,-0.017300669952153847,11492.127322435259,11679.010606762122,11792.328795514773,11885.98128870758,12291.101842923736,0,0
2020-11-03,11279.91,-0.04221016861650917,11695.810983652886,11811.066297153704,11893.410052016885,11970.32037172943,12340.340285492051,0,0
2020-11-04,11777.02,-0.02492533989288015,11903.761475479329,11929.101029854528,11981.052916590725,12042.995147700947,12383.623154287645,0,0
2020-11-05,12078.07,-0.0010983058136602164,11967.132213218987,11962.896814266647,12010.200476103684,12070.992531669468,12408.38246670755,0,0
2020-11-06,12091.35,0.022058444396169552,11911.663319828484,11937.302772992569,12000.50482983278,12070.247535003098,12421.864608205815,0,0
2020-11-09,11830.39,0.01773011512961209,11821.819979742728,11903.070055879807,11987.52694838032,12068.026222898165,12435.35500037748,0,1
2020-11-10,11624.29,-0.02258820997012501,11817.534969614087,11919.221179408654,12009.97508386322,12093.040562150603,12460.047449372478,1,0
2020-11-11,11892.93,0.0055626296805484365,11914.157454421127,11984.761441499468,12065.072952986538,12142.382726587504,12494.159998326455,0,0
2020-11-12,11827.14,-0.009273034317766049,11924.771181631691,12005.168428499353,12089.664803413189,12168.64090833356,12518.69999825815,0,0
2020-11-13,11937.84,-0.00628798889238491,11973.586772447537,12044.730301499209,12127.16834675793,12204.588372368671,12546.926936962564,0,0
2020-11-16,12013.38,0.002996454181969588,11991.460158671303,12068.483701832369,12154.215253437636,12232.667148407481,12571.787628267155,0,0
2020-11-17,11977.49,0.006959396235805659,11980.500238006958,12080.728968906227,12174.334575357296,12255.750006134582,12594.579776359693,1,0
2020-11-18,11894.71,-0.007569190258505666,11982.005357010437,12103.670961996504,12202.455228979763,12285.040533096115,12619.767114170292,0,0
2020-11-19,11985.43,0.0066342248396666905,12025.653035515657,12150.106731329062,12246.418833119731,12326.127957632549,12649.36128209561,0,0
2020-11-20,11906.44,4.199584409136925e-05,12045.764553273482,12186.701560513298,12283.70295213684,12361.990900541241,12676.460518099511,0,0
2020-11-23,11905.94,-0.014393438307390484,12115.426829910222,12248.98190729403,12337.59765958496,12409.943626914,12707.889927001534,0,0
2020-11-24,12079.81,-0.005958582053320338,12220.17024486533,12325.21344224826,12399.26303952567,12462.99664027337,12740.622577083224,0,0
2020-11-25,12152.22,-0.008646450011869589,12290.350367297995,12379.747540525652,12444.899188029334,12503.332076091621,12767.59451900499,0,0
2020-11-27,12258.21,-0.0008240737118041519,12359.415550946993,12430.30921619802,12486.710500604951,12540.291241996001,12792.711846311317,0,0
2020-11-30,12268.32,-0.015014455658742043,12410.018326420486,12468.55348646425,12519.353429262805,12569.984004311367,12814.528248201572,0,0
2020-12-01,12455.33,-8.670234842944602e-05,12480.867489630728,12513.04981678964,12555.215347728916,12601.738110028356,12836.82246241388,0,0
2020-12-02,12456.41,-0.0008598610907241122,12493.636234446092,12525.876442742892,12569.48468311876,12617.149490031341,12852.393583328732,0,0
2020-12-03,12467.13,-0.0048968430328339965,12512.24935166913,12541.313430019094,12585.638209278584,12634.06943635043,12868.556178566638,0,0
2020-12-04,12528.48,-0.00539754391508096,12534.8090275037,12557.798636690004,12602.567953461235,12651.642008597844,12884.940920548948,0,0
2020-12-07,12596.47,-0.0031062733267277487,12537.973541255547,12564.313889287783,12613.151946812844,12664.606430555512,12899.490345877475,0,0
2020-12-08,12635.72,0.021923808537895214,12508.725311883318,12557.168086907292,12615.535082071821,12671.778686403459,12911.858523260227,0,0
2020-12-09,12364.64,-0.0029915157066670033,12445.227967824976,12539.712106220024,12612.651522367792,12675.574337603823,12923.1294833933,1,1
2020-12-10,12401.74,0.0021276062772870308,12485.521951737463,12578.617018713365,12648.081739848909,12708.304267877913,12945.924972511391,0,0
2020-12-11,12375.41,-0.006965056759595578,12527.4129276062,12617.92302287189,12683.27341697018,12740.57419081243,12968.136604042471,0,0
2020-12-14,12462.21,-0.010615342110778858,12603.414391409297,12671.814805732309,12727.253905108777,12779.01252668742,12992.329526656447,0,0
2020-12-15,12595.92,-0.0057024856016975045,12674.016587113943,12718.393651450602,12765.117320124316,12812.36016107557,13013.96705835671,0,0
2020-12-16,12668.16,-0.006579329143683421,12713.064880670912,12745.610018439624,12789.288365856362,12835.14333592563,13031.030203595757,0,0
2020-12-17,12752.06,0.0010896376091402704,12735.517321006371,12762.821133648433,12806.592418121556,12852.720529180959,13045.841232313953,0,0
2020-12-18,12738.18,0.0037761243662461923,12727.245981509555,12765.212496681415,12814.382763567493,12863.316374357903,13057.832303020645,0,0
2020-12-21,12690.26,-0.002146638191602768,12721.77897226433,12771.219718166176,12825.268872648565,12876.488624290316,13070.879335796997,1,0
2020-12-22,12717.56,0.005091226367526236,12737.538458396497,12789.21076664755,12844.5558544555,12896.091637373504,13086.414818890751,0,0
2020-12-23,12653.14,-0.00455274600523492,12747.527687594744,12805.133159235897,12862.698119377716,12914.88444130756,13101.470117620986,0,0
2020-12-24,12711.01,-0.009958049234900956,12794.721531392117,12838.909416843871,12892.634993574531,12942.436487760986,13119.76930609531,0,0
2020-12-28,12838.86,-0.00036049391559456184,12836.577297088172,12867.331509475845,12918.581421228037,12966.797170683196,13136.45335940532,0,0
2020-12-29,12843.49,-0.00014557785846414098,12835.43594563225,12873.658511581587,12929.970195689184,12980.264241281426,13148.60002713615,0,0
2020-12-30,12845.36,-0.003330157321225213,12831.408918448376,12880.362625266383,12942.324509359067,12994.661529837364,13161.053497631505,0,0
2020-12-31,12888.28,0.015252082371642885,12824.433377672562,12888.140986436694,12956.176582124648,13010.37748034656,13173.93894651442,0,0
2021-01-04,12694.66,-0.008414060510623766,12792.510066508845,12888.110094533738,12965.876093856741,13023.22984669883,13185.598495351744,1,1
2021-01-05,12802.38,0.014182447607013815,12841.435099763265,12931.099004430127,13004.621250121987,13057.81614635134,13205.636801284469,0,0
2021-01-06,12623.35,-0.02443821548938641,12860.962649644895,12959.703227636825,13033.512857282272,13084.704161756743,13222.096262561385,0,0
2021-01-07,12939.57,-0.012638494643347764,12979.76897446734,13034.448389333897,13092.10755117974,13133.267757731135,13246.534885523071,0,0
2021-01-08,13105.2,0.01571092091526527,12999.868461701008,13055.532475852538,13113.898629919702,13153.656995387046,13259.064064524016,0,0
2021-01-11,12902.49,0.0008066961989872112,12947.20269255151,13044.495248264217,13115.141291336802,13158.757731743577,13265.344230422954,1,1
2021-01-12,12892.09,-0.006285056688066447,12969.559038827261,13076.051970100709,13145.520047242058,13185.733282453426,13280.154607174909,0,0
2021-01-13,12973.63,0.005809892322398591,13008.293558240892,13116.93240790087,13181.72433970521,13216.643101659049,13295.993978896335,0,0
2021-01-14,12898.69,0.00740085270694224,13025.625337361333,13148.777387434397,13211.452102520241,13242.223428149475,13309.151692320676,0,0
2021-01-15,12803.93,-0.014820098272309457,13089.093006041998,13204.352362419817,13256.132402880274,13278.384841638897,13325.905230782742,0,0
2021-01-19,12996.54,-0.022555644551741198,13231.674509062994,13293.33510962422,13320.732746148888,13328.327456548252,13347.210342243265,0,0
2021-01-20,13296.45,-0.008096984779548455,13349.241763594486,13359.289578429607,13367.045995598723,13363.252451974386,13361.523417436863,0,0
2021-01-21,13404.99,0.002887090016758353,13375.63764539173,13373.253929191744,13377.131137827117,13370.284289024316,13364.17947529143,0,0
2021-01-22,13366.4,-0.008669249122432388,13360.961468087591,13366.201469012129,13373.151300373846,13366.631056290034,13362.513739589038,0,0
2021-01-25,13483.29,-0.000511482788604134,13358.24220213138,13366.157351014828,13374.115771855826,13366.655378004773,13362.35511671512,0,0
2021-01-26,13490.19,0.028792044323611158,13295.71830319707,13340.127873462568,13358.519453549514,13354.3780493737,13357.418999030022,0,0
2021-01-27,13112.65,-0.006732552969239247,13198.482454795603,13306.780734232028,13339.70937548516,13340.082054570928,13351.999774500637,1,1
2021-01-28,13201.53,0.021364942462039904,13241.398682193403,13349.920897394708,13372.146429125896,13364.022270841553,13361.769153051682,0,0
2021-01-29,12925.38,-0.0244186309806852,13261.333023290104,13382.896652371308,13396.52020471531,13381.126720403821,13368.309526645628,0,0
2021-02-01,13248.9,-0.015399684307214943,13429.309534935157,13484.567019564936,13463.825948246067,13429.100059393697,13386.388282835243,0,0
2021-02-02,13456.12,0.004010484712778428,13519.514302402737,13536.937468357144,13494.529655138364,13448.068486698296,13392.00004948158,0,0
2021-02-03,13402.37,-0.011689498255645359,13551.211453604099,13554.896905769843,13500.016748729562,13447.220958982325,13389.382908644096,0,0
2021-02-04,13560.89,-0.003165989902940036,13625.632180406148,13588.791773718702,13513.966284262358,13451.942112559409,13388.852823282627,0,0
2021-02-05,13603.96,-0.006649132312329664,13658.00327060922,13594.992167878414,13507.262896299839,13440.473913881455,13381.83089770233,0,0
2021-02-08,13695.02,0.0005801091248096579,13685.024905913833,13592.999316295838,13493.449024342674,13423.264852184766,13372.764403730991,0,0
2021-02-09,13687.08,0.00232950355430539,13680.027358870748,13570.32805325047,13464.653170677342,13394.659047151585,13359.611114087358,0,0
2021-02-10,13655.27,-0.005757826180343485,13676.50103830612,13544.383176195019,13432.877909345532,13363.877894220172,13346.245037111334,1,0
2021-02-11,13734.35,-0.005312253307936943,13687.11655745918,13519.741659793915,13401.107610680609,13333.20504098019,13333.63177331996,0,0
2021-02-12,13807.7,0.0024633778551550467,13663.499836188766,13472.050917525901,13353.501555063553,13290.979255820212,13317.275927333018,0,0
2021-02-16,13773.77,0.0054059538486581635,13591.399754283148,13397.462232531656,13288.616062929776,13236.587598538128,13297.25861824457,0,0
2021-02-17,13699.71,0.004560949909477641,13500.214631424718,13313.83828420536,13219.308357634029,13180.042082594773,13277.80917409129,0,0
2021-02-18,13637.51,0.004177226933946399,13400.466947137078,13228.089014028774,13150.679551581748,13125.340196552117,13260.58873221746,0,0
2021-02-19,13580.78,0.026999925890859974,13281.945420705615,13137.106572701838,13081.132344664857,13071.427585662866,13245.204190675317,0,0
2021-02-22,13223.74,0.0022001241406595096,13132.52813105842,13038.512477746692,13009.754108188406,13017.811542048432,13231.507218866147,0,0
2021-02-23,13194.71,-0.008079872562337553,13086.92219658763,12997.350806134846,12979.184695072463,12996.134862264054,13231.824248207622,0,0
2021-02-24,13302.19,0.03694017372514402,13033.028294881442,12953.493207498146,12948.3953657971,12975.232216186587,13233.339115481403,0,0
2021-02-25,12828.31,-0.006284548361509157,12898.447442322164,12876.005031386623,12897.853275196687,12940.815607364126,13230.52887529697,1,1
2021-02-26,12909.44,-0.02811950658550999,12933.516163483244,12886.60392725032,12907.788028796213,12952.658302876138,13246.945972247868,0,0
2021-03-01,13282.95,0.01707510365659903,12945.554245224863,12881.529244417055,12907.552032909958,12957.207597915733,13260.721726217167,0,0
2021-03-02,13059.95,0.029694094531956594,12776.856367837292,12792.32463206529,12853.923751897097,12922.918924012129,13259.814449736235,0,0
2021-03-03,12683.33,0.017597079589216857,12635.309551755936,12732.8523280798,12824.491430739536,12908.494600223929,13267.972182378533,0,1
2021-03-04,12464.0,-0.016143177058707048,12611.299327633902,12743.857289875312,12844.657349416611,12932.196137089606,13291.835128598064,1,0
2021-03-05,12668.51,0.030037206034922995,12684.948991450852,12806.047798736494,12899.036970761843,12981.479940993777,13325.624317520433,0,0
2021-03-08,12299.08,-0.03872057424719544,12693.168487176277,12836.611754011272,12931.969395156391,13014.424145308909,13352.445310072288,0,0
2021-03-09,12794.49,0.003326518753425933,12890.212730764417,12956.063254902669,13022.38216589302,13089.723529025638,13395.439812524217,0,0
2021-03-10,12752.07,-0.02304698572730968,12938.074096146622,12991.968422658818,13054.938189592023,13120.800742607285,13419.968376300716,0,0
2021-03-11,13052.9,0.008936183698440514,13031.07614421993,13045.279183249668,13098.205073819456,13159.614504986997,13447.229534517073,0,0
2021-03-12,12937.29,-0.011102584054778377,13020.164216329893,13043.585668416259,13104.677227222237,13170.847610775105,13463.324617558585,1,1
2021-03-15,13082.54,-0.005302502683945276,13061.601324494834,13067.206928064319,13128.589688253987,13195.43262243564,13484.795418275258,0,0
2021-03-16,13152.28,-0.0037947703368633725,13051.131986742252,13063.79957874528,13135.168215147409,13207.316056376232,13501.214006776292,0,0
2021-03-17,13202.38,0.032311789533932656,13000.557980113372,13044.137262910896,13132.723674454184,13213.109325468467,13515.456211134508,0,0
2021-03-18,12789.14,-0.006050366091836622,12899.646970170055,13008.972210224429,13122.77277080478,13214.238728149356,13528.23483199714,1,1
2021-03-19,12866.99,-0.016774525828505915,12954.900455255081,13057.823812496528,13170.434595205465,13258.985962691391,13558.40196799702,0,0
2021-03-22,13086.51,0.005278929833712143,12998.85568288262,13100.231326384643,13213.783823091955,13300.248695606277,13586.62286464996,0,0
2021-03-23,13017.79,0.01710384033602952,12955.028524323929,13103.280510025676,13231.965797819379,13322.747505670095,13607.035634635677,0,0
2021-03-24,12798.88,0.0014373448320919024,12923.647786485886,13122.278401142496,13262.562340365004,13354.84829574063,13631.086476865701,1,0
2021-03-25,12780.51,-0.015302270107680703,12986.031679728829,13194.144712507496,13328.802674702862,13413.371274239644,13665.054088166342,0,0
2021-03-26,12979.12,0.0010319503553211096,13088.792519593237,13286.063537509164,13407.130199660414,13479.988250475395,13701.157928499662,0,0
2021-03-29,12965.74,0.005366559842066021,13143.628779389855,13354.273212511202,13468.274513897617,13532.71122420965,13730.628864356791,0,0
2021-03-30,12896.53,-0.014888354527844094,13232.573169084782,13440.61392640258,13540.065158740132,13592.392405705403,13761.848818004006,0,0
2021-03-31,13091.44,-0.01786037146151653,13400.594753627172,13561.521465603157,13631.99875284587,13665.64107999018,13797.16795343274,0,0
2021-04-01,13329.51,-0.01975634938844661,13555.172130440757,13665.984013514968,13709.22143182385,13726.083298936515,13825.973176021831,0,0
2021-04-05,13598.16,0.001450827266125998,13668.003195661135,13740.756016518297,13763.465922084399,13767.827856719308,13846.236979124764,0,0
2021-04-06,13578.46,-0.002808316258711807,13702.924793491698,13772.444020189028,13787.081053810745,13785.687631110814,13856.362570109442,0,0
2021-04-07,13616.7,-0.010306356070792557,13765.157190237549,13815.551580231035,13816.884061497993,13807.50106596458,13867.705532154729,0,0
2021-04-08,13758.5,-0.006251331703388541,13839.38578535632,13859.740820282375,13845.481784569136,13827.585388697695,13877.950655916145,0,0
2021-04-09,13845.05,0.001859711202046421,13879.82867803448,13882.23878034513,13857.9077537933,13834.857534876399,13882.826192892311,0,0
2021-04-12,13819.35,-0.011950103278234871,13897.218017051717,13890.502953755158,13859.744575763769,13833.784643810757,13884.368078316487,0,0
2021-04-13,13986.49,0.013226687221229437,13936.15202557757,13906.314721256304,13865.515229444309,13835.304080001364,13887.021877431443,0,0
2021-04-14,13803.91,-0.0158474967186385,13910.98303836636,13888.497992646597,13848.233119364924,13819.389772633083,13882.961954061298,1,1
2021-04-15,14026.19,-0.0011195058222136511,13964.519557549538,13907.29532434584,13854.564993559912,13821.019222383935,13886.18856443115,0,0
2021-04-16,14041.91,0.00965222787138309,13933.684336324306,13880.874285311584,13830.047135497041,13799.422298424353,13880.474220122216,0,0
2021-04-19,13907.67,0.007123460276770022,13879.571504486456,13845.088570936385,13799.781011996618,13773.897277205862,13873.885004617,0,0
2021-04-20,13809.3,-0.009031119148340759,13865.522256729684,13831.181586700028,13784.368299424706,13759.815937964375,13872.506025213614,1,1
2021-04-21,13935.15,0.012555259417716071,13893.633385094525,13836.044161522255,13780.80662791395,13754.607089329047,13875.085862977434,0,0
2021-04-22,13762.36,-0.012845158032455785,13872.875077641786,13814.020641860534,13758.757574758798,13735.602572416316,13872.63426554794,1,1
2021-04-23,13941.44,-0.006040142134411619,13928.132616462672,13825.50078449621,13758.242942581486,13732.786001091716,13877.135255978466,0,0
2021-04-26,14026.16,0.004719103055239593,13921.478924694009,13799.736514384258,13732.07193437884,13710.822422259267,13874.51057254902,0,0
2021-04-27,13960.28,0.0042196520981008226,13869.138387041008,13749.420184247429,13690.059353575816,13677.628993023402,13868.320799999998,0,0
2021-04-28,13901.62,-0.004909732924558653,13823.567580561514,13702.562447413526,13651.456404086646,13647.87625544692,,0,0
2021-04-29,13970.21,0.007896392405611241,13784.541370842271,13658.327435727642,13615.718747527595,13621.166387599224,,0,0
2021-04-30,13860.76,0.004423278153469878,13691.707056263404,13589.020199222676,13565.07714003154,13584.424954714928,,0,0
2021-05-03,13799.72,0.018830285270885042,13607.180584395104,13528.633576827715,13522.836731464617,13555.337055211241,,0,0
2021-05-04,13544.67,0.0030584957680934717,13510.91087659266,13468.392149456098,13483.281978816703,13529.612534707157,,0,0
2021-05-05,13503.37,-0.008106521871669159,13494.031314888984,13451.4415160019,13474.512261504808,13528.027538360544,,0,0
2021-05-06,13613.73,-0.007718867053994827,13489.361972333476,13439.901852891211,13470.389727434065,13530.623068714285,,0,0
2021-05-07,13719.63,0.02698913398228009,13427.177958500213,13401.273375755924,13449.91254563893,13521.874970684208,,0,0
