date,close,ROI,RSI_4,RSI_6,RSI_14,Entry_signal_long_5,Exit_signal_long_5,Entry_signal_short_5,Exit_signal_short_5
2021-07-07 13:00:00,1801.52,,,,,0,0,0,0
2021-07-07 12:00:00,1801.8,0.00015542430836190668,,,,0,0,0,0
2021-07-07 11:00:00,1803.78,0.001098901098901095,,,,0,0,0,0
2021-07-07 10:00:00,1805.47,0.000936921354045328,,,,0,0,0,0
2021-07-07 09:00:00,1806.86,0.0007698826344386678,100.0,,,0,0,0,0
2021-07-07 08:00:00,1804.65,-0.0012231163454832215,56.89513302654593,,,0,0,0,0
2021-07-07 07:00:00,1806.65,0.0011082481367579169,71.64375597270916,73.12353848637069,,0,0,0,0
2021-07-07 06:00:00,1806.76,6.0886170536678115e-05,72.33784097996312,73.6314880776067,,0,0,0,0
2021-07-07 05:00:00,1806.55,-0.00011623015785167112,68.09511243666289,70.57577861632069,,0,0,0,0
2021-07-07 04:00:00,1804.47,-0.001151365863109155,38.372669835309246,47.26296358844187,,0,0,0,0
2021-07-07 03:00:00,1805.39,0.0005098449960376783,50.988822169691026,55.12984106099018,,0,0,0,0
2021-07-07 02:00:00,1803.15,-0.0012407291499343387,30.631496818046347,38.39550499659268,,0,0,0,0
2021-07-07 01:00:00,1801.9,-0.0006932312896874572,23.616070028286252,31.90940434295757,,0,0,0,0
2021-07-07 00:00:00,1798.04,-0.002142183251012897,12.154569386144345,19.624697297408566,,0,1,0,0
2021-07-06 23:00:00,1801.15,0.0017296611866255418,42.2589799346161,41.42683686136267,44.33476007446577,0,0,0,0
2021-07-06 22:00:00,1800.15,-0.0005552008439052568,36.845530186097356,37.501753164761205,41.611637045626686,0,0,0,0
2021-07-06 21:00:00,1802.51,0.001311001860955896,54.989123709096994,50.723773952231284,49.49566638600026,0,0,0,0
2021-07-06 20:00:00,1795.35,-0.003972238711574483,25.432714016723672,28.65401040171145,34.344045713132076,0,1,0,0
2021-07-06 19:00:00,1795.59,0.00013367866989733024,27.18195974311171,29.88116777706479,35.061635358870056,0,0,0,0
2021-07-06 18:00:00,1795.55,-2.22768003831364e-05,27.04099431061275,29.778728420862645,34.992989155806804,0,0,0,0
2021-07-06 17:00:00,1796.88,0.0007407201136142573,40.679506720358454,38.22824924303964,39.251852672005015,0,0,0,0
2021-07-06 16:00:00,1796.99,6.121722096064097e-05,41.877656180838436,38.95723638578217,39.60427664305698,0,0,0,0
2021-07-06 15:00:00,1796.8,-0.00010573236356359317,40.016245367311576,38.02706091979067,39.1814536977781,0,0,0,0
2021-07-06 14:00:00,1796.91,6.121994657171115e-05,42.00609402513296,39.038300674839384,39.583610112202265,0,0,0,0
2021-07-06 13:00:00,1795.5,-0.0007846803679650849,26.807400299387666,31.20587792189382,36.272682050282384,0,0,0,0
2021-07-06 12:00:00,1794.27,-0.000685045948203844,18.867268278142078,25.78943379221713,33.63007345908236,0,1,0,0
2021-07-06 11:00:00,1796.3,0.0011313793353284751,50.881709696818355,44.77377051586247,41.238915773472115,0,0,0,0
2021-07-06 10:00:00,1804.71,0.004681846016812319,84.55233951811431,75.6902921638271,61.12357671852196,0,0,0,1
2021-07-06 09:00:00,1811.54,0.003784541560693855,91.13368422099131,84.27137309438645,70.00190906603889,0,0,0,0
2021-07-06 08:00:00,1809.12,-0.0013358799695287749,75.86426333450072,73.27401963949352,64.39080532072936,0,0,0,0
2021-07-06 07:00:00,1809.97,0.00046984169098784884,77.6203248042097,74.66740912274511,65.43869787401071,0,0,0,0
2021-07-06 06:00:00,1807.71,-0.0012486394802123655,61.70464296030493,64.0182894281601,60.35324726287121,0,0,0,0
2021-07-06 05:00:00,1807.61,-5.531860752006068e-05,60.96711962146731,63.53713656785987,60.13057486189293,0,0,0,0
2021-07-06 04:00:00,1805.98,-0.000901743185753534,48.39554562587263,55.39369160497807,56.47311331793829,0,0,0,0
2021-07-06 03:00:00,1807.84,0.0010299117376715292,60.719175580092184,62.05346221048489,59.500345645685385,0,0,0,0
2021-07-06 02:00:00,1804.97,-0.0015875298698999618,40.71521839276295,48.61417813105754,53.33631498125008,0,0,0,0
2021-07-06 01:00:00,1804.28,-0.0003822778217921208,36.8260955879526,45.75527322632304,51.94307841601751,0,0,0,0
