,date,close,ROI,EMA_5,EMA_10,EMA_15,EMA_20,EMA_50,Entry_signal_short_5,Exit_signal_short_5,LONG,SHORT,account_value,cash_flow,shares_long,shares_short
48,2020-10-26 18:00:00,1902.56,0.00027339067527498706,1902.5462529797198,1902.6203729681079,1902.4693707189585,1902.4278367995025,,0,1,0,0,99999.96320611409,-1000,0,0.0
49,2020-10-26 19:00:00,1902.29,-0.00014191405264485368,1902.4608353198125,1902.5603051557248,1902.4469493790884,1902.414709485264,1903.1114,1,0,0,-1,100999.96320611409,1000,0,0.5256822040803453
50,2020-10-26 20:00:00,1905.41,0.0016401284767306734,1903.4438902132085,1903.0784314910475,1902.8173307067025,1902.6999752485722,1903.2015411764708,0,1,0,0,99998.32307763735,-1001,0,0.0
51,2020-10-26 21:00:00,1907.05,0.0008607071443940129,1904.645926808806,1903.800534856312,1903.3464143683645,1903.1142633201366,1903.3524611303344,0,0,0,0,99998.32307763735,0,0,0.0
52,2020-10-26 22:00:00,1908.94,0.0009910594897879488,1906.0772845392041,1904.7349830642547,1904.0456125723188,1903.6690953848856,1903.571580301693,0,0,0,0,99998.32307763735,0,0,0.0
53,2020-10-26 23:00:00,1907.7,-0.000649575156893345,1906.6181896928028,1905.274077052572,1904.5024110007791,1904.052991062516,1903.733479113392,0,0,0,0,99998.32307763735,0,0,0.0
54,2020-10-27 00:00:00,1907.74,2.0967657388348826e-05,1906.9921264618688,1905.722426679377,1904.907109625681,1904.404134770848,1903.8905975795333,0,0,0,0,99998.32307763735,0,0,0.0
55,2020-10-27 01:00:00,1907.78,2.0967217755130108e-05,1907.2547509745789,1906.0965309194892,1905.266220922472,1904.7256457450528,1904.04312316465,0,0,0,0,99998.32307763735,0,0,0.0
56,2020-10-27 02:00:00,1908.53,0.0003931270901256223,1907.679833983053,1906.5389798432184,1905.6741933071626,1905.0879651979046,1904.2190791189773,0,0,0,0,99998.32307763735,0,0,0.0
57,2020-10-27 03:00:00,1904.27,-0.0022320843790770697,1906.5432226553687,1906.1264380535424,1905.4986691437673,1905.0100637504847,1904.221076016273,1,0,0,-1,100998.32307763735,1000,0,0.5251356162729025
58,2020-10-27 04:00:00,1901.37,-0.0015228932871914624,1904.8188151035795,1905.2616311347167,1904.982585500796,1904.6633910123442,1904.1092691136735,0,0,0,-1,100998.32307763735,0,0,0.5251356162729025
59,2020-10-27 05:00:00,1900.93,-0.00023141208707400107,1903.5225434023864,1904.4740618374954,1904.4760123131966,1904.3078299635488,1903.9845918935293,0,0,0,-1,100998.32307763735,0,0,0.5251356162729025
60,2020-10-27 06:00:00,1900.92,-5.2605829777840896e-06,1902.6550289349245,1903.8278687761328,1904.0315107740466,1903.98517949083,1903.8644118192733,0,0,0,-1,100998.32307763735,0,0,0.5251356162729025
61,2020-10-27 07:00:00,1903.0,0.001094207015550408,1902.7700192899497,1903.677347180472,1903.9025719272915,1903.891352872656,1903.8305133165568,0,0,0,-1,100998.32307763735,0,0,0.5251356162729025
62,2020-10-27 08:00:00,1905.73,0.0014345769837098565,1903.7566795266328,1904.0505567840225,1904.13100043638,1904.0664621228784,1903.905002990417,0,1,0,0,99997.5563796376,-1000,0,0.0
63,2020-10-27 09:00:00,1906.79,0.0005562173025559503,1904.767786351089,1904.5486373687447,1904.4633753818325,1904.3258466826046,1904.0181401280481,0,0,0,0,99997.5563796376,0,0,0.0
64,2020-10-27 10:00:00,1905.78,-0.0005296860168135797,1905.105190900726,1904.7725214835184,1904.6279534591033,1904.4643374747366,1904.0872326720464,0,0,0,0,99997.5563796376,0,0,0.0
65,2020-10-27 11:00:00,1908.72,0.0015426754399774367,1906.3101272671508,1905.490244850152,1905.139459276716,1904.86963866762,1904.268909822162,0,0,0,0,99997.5563796376,0,0,0.0
66,2020-10-27 12:00:00,1909.45,0.00038245525797386826,1907.356751511434,1906.2102003319421,1905.6782768671264,1905.3058635564184,1904.472089829136,0,0,0,0,99997.5563796376,0,0,0.0
67,2020-10-27 13:00:00,1908.71,-0.00038754615203329124,1907.8078343409563,1906.664709362498,1906.0572422587359,1905.6300670272353,1904.638282384856,0,0,0,0,99997.5563796376,0,0,0.0
68,2020-10-27 14:00:00,1908.02,-0.00036150069942531005,1907.8785562273044,1906.9111258420442,1906.302586976393,1905.857679691308,1904.7708987619208,0,0,0,0,99997.5563796376,0,0,0.0
69,2020-10-27 15:00:00,1908.0,-1.0482070418538214e-05,1907.9190374848695,1907.109102961672,1906.5147636043448,1906.0617101968976,1904.897530183022,0,0,0,0,99997.5563796376,0,0,0.0
70,2020-10-27 16:00:00,1907.99,-5.2410901467681015e-06,1907.9426916565799,1907.2692660595496,1906.6991681538016,1906.245356844812,1905.0188035091776,0,0,0,0,99997.5563796376,0,0,0.0
71,2020-10-27 17:00:00,1907.96,-1.572335284771853e-05,1907.948461104387,1907.3948540487231,1906.8567721345762,1906.408656192925,1905.1341445480332,0,0,0,0,99997.5563796376,0,0,0.0
72,2020-10-27 18:00:00,1905.04,-0.0015304304073461286,1906.9789740695915,1906.9666987671371,1906.6296756177546,1906.278307984076,1905.1304526049732,1,0,0,-1,100997.5563796376,1000,0,0.5249233611892664
73,2020-10-27 19:00:00,1905.29,0.00013123084029742493,1906.4159827130607,1906.6618444458386,1906.4622161655352,1906.1841834141635,1905.136709365563,0,0,0,-1,100997.5563796376,0,0,0.5249233611892664
74,2020-10-27 20:00:00,1906.51,0.0006403224705950894,1906.4473218087078,1906.6342363647773,1906.4681891448433,1906.2152135651952,1905.1905639002468,0,1,0,0,99996.78474229664,-1000,0,0.0
75,2020-10-27 21:00:00,1906.74,0.00012063928329775207,1906.544881205805,1906.653466116636,1906.5021655017374,1906.2651932256529,1905.251326100237,0,0,0,0,99996.78474229664,0,0,0.0
76,2020-10-27 22:00:00,1905.74,-0.0005244553531157381,1906.2765874705367,1906.4873813681563,1906.4068948140207,1906.2151748232093,1905.2704897825809,1,0,0,-1,100996.78474229664,1000,0,0.5247305508621323
77,2020-10-27 23:00:00,1906.86,0.000587698216965471,1906.4710583136914,1906.5551302103104,1906.4635329622681,1906.2765867448086,1905.3328235165973,0,1,0,0,99996.19704407967,-1000,0,0.0
78,2020-10-28 00:00:00,1908.28,0.0007446797352717027,1907.0740388757945,1906.8687428993444,1906.6905913419848,1906.467388007208,1905.4483990649665,0,0,0,0,99996.19704407967,0,0,0.0
79,2020-10-28 01:00:00,1908.43,7.860481690324939e-05,1907.5260259171964,1907.1526078267361,1906.9080174242365,1906.654303435093,1905.5653245918304,0,0,0,0,99996.19704407967,0,0,0.0
80,2020-10-28 02:00:00,1906.43,-0.0010479818489543824,1907.1606839447973,1907.0212245855114,1906.848265246207,1906.6329412031796,1905.5992334313669,1,0,0,-1,100996.19704407967,1000,0,0.5245406335401772
81,2020-10-28 03:00:00,1906.13,-0.0001573621900620159,1906.817122629865,1906.859183751782,1906.7584820904312,1906.585042040972,1905.6200478066069,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
82,2020-10-28 04:00:00,1904.18,-0.0010230152193188011,1905.938081753244,1906.372059433276,1906.4361718291275,1906.3559904180224,1905.563575343603,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
83,2020-10-28 05:00:00,1899.93,-0.002231931855181779,1903.935387835496,1905.200775899953,1905.6229003504864,1905.743991330592,1905.3426508203245,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
84,2020-10-28 06:00:00,1896.58,-0.0017632228555789495,1901.4835918903311,1903.6333620999606,1904.492537806676,1904.8712302514875,1904.9990174548216,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
85,2020-10-28 07:00:00,1891.23,-0.0028208670343460307,1898.065727926888,1901.3782053545133,1902.8347205808407,1903.572065465632,1904.4590559860046,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
86,2020-10-28 08:00:00,1882.15,-0.004801108273451593,1892.760485284592,1897.8821680173287,1900.249130508236,1901.5318687546192,1903.5841910453769,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
87,2020-10-28 09:00:00,1876.18,-0.003171904470950837,1887.2336568563944,1893.9363192869064,1897.2404891947065,1899.1174050637028,1902.5095168867351,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
88,2020-10-28 10:00:00,1871.78,-0.0023451907599484345,1882.0824379042635,1889.9078975983773,1894.0579280453687,1896.5138426766835,1901.3044377931376,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
89,2020-10-28 11:00:00,1882.73,0.005850046479821458,1882.2982919361762,1888.6028253077634,1892.6419370396973,1895.2010957550947,1900.5760284679168,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
90,2020-10-28 12:00:00,1880.64,-0.0011100901350697967,1881.7455279574506,1887.1550388881697,1891.1416949097352,1893.8143247307999,1899.7942234299594,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
91,2020-10-28 13:00:00,1881.13,0.0002605496001362173,1881.5403519716333,1886.0595772721388,1889.8902330460185,1892.6062938040568,1899.062293099373,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
92,2020-10-28 14:00:00,1877.01,-0.0021901729279741877,1880.030234647756,1884.4141995862951,1888.2802039152664,1891.1209324893848,1898.1974972915536,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
93,2020-10-28 15:00:00,1876.99,-1.0655244244817121e-05,1879.0168230985041,1883.0643451160595,1886.8689284258576,1889.7751293951571,1897.3658307311007,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
94,2020-10-28 16:00:00,1877.19,0.00010655357780287034,1878.4078820656696,1881.996282367685,1885.659062372625,1888.576545643238,1896.574621682823,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
95,2020-10-28 17:00:00,1877.08,-5.859822394116421e-05,1877.9652547104465,1881.1024128462875,1884.5866795760473,1887.4816365343586,1895.8101267148688,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
96,2020-10-28 18:00:00,1878.19,0.0005913440023868066,1878.0401698069645,1880.572883237872,1883.787094629041,1886.5967187691813,1895.1191413535014,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
97,2020-10-28 19:00:00,1879.4,0.0006442372709896116,1878.4934465379763,1880.3596317400766,1883.238707800411,1885.91131698164,1894.502704437678,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
98,2020-10-28 20:00:00,1878.4,-0.0005320847078854607,1878.4622976919845,1880.0033350600625,1882.6338693253601,1885.195953459579,1893.8712258322794,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
99,2020-10-28 21:00:00,1878.43,1.5971039182272048e-05,1878.4515317946566,1879.717274140051,1882.1083856596897,1884.551576939619,1893.2656875643465,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
100,2020-10-28 22:00:00,1878.6,9.050110996944304e-05,1878.5010211964375,1879.5141333873141,1881.6698374522286,1883.9847600882267,1892.6905625618235,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
101,2020-10-28 23:00:00,1881.9,0.0017566272756308619,1879.6340141309586,1879.9479273168934,1881.6986077707002,1883.786211508396,1892.2674032456725,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
102,2020-10-29 00:00:00,1882.42,0.000276316488655004,1880.5626760873056,1880.397395077458,1881.7887817993626,1883.656096126644,1891.8812305693725,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
103,2020-10-29 01:00:00,1882.78,0.00019124318696150944,1881.301784058204,1880.8305959724653,1881.9126840744425,1883.5726584002966,1891.524319566652,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
104,2020-10-29 02:00:00,1882.95,9.029201499921592e-05,1881.8511893721359,1881.2159421592896,1882.042348565137,1883.5133576002688,1891.1880717405088,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
105,2020-10-29 03:00:00,1881.35,-0.0008497304761146963,1881.6841262480912,1881.2403163121467,1881.9558049944947,1883.3073235431,1890.8022650055866,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
106,2020-10-29 04:00:00,1877.73,-0.0019241502112843367,1880.3660841653934,1880.602076982665,1881.4275793701831,1882.7761498723287,1890.2896271622305,0,0,0,-1,100996.19704407967,0,0,0.5245406335401772
