,date,close,ROI,BB_Lower,BB_Upper,BB_Middle,Entry_signal_long_1,Exit_signal_long_1,Entry_signal_short_1,Exit_signal_short_1,LONG,SHORT,account_value,cash_flow,shares_long,shares_short
0,2020-07-07,10524.01,,,,,0,0,0,0,0,0,100000,0,0,0
1,2020-07-08,10666.7,0.01355852,,,,0,0,0,0,0,0,100000,0,0,0
2,2020-07-09,10754.59,0.008239662,,,,0,0,0,0,0,0,100000,0,0,0
3,2020-07-10,10836.33,0.007600476,,,,0,0,0,0,0,0,100000,0,0,0
4,2020-07-13,10602.21,-0.021605101,,,,0,0,0,0,0,0,100000,0,0,0
5,2020-07-14,10689.52,0.008235076,,,,0,0,0,0,0,0,100000,0,0,0
6,2020-07-15,10701.68,0.001137563,,,,0,0,0,0,0,0,100000,0,0,0
7,2020-07-16,10626.46,-0.007028803,,,,0,0,0,0,0,0,100000,0,0,0
8,2020-07-17,10645.22,0.001765404,,,,0,0,0,0,0,0,100000,0,0,0
9,2020-07-20,10952.08,0.028826083,,,,0,0,0,0,0,0,100000,0,0,0
10,2020-07-21,10833.07,-0.010866428999999999,,,,0,0,0,0,0,0,100000,0,0,0
11,2020-07-22,10870.75,0.003478238,,,,0,0,0,0,0,0,100000,0,0,0
12,2020-07-23,10580.59,-0.026691811,,,,0,0,0,0,0,0,100000,0,0,0
13,2020-07-24,10483.13,-0.009211206999999999,,,,0,0,0,0,0,0,100000,0,0,0
14,2020-07-27,10674.38,0.018243597,,,,0,0,0,0,0,0,100000,0,0,0
15,2020-07-28,10532.5,-0.013291638,,,,0,0,0,0,0,0,100000,0,0,0
16,2020-07-29,10662.98,0.012388322,,,,0,0,0,0,0,0,100000,0,0,0
17,2020-07-30,10715.51,0.00492639,,,,0,0,0,0,0,0,100000,0,0,0
18,2020-07-31,10905.88,0.017765837,,,,0,0,0,0,0,0,100000,0,0,0
19,2020-08-03,11055.08,0.013680693,10412.202379999999,11019.064620000001,10715.6335,0,0,0,0,0,0,100000,0,0,0
20,2020-08-04,11096.54,0.003750312,10410.441490000001,11078.07851,10744.26,0,0,0,0,0,0,100000,0,0,0
21,2020-08-05,11125.44,0.002604415,10394.98433,11139.409670000001,10767.197,0,0,0,0,0,0,100000,0,0,0
22,2020-08-06,11267.08,0.012731181999999999,10358.82718,11226.81582,10792.8215,0,0,0,0,0,0,100000,0,0,0
23,2020-08-07,11139.39,-0.011333016000000001,10347.24463,11268.70437,10807.9745,0,0,0,0,0,0,100000,0,0,0
24,2020-08-10,11085.17,-0.004867412,10366.20454,11298.04046,10832.1225,0,0,0,0,0,0,100000,0,0,0
25,2020-08-11,10876.08,-0.018862137,10380.10592,11302.79508,10841.4505,0,0,0,0,0,0,100000,0,0,0
26,2020-08-12,11157.72,0.025895359,10387.18329,11341.32171,10864.2525,0,0,0,0,0,0,100000,0,0,0
27,2020-08-13,11178.37,0.001850737,10408.881140000001,11374.814859999999,10891.848,0,0,0,0,0,0,100000,0,0,0
28,2020-08-14,11164.45,-0.001245262,10434.84123,11400.77777,10917.8095,0,0,0,0,0,0,100000,0,0,0
29,2020-08-17,11288.57,0.011117431,10423.98843,11445.27957,10934.633999999998,0,0,0,0,0,0,100000,0,0,0
30,2020-08-18,11399.03,0.009785119,10414.64517,11511.21883,10962.931999999999,0,0,0,0,0,0,100000,0,0,0
31,2020-08-19,11318.64,-0.007052354,10416.68305,11553.96995,10985.3265,0,0,0,0,0,0,100000,0,0,0
32,2020-08-20,11477.05,0.013995498,10454.55162,11605.747379999999,11030.1495,0,0,0,0,0,0,100000,0,0,0
33,2020-08-21,11555.16,0.006805756,10523.17242,11644.32958,11083.751,0,0,0,0,0,0,100000,0,0,0
34,2020-08-24,11626.17,0.006145306999999999,10555.69109,11706.98991,11131.3405,0,0,0,0,0,0,100000,0,0,0
35,2020-08-25,11721.81,0.008226269,10630.10352,11751.50848,11190.806,0,0,0,0,0,0,100000,0,0,0
36,2020-08-26,11971.94,0.021338855,10651.145779999999,11861.36222,11256.253999999999,0,0,0,0,0,0,100000,0,0,0
37,2020-08-27,11926.16,-0.0038239420000000003,10697.3934,11936.1796,11316.7865,0,0,0,0,0,0,100000,0,0,0
38,2020-08-28,11995.85,0.005843457,10713.50429,12029.065709999999,11371.285,0,0,0,0,0,0,100000,0,0,0
39,2020-08-31,12110.7,0.009574144,10706.432359999999,12141.69964,11424.066,0,0,0,0,0,0,100000,0,0,0
40,2020-09-01,12292.86,0.015041245,10686.22605,12281.53795,11483.882,0,0,0,0,0,0,100000,0,0,0
41,2020-09-02,12420.54,0.010386517,10667.58563,12429.68837,11548.636999999999,0,0,0,0,0,0,100000,0,0,0
42,2020-09-03,11771.37,-0.052265844000000006,10697.87807,12449.824929999999,11573.8515,0,0,0,0,0,0,100000,0,0,0
43,2020-09-04,11622.13,-0.012678218,10746.14999,12449.827009999999,11597.9885,0,0,0,0,0,0,100000,0,0,0
44,2020-09-08,11068.26,-0.047656497,10743.13052,12451.15548,11597.143,0,0,0,0,0,0,100000,0,0,0
45,2020-09-09,11395.85,0.029597245,10832.205170000001,12414.05783,11623.1315,0,0,0,0,0,0,100000,0,0,0
46,2020-09-10,11154.12,-0.021212107999999997,10831.57768,12414.32532,11622.9515,0,0,0,0,0,0,100000,0,0,0
47,2020-09-11,11087.4,-0.005981646,10815.31116,12421.494840000001,11618.403,0,0,0,0,0,0,100000,0,0,0
48,2020-09-14,11277.76,0.017169039,10832.95127,12415.18573,11624.0685,0,0,0,0,0,0,100000,0,0,0
49,2020-09-15,11438.87,0.014285638,10851.10113,12412.06587,11631.5835,0,0,0,0,0,0,100000,0,0,0
50,2020-09-16,11247.6,-0.016721057,10831.19011,12416.83389,11624.011999999999,0,0,0,0,0,0,100000,0,0,0
51,2020-09-17,11080.95,-0.014816494,10793.33113,12430.92387,11612.1275,0,0,0,0,0,0,100000,0,0,0
52,2020-09-18,10936.98,-0.012992568000000001,10713.6431,12456.6049,11585.124,0,0,0,0,0,0,100000,0,0,0
53,2020-09-21,10980.22,0.003953559000000001,10643.774220000001,12468.97978,11556.377,0,0,0,0,0,0,100000,0,0,0
54,2020-09-22,11186.37,0.018774669,10607.77788,12460.99612,11534.386999999999,0,0,0,0,0,0,100000,0,0,0
55,2020-09-23,10833.33,-0.031559836,10517.14778,12462.77822,11489.963,0,0,0,0,0,0,100000,0,0,0
56,2020-09-24,10896.47,0.005828309,10456.67779,12415.70121,11436.1895,0,0,0,0,0,0,100000,0,0,0
57,2020-09-25,11151.13,0.023370871,10438.435290000001,12356.440709999999,11397.438,0,0,0,0,0,0,100000,0,0,0
58,2020-09-28,11364.45,0.019129900000000002,10449.172859999999,12282.56314,11365.868,0,0,0,0,0,0,100000,0,0,0
59,2020-09-29,11322.95,-0.003651739,10479.49114,12173.46986,11326.4805,0,0,0,0,0,0,100000,0,0,0
60,2020-09-30,11418.06,0.008399754,10565.45895,12000.02205,11282.7405,0,0,0,0,0,0,100000,0,0,0
61,2020-10-01,11583.2,0.014463051999999999,10737.313090000001,11744.43391,11240.8735,0,0,0,0,0,0,100000,0,0,0
62,2020-10-02,11255.69,-0.02827457,10777.39966,11652.779340000001,11215.0895,0,0,0,0,0,0,100000,0,0,0
63,2020-10-05,11509.06,0.022510392999999997,10791.40394,11627.46806,11209.436000000002,0,0,0,0,0,0,100000,0,0,0
64,2020-10-06,11291.27,-0.018923353,10806.53189,11634.641109999999,11220.5865,0,0,0,0,0,0,100000,0,0,0
65,2020-10-07,11503.19,0.018768482,10799.729659999999,11652.17734,11225.9535,0,0,0,0,0,0,100000,0,0,0
66,2020-10-08,11550.94,0.004151022,10797.288209999999,11694.300790000001,11245.7945,0,0,0,0,0,0,100000,0,0,0
67,2020-10-09,11725.85,0.015142491000000001,10787.71516,11767.718840000001,11277.716999999999,0,0,0,0,0,0,100000,0,0,0
68,2020-10-12,12088.11,0.030894136000000003,10708.7676,11927.7014,11318.2345,0,0,0,0,0,0,100000,0,0,0
69,2020-10-13,12083.17,-0.00040866599999999997,10652.451720000001,12048.44728,11350.4495,0,0,0,0,0,0,100000,0,0,0
70,2020-10-14,11985.36,-0.00809473,10636.26485,12138.41015,11387.3375,0,0,0,0,0,0,100000,0,0,0
71,2020-10-15,11898.57,-0.007241334,10658.58655,12197.85045,11428.2185,0,0,0,0,0,0,100000,0,0,0
72,2020-10-16,11852.17,-0.003899628,10718.62875,12229.32725,11473.978000000001,0,0,0,0,0,0,100000,0,0,0
73,2020-10-19,11634.35,-0.018378069,10785.47904,12227.889959999999,11506.6845,0,0,0,0,0,0,100000,0,0,0
74,2020-10-20,11677.84,0.003738069,10822.62434,12239.89166,11531.258,0,0,0,0,0,0,100000,0,0,0
75,2020-10-21,11665.37,-0.001067834,10943.48505,12202.23495,11572.86,0,0,0,0,0,0,100000,0,0,0
76,2020-10-22,11662.91,-0.00021088099999999998,11067.74847,12154.61553,11611.181999999999,0,0,0,0,0,0,100000,0,0,0
77,2020-10-23,11692.57,0.002543105,11139.183640000001,12137.324359999999,11638.253999999999,0,0,0,0,0,0,100000,0,0,0
78,2020-10-26,11504.52,-0.016082863,11158.58816,12131.92684,11645.2575,0,0,0,0,0,0,100000,0,0,0
79,2020-10-27,11598.95,0.008208078,11195.77927,12122.335729999999,11659.0575,0,0,0,0,0,0,100000,0,0,0
80,2020-10-28,11142.76,-0.039330284,11137.63104,12152.953959999999,11645.2925,0,0,0,0,0,0,100000,0,0,0
81,2020-10-29,11350.74,0.018665035,11109.64167,12157.697329999999,11633.6695,0,0,0,0,0,0,100000,0,0,0
82,2020-10-30,11052.95,-0.026235294,11062.20212,12184.86288,11623.5325,0,0,0,0,0,0,100000,0,0,0
83,2020-11-02,11084.76,0.002877965,10992.76955,12211.86545,11602.3175,0,0,0,0,0,0,100000,0,0,0
84,2020-11-03,11279.91,0.017605253,10990.96124,12212.53776,11601.7495,0,0,0,0,0,0,100000,0,0,0
85,2020-11-04,11777.02,0.044070387,11001.685940000001,12229.19606,11615.441,0,0,0,0,0,0,100000,0,0,0
86,2020-11-05,12078.07,0.025562493999999998,10995.30502,12288.28998,11641.7975,0,0,0,0,0,0,100000,0,0,0
87,2020-11-06,12091.35,0.001099513,10983.606829999999,12336.53817,11660.0725,0,0,0,0,0,0,100000,0,0,0
88,2020-11-09,11830.39,-0.021582371,10995.694520000001,12298.67848,11647.1865,0,0,0,0,0,0,100000,0,0,0
89,2020-11-10,11624.29,-0.017421235,11005.92344,12242.56156,11624.2425,0,0,0,0,0,0,100000,0,0,0
90,2020-11-11,11892.93,0.023110229,11011.36679,12227.87521,11619.621000000001,0,0,0,0,0,0,100000,0,0,0
91,2020-11-12,11827.14,-0.005531858000000001,11013.88339,12218.21561,11616.0495,0,0,0,0,0,0,100000,0,0,0
92,2020-11-13,11937.84,0.009359828,11009.932209999999,12230.73379,11620.333,0,0,0,0,0,0,100000,0,0,0
93,2020-11-16,12013.38,0.006327778,11004.021659999999,12274.547340000001,11639.2845,0,0,0,0,0,0,100000,0,0,0
94,2020-11-17,11977.49,-0.002987502,11001.28815,12307.24585,11654.267,0,0,0,0,0,0,100000,0,0,0
95,2020-11-18,11894.71,-0.006911298000000001,11003.93879,12327.529209999999,11665.733999999999,0,0,0,0,0,0,100000,0,0,0
96,2020-11-19,11985.43,0.00762692,11004.81256,12358.90744,11681.86,0,0,0,0,0,0,100000,0,0,0
97,2020-11-20,11906.44,-0.006590502,11008.0787,12377.0283,11692.5535,0,0,0,0,0,0,100000,0,0,0
98,2020-11-23,11905.94,-4.2e-05,11027.8237,12397.4253,11712.6245,0,0,0,0,0,0,100000,0,0,0
99,2020-11-24,12079.81,0.014603635,11035.11064,12438.22436,11736.6675,0,0,0,0,0,0,100000,0,0,0
100,2020-11-25,12152.22,0.0059943,11121.14352,12453.13748,11787.1405,0,0,0,0,0,0,100000,0,0,0
101,2020-11-27,12258.21,0.008721863,11168.05412,12496.97388,11832.514,0,0,0,0,0,0,100000,0,0,0
102,2020-11-30,12268.32,0.000824753,11311.90328,12474.66172,11893.2825,0,0,0,0,0,0,100000,0,0,0
103,2020-12-01,12455.33,0.015243326000000001,11464.70905,12458.91295,11961.811000000002,0,0,0,0,0,0,100000,0,0,0
104,2020-12-02,12456.41,8.669999999999999e-05,11589.1866,12452.0854,12020.636,0,0,0,0,0,0,100000,0,0,0
105,2020-12-03,12467.13,0.000860601,11596.21797,12514.06503,12055.1415,0,0,0,0,0,0,100000,0,0,0
106,2020-12-04,12528.48,0.00492094,11572.15934,12583.164659999999,12077.662,0,0,0,0,0,0,100000,0,0,0
107,2020-12-07,12596.47,0.005426835,11546.61469,12659.221309999999,12102.918,0,0,0,0,0,0,100000,0,0,0
108,2020-12-08,12635.72,0.003115952,11554.30918,12732.05982,12143.1845,0,0,0,0,0,0,100000,0,0,0
109,2020-12-09,12364.64,-0.021453467,11637.390159999999,12723.013840000001,12180.202,0,0,0,0,0,0,100000,0,0,0
110,2020-12-10,12401.74,0.003000492,11671.9026,12739.3824,12205.6425,0,0,0,0,0,0,100000,0,0,0
111,2020-12-11,12375.41,-0.002123089,11725.49243,12740.61957,12233.056,0,0,0,0,0,0,100000,0,0,0
112,2020-12-14,12462.21,0.0070139090000000005,11761.84753,12756.70147,12259.2745,0,0,0,0,0,0,100000,0,0,0
113,2020-12-15,12595.92,0.010729236999999999,11783.43501,12793.36799,12288.4015,0,0,0,0,0,0,100000,0,0,0
114,2020-12-16,12668.16,0.00573519,11813.05219,12832.817809999999,12322.935,0,0,0,0,0,0,100000,0,0,0
115,2020-12-17,12752.06,0.006622903,11863.40269,12868.202309999999,12365.8025,0,0,0,0,0,0,100000,0,0,0
116,2020-12-18,12738.18,-0.001088452,11908.2895,12898.5905,12403.44,0,0,0,0,0,0,100000,0,0,0
117,2020-12-21,12690.26,-0.0037619190000000003,11990.9407,12894.3213,12442.631000000001,0,0,0,0,0,0,100000,0,0,0
118,2020-12-22,12717.56,0.0021512560000000003,12092.87423,12873.54977,12483.212,0,0,0,0,0,0,100000,0,0,0
119,2020-12-23,12653.14,-0.005065437,12164.42643,12859.33057,12511.8785,0,0,0,0,0,0,100000,0,0,0
120,2020-12-24,12711.01,0.004573568,12225.88848,12853.74752,12539.818000000001,0,0,0,0,0,0,100000,0,0,0
121,2020-12-28,12838.86,0.010058209,12257.18735,12880.51365,12568.8505,0,0,0,0,0,0,100000,0,0,0
122,2020-12-29,12843.49,0.00036062400000000004,12296.7494,12898.4686,12597.608999999999,0,0,0,0,0,0,100000,0,0,0
123,2020-12-30,12845.36,0.000145599,12304.73945,12929.48155,12617.1105,0,0,0,0,0,0,100000,0,0,0
124,2020-12-31,12888.28,0.0033412840000000004,12313.65595,12963.75205,12638.704,0,0,0,0,0,0,100000,0,0,0
125,2021-01-04,12694.66,-0.015022951000000001,12334.52851,12965.63249,12650.0805,0,0,0,0,0,0,100000,0,0,0
126,2021-01-05,12802.38,0.008485458000000001,12346.67368,12980.87732,12663.7755,0,0,0,0,0,0,100000,0,0,0
127,2021-01-06,12623.35,-0.013984119,12348.99244,12981.24656,12665.1195,0,0,0,0,0,0,100000,0,0,0
128,2021-01-07,12939.57,0.025050403,12341.726709999999,13018.89729,12680.312,0,0,0,0,0,0,100000,0,0,0
129,2021-01-08,13105.2,0.012800271,12362.52365,13072.15635,12717.34,0,0,0,0,0,0,100000,0,0,0
130,2021-01-11,12902.49,-0.015467906000000002,12411.46515,13073.28985,12742.3775,0,0,0,0,0,0,100000,0,0,0
131,2021-01-12,12892.09,-0.000806046,12480.00837,13056.41463,12768.2115,0,0,0,0,0,0,100000,0,0,0
132,2021-01-13,12973.63,0.006324808,12530.19499,13057.370009999999,12793.7825,0,0,0,0,0,0,100000,0,0,0
133,2021-01-14,12898.69,-0.0057763319999999995,12558.7443,13059.0977,12808.921,0,0,0,0,0,0,100000,0,0,0
134,2021-01-15,12803.93,-0.007346482,12574.40411,13057.01489,12815.7095,0,0,0,0,0,0,100000,0,0,0
135,2021-01-19,12996.54,0.015043038,12575.68288,13080.18412,12827.9335,0,0,0,0,0,0,100000,0,0,0
136,2021-01-20,13296.45,0.023076142,12532.01695,13179.67705,12855.847,0,0,0,0,0,0,100000,0,0,0
137,2021-01-21,13404.99,0.008163080999999999,12495.09628,13288.07072,12891.5835,0,0,0,0,0,0,100000,0,0,0
138,2021-01-22,13366.4,-0.002878779,12483.73208,13364.31892,12924.0255,0,0,0,0,0,0,100000,0,0,0
139,2021-01-25,13483.29,0.008745062,12478.7028,13452.3632,12965.533000000001,0,0,0,0,0,0,100000,0,0,0
140,2021-01-26,13490.19,0.000511745,12480.15899,13528.825009999999,13004.492,0,0,0,0,0,0,100000,0,0,0
141,2021-01-27,13112.65,-0.027986262999999997,12497.7747,13538.5883,13018.1815,0,0,0,0,0,0,100000,0,0,0
142,2021-01-28,13201.53,0.006778187,12516.34666,13555.82034,13036.0835,0,0,0,0,0,0,100000,0,0,0
143,2021-01-29,12925.38,-0.02091803,12525.321409999999,13554.847590000001,13040.0845,0,0,0,0,0,0,100000,0,0,0
144,2021-02-01,13248.9,0.025029825,12540.4859,13575.7451,13058.1155,0,0,0,0,0,0,100000,0,0,0
145,2021-02-02,13456.12,0.015640544,12579.104870000001,13613.272130000001,13096.1885,0,0,0,0,0,0,100000,0,0,0
146,2021-02-03,13402.37,-0.003994465,12611.261779999999,13641.11422,13126.188,0,0,0,0,0,0,100000,0,0,0
147,2021-02-04,13560.89,0.011827758999999998,12680.6748,13665.4552,13173.065,0,0,0,0,0,0,100000,0,0,0
148,2021-02-05,13603.96,0.003176045,12691.10269,13721.46631,13206.2845,0,0,0,0,0,0,100000,0,0,0
149,2021-02-08,13695.02,0.006693639,12679.10148,13792.449519999998,13235.7755,0,0,0,0,0,0,100000,0,0,0
150,2021-02-09,13687.08,-0.000579773,12706.76195,13843.24805,13275.005,0,0,0,0,0,0,100000,0,0,0
151,2021-02-10,13655.27,-0.00232409,12750.71986,13875.60814,13313.163999999999,0,0,0,0,0,0,100000,0,0,0
152,2021-02-11,13734.35,0.0057911709999999995,12782.580109999999,13919.81989,13351.2,0,0,0,0,0,0,100000,0,0,0
153,2021-02-12,13807.7,0.005340624,12835.05077,13958.250230000001,13396.6505,0,0,0,0,0,0,100000,0,0,0
154,2021-02-16,13773.77,-0.002457325,12933.7986,13956.4864,13445.1425,0,0,0,0,0,0,100000,0,0,0
155,2021-02-17,13699.71,-0.0053768869999999995,13003.28555,13957.31645,13480.301000000001,0,0,0,0,0,0,100000,0,0,0
156,2021-02-18,13637.51,-0.004540242,13023.63853,13971.069469999999,13497.354,0,0,0,0,0,0,100000,0,0,0
157,2021-02-19,13580.78,-0.00415985,13033.121000000001,13979.166000000001,13506.1435,0,0,0,0,0,0,100000,0,0,0
158,2021-02-22,13223.74,-0.026290095,13012.99128,13985.029719999999,13499.0105,0,0,0,0,0,0,100000,0,0,0
159,2021-02-23,13194.71,-0.002195294,12979.82361,13989.339390000001,13484.5815,0,0,0,0,0,0,100000,0,0,0
160,2021-02-24,13302.19,0.008145689000000001,12963.90333,13986.459669999998,13475.1815,0,0,0,0,0,0,100000,0,0,0
161,2021-02-25,12828.31,-0.035624209,12894.415079999999,14027.51392,13460.9645,0,0,0,0,0,0,100000,0,0,0
162,2021-02-26,12909.44,0.006324294,12838.12634,14054.593659999999,13446.36,0,0,0,0,0,0,100000,0,0,0
163,2021-03-01,13282.95,0.028933091,12901.13737,14027.33963,13464.2385,0,0,0,0,0,0,100000,0,0,0
164,2021-03-02,13059.95,-0.016788439,12870.5349,14039.0471,13454.791000000001,0,0,0,0,0,0,100000,0,0,0
